seed,n_pi,linear_mean_std_mse,radial_mean_std_mse,radial_improvement_pct,radial_wins
20260709,6,0.1585680153238495,0.12922477355632864,18.50514538357061,1
20260710,6,0.2320095805488735,0.13362884952840576,42.40373642662724,1
20260711,6,0.16966263487547614,0.12736669967766548,24.929434361816767,1
20260712,6,0.1785566599622166,0.11602304027340202,35.021723469764154,1
20260713,6,0.16335171617402497,0.15317390987041377,6.230608739224012,1
