test_index,method,u_true,posterior_mean,posterior_sd,q05,q95,posterior_mean_error,covers90,width90,pilot_raw_residual,pilot_projected_residual,pilot_converged,pilot_boundary,pilot_fallback
38,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.20087414979934692, 0.15136893093585968, 0.3199101686477661]","[0.2066000912479908, 0.21309548854028948, 0.3246843702386329]","[0.03713871281824102, 0.04066215439488808, 0.03212489347776086]","[0.1569262512912974, 0.15914918261114508, 0.2743372421711683]","[0.27718416042625904, 0.28356358192861086, 0.3783496533334255]","[0.005725941448643884, 0.0617265576044298, 0.004774201590866778]","[true, false, true]","[0.12025790913496165, 0.12441439931746578, 0.10401241116225723]",0.18227974166115182,0.17553184876002292,False,True,False
39,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.1594097763299942, 0.424967885017395, 0.35671356320381165]","[0.21446204274623928, 0.43456262552052766, 0.37279983578622394]","[0.04509530330345745, 0.05126201664295875, 0.03343857685493125]","[0.15643489487934858, 0.3537330737709999, 0.32239641070365904]","[0.2979005114734173, 0.520765451490879, 0.4282039079070091]","[0.05505226641624508, 0.009594740503132637, 0.016086272582412298]","[true, true, true]","[0.1414656165940687, 0.16703237771987917, 0.10580749720335003]",0.6835043233116881,0.5832963159723874,False,True,False
40,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.30373597145080566, 0.5879940390586853, 0.26307281851768494]","[0.2553480504583851, 0.7575288399350634, 0.2377974067926321]","[0.04565941940255478, 0.05122261569899963, 0.03203781415880022]","[0.18316867405548692, 0.6640559223294258, 0.1879823718778789]","[0.3324479591846466, 0.8324710169434547, 0.2918945182859897]","[-0.04838792099242056, 0.16953480087637807, -0.02527541172505285]","[true, false, true]","[0.14927928512915967, 0.16841509461402893, 0.10391214640811083]",2.0973892213903613e-12,2.0972638947422293e-12,True,False,False
41,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7359768152236938, 0.7046298980712891, 0.8351590633392334]","[0.6921412342119218, 0.6834746681725989, 0.7833946188497533]","[0.05044669737322725, 0.04910124660594702, 0.03742636880436474]","[0.607743791937828, 0.6037077599763869, 0.7165543451905251]","[0.773134716451168, 0.7640497747063637, 0.8395715278387069]","[-0.043835581011772096, -0.02115522989869012, -0.051764444489480144]","[true, true, true]","[0.16539092451334003, 0.16034201472997678, 0.12301718264818184]",0.9636218017092117,0.9465506206015646,False,True,False
42,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.16901865601539612, 0.25123515725135803, 0.7941722273826599]","[0.20058184266226878, 0.23654890098980194, 0.81696461766243]","[0.02869608945113389, 0.03909050436641681, 0.021141602016986005]","[0.15752374216914178, 0.17339775955304504, 0.7784990748763084]","[0.25073716826736925, 0.3037060927599669, 0.8464281871914864]","[0.03156318664687266, -0.014686256261556091, 0.02279239027977009]","[true, true, true]","[0.09321342609822747, 0.13030833320692187, 0.06792911231517795]",1.5896827269675501e-07,1.5896827309881808e-07,True,False,False
43,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7711024284362793, 0.6756992340087891, 0.7717226147651672]","[0.7408667877393962, 0.650802350561619, 0.7620697303557386]","[0.05038985437917727, 0.04855619598768442, 0.03160567706400047]","[0.6570359185338019, 0.5715612486004829, 0.7092781168222427]","[0.8152858898043632, 0.7291348588466644, 0.812693974673748]","[-0.030235640696883115, -0.024896883447170115, -0.009652884409428686]","[true, true, true]","[0.15824997127056128, 0.15757361024618155, 0.10341585785150531]",6.16163921612913e-13,6.161721383352646e-13,True,False,False
44,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6034439206123352, 0.2322896271944046, 0.20862364768981934]","[0.6284972902929805, 0.20882625847251599, 0.20935243992596025]","[0.040948999824563875, 0.03663095006582342, 0.029497831088746873]","[0.560544810295105, 0.15791107120458037, 0.16373643462546167]","[0.6949656397104264, 0.2724848059564829, 0.26031107366085054]","[0.02505336968064531, -0.023463368721888617, 0.0007287922361409183]","[true, true, true]","[0.1344208294153214, 0.11457373475190252, 0.09657463903538888]",1.3740987592961969e-13,1.373909067299175e-13,True,False,False
45,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.5332647562026978, 0.8478276133537292, 0.46407952904701233]","[0.6135395213299977, 0.7740940730297556, 0.450938501652777]","[0.04392167624773737, 0.04315238811915463, 0.031458024046684296]","[0.5420200496912002, 0.6979634991288185, 0.3995700071752071]","[0.6851036149263383, 0.8375277227163315, 0.5024988681077956]","[0.08027476512729992, -0.07373354032397361, -0.013141027394235338]","[false, false, true]","[0.1430835652351381, 0.13956422358751297, 0.10292886093258857]",2.4110023153265123,1.6964470275912502,False,True,False
46,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7648411393165588, 0.5209066271781921, 0.5981040000915527]","[0.7370643793034558, 0.4540451174822457, 0.5647704125791768]","[0.040223328974019985, 0.040002566716021135, 0.028668006654962913]","[0.6719651007652283, 0.3881882098317146, 0.5171964529156684]","[0.8024384745955467, 0.5211883896589279, 0.6115360432863235]","[-0.02777676001310303, -0.06686150969594645, -0.03333358751237592]","[true, true, true]","[0.13047337383031843, 0.1330001798272133, 0.09433959037065509]",6.331643238917664e-14,6.330516243867463e-14,True,False,False
47,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.43928763270378113, 0.629214346408844, 0.19327397644519806]","[0.39956493324816295, 0.658424089286924, 0.2118748048754378]","[0.039529544618034845, 0.04349292522350623, 0.02772662380845249]","[0.3357550817728042, 0.585020387172699, 0.16844680155627428]","[0.46616359159350396, 0.7277790012955665, 0.2592565195262432]","[-0.03972269945561818, 0.02920974287807998, 0.018600828430239746]","[true, true, true]","[0.13040850982069974, 0.1427586141228675, 0.0908097179699689]",2.008312609098831e-13,2.0081472620316362e-13,True,False,False
48,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.39165812730789185, 0.4412103593349457, 0.5161562561988831]","[0.3484047838720687, 0.4689202830046426, 0.485932597627044]","[0.03759466525791906, 0.03836649411707783, 0.02599199019982982]","[0.28754671923816205, 0.40546729981899254, 0.44308199375867846]","[0.4123808832466602, 0.5303766757249833, 0.5283163210749625]","[-0.043253343435823155, 0.027709923669696934, -0.030223658571839063]","[true, true, true]","[0.12483416400849817, 0.12490937590599072, 0.08523432731628405]",1.4356689298581982e-12,1.4356749591287233e-12,True,False,False
49,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.4881109595298767, 0.46849459409713745, 0.5074059963226318]","[0.4890504120939965, 0.4785367724815007, 0.49634803014576356]","[0.03873422396580585, 0.04284173718711624, 0.02883632892431402]","[0.4258178646862507, 0.4099514937400817, 0.44950767487287513]","[0.5554721370339393, 0.5498867183923721, 0.5440508767962455]","[0.0009394525641198137, 0.010042178384363276, -0.011057966176868272]","[true, true, true]","[0.12965427234768856, 0.1399352246522904, 0.0945432019233704]",2.7110467680148855e-13,2.711395174010834e-13,True,False,False
50,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6435026526451111, 0.304836243391037, 0.6426960825920105]","[0.6145024313235287, 0.3168507797725874, 0.6582867010664949]","[0.03816530603211049, 0.03890920178715692, 0.026505159680236107]","[0.5539916312694549, 0.2550795229524374, 0.6159507200121879]","[0.6786288318037986, 0.38006825178861614, 0.701171664595604]","[-0.02900022132158242, 0.012014536381550422, 0.015590618474484397]","[true, true, true]","[0.12463720053434368, 0.12498872883617873, 0.08522094458341611]",5.658997430299184e-13,5.658589804713342e-13,True,False,False
51,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.353398859500885, 0.16956067085266113, 0.37758564949035645]","[0.26611638157230566, 0.19811831176780412, 0.4361687611776594]","[0.04257881262528806, 0.03564721587368991, 0.030492527626011675]","[0.19999935057014226, 0.1548447786294855, 0.38711724281311033]","[0.34080047950148584, 0.2621956404298544, 0.4878311289846897]","[-0.08728247792857935, 0.028557640915142984, 0.05858311168730296]","[false, true, false]","[0.14080112893134358, 0.10735086180036887, 0.10071388617157939]",1.2462002101252467,0.756112243354053,False,True,False
52,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.22114337980747223, 0.5247094035148621, 0.41497910022735596]","[0.20889684623020402, 0.5564931636279822, 0.40168338694572453]","[0.04452097325246069, 0.04797465876043246, 0.03619109849128923]","[0.1546862105373293, 0.4844460152089596, 0.3517043098807334]","[0.2921909599006176, 0.6401236656308174, 0.4538378129899502]","[-0.01224653357726821, 0.03178376011312012, -0.013295713281631427]","[true, true, true]","[0.1375047493632883, 0.15567765042185777, 0.10213350310921676]",0.5193231143891247,0.473376160762548,False,True,False
53,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.648792564868927, 0.45278748869895935, 0.7042837738990784]","[0.6740793123722089, 0.5742696336489931, 0.7849483223175998]","[0.04829660336067285, 0.044187070872076364, 0.03514848434910018]","[0.5944916716217995, 0.5003854790329934, 0.7236432778835297]","[0.7518653377890587, 0.6463340464234352, 0.8387088140845299]","[0.02528674750328186, 0.12148214495003373, 0.08066454841852144]","[true, false, false]","[0.15737366616725923, 0.14594856739044182, 0.11506553620100024]",2.44283635211714,2.3429297629912487,False,True,False
54,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.28592655062675476, 0.571823239326477, 0.8397762179374695]","[0.24268269374695123, 0.5376884191793182, 0.784920240675212]","[0.03713074542276516, 0.04562010748500019, 0.03003188402702918]","[0.18032918840646742, 0.4642299953103065, 0.7341713267564773]","[0.3050207798928022, 0.6119143146276473, 0.8335143506526947]","[-0.04324385687980353, -0.03413482014715885, -0.05485597726225744]","[true, true, false]","[0.12469159148633477, 0.14768431931734083, 0.09934302389621741]",2.0984101713482146,2.0136884375563517,False,True,False
55,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6970400810241699, 0.7142921686172485, 0.25214239954948425]","[0.6479046416872742, 0.7236341801118868, 0.25170169265207903]","[0.04316528540936731, 0.044068703692268035, 0.03336966116858714]","[0.5750741919875144, 0.6523282945156097, 0.20058234069496392]","[0.7187450265884399, 0.7956441414356231, 0.3098777423799038]","[-0.04913543933689568, 0.009342011494638314, -0.0004407068974052186]","[true, true, true]","[0.14367083460092545, 0.14331584692001342, 0.10929540168493987]",3.42483451788374e-13,3.4252340679600487e-13,True,False,False
56,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.5824708342552185, 0.6140996217727661, 0.5308200120925903]","[0.5550522456270467, 0.6843412474608411, 0.5204155296927706]","[0.037981112520043, 0.03972326436222881, 0.029048921711634763]","[0.4932039040327072, 0.6200707137584686, 0.4723902413249016]","[0.6181619188189507, 0.7498937660455705, 0.567988106906414]","[-0.027418588628171814, 0.07024162568807502, -0.010404482399819726]","[true, false, true]","[0.12495801478624347, 0.1298230522871019, 0.0955978655815124]",8.560707472591911e-13,8.56064182028912e-13,True,False,False
57,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6746050119400024, 0.19097594916820526, 0.6693199872970581]","[0.6791335352778418, 0.2237358715489148, 0.618040205035211]","[0.048305380876882846, 0.0497595253190611, 0.033340505089592944]","[0.6026068252325057, 0.15871374141890557, 0.5626143649220466]","[0.7590590938925743, 0.3143398834764957, 0.6710579288005829]","[0.004528523337839374, 0.032759922380709544, -0.05127978226184715]","[true, true, true]","[0.15645226866006856, 0.15562614205759015, 0.10844356387853626]",1.8153739442038621,1.4829495008885132,False,True,False
58,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.17370809614658356, 0.19239109754562378, 0.16948789358139038]","[0.22912779626544696, 0.2207640974467698, 0.20279307586260678]","[0.05006096372931225, 0.05478489140687017, 0.038416896124041686]","[0.16516402402892708, 0.1566936536831781, 0.15697987088467927]","[0.32727026745676996, 0.3354022720456124, 0.27375368773937225]","[0.05541970011886341, 0.02837299990114603, 0.0333051822812164]","[true, true, true]","[0.16210624342784288, 0.1787086183624343, 0.11677381685469299]",2.381446034260139,0.2554567519184556,False,True,False
59,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.2476489096879959, 0.36943620443344116, 0.6996678709983826]","[0.21847243276425976, 0.30730016447884984, 0.6499040602254876]","[0.05334002300090869, 0.049752637502534044, 0.031012388505755762]","[0.15887003952171652, 0.2329639122635126, 0.6031823244690895]","[0.30359738543629644, 0.3958445829153061, 0.7027832314372062]","[-0.02917647692373615, -0.06213603995459133, -0.049763810772894934]","[true, true, true]","[0.14472734591457992, 0.1628806706517935, 0.09960090696811674]",0.5570732694597691,0.527966973232619,False,True,False
60,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6132141351699829, 0.5637159943580627, 0.49089622497558594]","[0.640825267632604, 0.5698645095908631, 0.5179211953794972]","[0.04377714925957188, 0.0431476620959404, 0.0293755213815609]","[0.567197236418724, 0.4991638472676277, 0.4709801998734474]","[0.7098967120051384, 0.6420418754220009, 0.5669292521476745]","[0.027611132462621035, 0.006148515232800356, 0.027024970403911275]","[true, true, true]","[0.14269947558641438, 0.14287802815437317, 0.09594905227422712]",3.586210690359218e-11,3.586211322063569e-11,True,False,False
61,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.43195846676826477, 0.7765629291534424, 0.5475881695747375]","[0.45753551179468466, 0.7277378027933834, 0.4715755726790435]","[0.04031653175642388, 0.04703919017026675, 0.02966971828768093]","[0.3914144706726074, 0.6481383746862411, 0.42263850808143616]","[0.5259408265352249, 0.8042688193917275, 0.5196100220084191]","[0.025577045026419887, -0.04882512636005898, -0.07601259689569406]","[true, true, false]","[0.13452635586261752, 0.15613044470548632, 0.09697151392698294]",4.036646935072946e-13,4.036555219689162e-13,True,False,False
62,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.15162350237369537, 0.827583372592926, 0.7128254771232605]","[0.21472210608913703, 0.7728264113724207, 0.741456437153815]","[0.038947944928260654, 0.04442810618777006, 0.030882555188034844]","[0.15939263015519825, 0.6931296372413636, 0.6912745025753975]","[0.28255783408880236, 0.8376570773124694, 0.7918869605660439]","[0.06309860371544165, -0.05475696122050533, 0.028630960030554542]","[false, true, true]","[0.12316520393360411, 0.14452744007110585, 0.10061245799064644]",3.4697838002496215e-13,3.468476747828561e-13,True,False,False
63,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.3236696124076843, 0.5109802484512329, 0.46932852268218994]","[0.3229775038636477, 0.5210737255316974, 0.46175714171230675]","[0.04853692343779451, 0.045831061976012916, 0.03167811184503521]","[0.2532793649286032, 0.44794935420155524, 0.4095161199569702]","[0.40635815903544426, 0.5976771458983421, 0.5113953834772109]","[-0.0006921085440366181, 0.010093477080464486, -0.00757138096988319]","[true, true, true]","[0.15307879410684105, 0.14972779169678685, 0.10187926352024074]",4.4741240754614404e-13,4.4747443028420044e-13,True,False,False
64,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.1962602138519287, 0.3466756045818329, 0.3970346748828888]","[0.2235156447997248, 0.37102989892303795, 0.3947142583486451]","[0.038558318403505015, 0.041821067082924386, 0.028949952969726328]","[0.16694633617065846, 0.30299867868423463, 0.3490553131699562]","[0.29514014706015584, 0.43970269516110416, 0.44247068241238596]","[0.02725543094779609, 0.024354294341205063, -0.0023204165342436966]","[true, true, true]","[0.12819381088949738, 0.13670401647686953, 0.09341536924242977]",6.877102205129394e-14,6.874360754774305e-14,True,False,False
65,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.3466476500034332, 0.20850993692874908, 0.6581909656524658]","[0.36030598254978624, 0.22799125474709772, 0.7259634813797479]","[0.03883233099342248, 0.03738444156900642, 0.02745620228905624]","[0.29701316639780995, 0.16983043779619036, 0.6823709985613823]","[0.425102571696043, 0.29256010480225086, 0.7707357588410377]","[0.013658332546353014, 0.019481317818348637, 0.06777251572728205]","[true, true, false]","[0.12808940529823304, 0.1227296670060605, 0.08836476027965545]",1.4317383248740969e-05,1.4317383248741289e-05,True,False,False
66,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7798730731010437, 0.5542789101600647, 0.630500853061676]","[0.7151088790714755, 0.5405803831332925, 0.6261903754436972]","[0.04267977592133361, 0.0407417948424929, 0.028752131800812184]","[0.6445815300941466, 0.47532405450940135, 0.5789744627475738]","[0.7839823195338249, 0.6069298088550567, 0.6730383291840554]","[-0.06476419402956823, -0.013698527026772211, -0.0043104776179788695]","[true, true, true]","[0.13940078943967826, 0.1316057543456553, 0.09406386643648157]",1.4888972735270737e-12,1.4889052314466085e-12,True,False,False
67,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.5850896239280701, 0.2033321112394333, 0.7259693741798401]","[0.5232030022573477, 0.25178348567209363, 0.7829620505881312]","[0.04229705035256287, 0.03871179286929514, 0.030692663915825254]","[0.4481245574355125, 0.19024645959958433, 0.7292561587691307]","[0.5881563609838485, 0.31592834189534186, 0.8313724333047867]","[-0.06188662167072234, 0.048451374432660343, 0.05699267640829109]","[true, true, false]","[0.140031803548336, 0.12568188229575752, 0.10211627453565597]",4.524229437765882e-11,4.524243319014928e-11,True,False,False
68,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.1787826418876648, 0.3575385808944702, 0.2037234902381897]","[0.21767585664178132, 0.3778971951931714, 0.2040635133084365]","[0.039679744758580174, 0.04855323977550362, 0.030927776672951827]","[0.16099330090451985, 0.30330002434551717, 0.1601513291802257]","[0.29189614236354827, 0.46252029329538347, 0.260600311756134]","[0.03889321475411653, 0.020358614298701172, 0.00034002307024680323]","[true, true, true]","[0.13090284145902842, 0.1592202689498663, 0.10044898257590831]",4.2791510505514914e-08,4.279151063384274e-08,True,False,False
69,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7080790400505066, 0.16288936138153076, 0.40549054741859436]","[0.7348930021774795, 0.23519326290532122, 0.43316264765888474]","[0.03963938162079703, 0.03888784934634907, 0.028806856474881345]","[0.6694204121828079, 0.175484624505043, 0.3863215741515159]","[0.7993029972910881, 0.3003145817667246, 0.48055973529815665]","[0.026813962126972957, 0.07230390152379046, 0.027672100240290376]","[true, false, true]","[0.1298825851082802, 0.12482995726168158, 0.09423816114664074]",2.3871838263124283e-13,2.3858393155919655e-13,True,False,False
70,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.21014152467250824, 0.18116912245750427, 0.2789314091205597]","[0.2131271232043026, 0.2146047615462939, 0.26835915123454895]","[0.04168332621101814, 0.04331727911079802, 0.03374028229747614]","[0.15868278713431208, 0.15935837829951197, 0.21650993973016738]","[0.29486629128456116, 0.2923358819633723, 0.32386618576943876]","[0.0029855985317943645, 0.03343563908878963, -0.010572257886010739]","[true, true, true]","[0.13618350415024907, 0.13297750366386032, 0.10735624603927138]",0.24726250592641053,0.20623842913233456,False,True,False
71,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.8455197215080261, 0.5394134521484375, 0.48146697878837585]","[0.7094961165881154, 0.5524351132512093, 0.45908892105519816]","[0.043593691666835584, 0.040629736373311444, 0.028898599283865598]","[0.6359659561514854, 0.4865380784869194, 0.41233960956335064]","[0.77819912225008, 0.619081351161003, 0.5069377338886261]","[-0.13602360491991072, 0.013021661102771809, -0.022378057733177692]","[false, true, true]","[0.1422331660985946, 0.13254327267408367, 0.09459812432527542]",1.4761504772152838e-08,1.4761504900345743e-08,True,False,False
72,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.592112123966217, 0.38079118728637695, 0.4744180142879486]","[0.5697147719514374, 0.35070198142200654, 0.4435764088797563]","[0.038422226160060524, 0.03903214824200669, 0.02813509105386931]","[0.5068403622508049, 0.28691492542624475, 0.39765901759266853]","[0.6328798207640648, 0.41474432289600366, 0.48964472502470013]","[-0.02239735201477966, -0.030089205864370416, -0.030841605408192307]","[true, true, true]","[0.12603945851325993, 0.1278293974697589, 0.0919857074320316]",3.9906274853887046e-05,3.990627485385493e-05,True,False,False
73,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.42627087235450745, 0.419717013835907, 0.2729575037956238]","[0.4644026370078314, 0.4475796626523144, 0.29436484979689076]","[0.03812597803770924, 0.039017142269053805, 0.02908558041067047]","[0.40236194252967833, 0.38313954308629034, 0.2477949108183384]","[0.5255320012569428, 0.512088452577591, 0.3428303261101246]","[0.03813176465332396, 0.02786264881640743, 0.02140734600126698]","[true, true, true]","[0.12317005872726444, 0.1289489094913006, 0.09503541529178619]",3.4696394769943803e-13,3.469784176910698e-13,True,False,False
74,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.26155713200569153, 0.5828635692596436, 0.5931220650672913]","[0.31745440145872444, 0.5716273460078256, 0.5751860145902622]","[0.044868081504974865, 0.04263401008596458, 0.033097257068608915]","[0.24236205533146857, 0.5031617254018783, 0.5223657718300819]","[0.38834760621190073, 0.6428922349214553, 0.6316092330217361]","[0.055897269453032916, -0.011236223251817945, -0.017936050477029064]","[true, true, true]","[0.14598555088043216, 0.139730509519577, 0.10924346119165418]",3.264767005788987e-13,3.264782953936746e-13,True,False,False
75,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.8233585357666016, 0.339224636554718, 0.6658146381378174]","[0.7721396888875954, 0.34108825264021775, 0.656714736266137]","[0.0481187440707668, 0.045460405859630564, 0.031145163144030787]","[0.6862380138039589, 0.2668698363006115, 0.6042848363518715]","[0.8355307519435883, 0.4143737661838532, 0.7070627957582474]","[-0.05121884687900613, 0.0018636160854997308, -0.009099901871680416]","[true, true, true]","[0.1492927381396294, 0.14750392988324168, 0.10277795940637591]",8.453123512015126e-13,8.45273578572645e-13,True,False,False
76,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.5664742588996887, 0.39147549867630005, 0.7857506275177002]","[0.5443340132415294, 0.3163618227649481, 0.751241657743455]","[0.04293313049792098, 0.04606547916248407, 0.02890289823598907]","[0.4734412072598934, 0.24124337725341322, 0.7025551617145538]","[0.6136842149496079, 0.39280533298850057, 0.7979162749648094]","[-0.022140245658159308, -0.07511367591135193, -0.034508969774245224]","[true, true, true]","[0.14024300768971448, 0.15156195573508735, 0.09536111325025565]",3.639827181222832e-13,3.640446860888328e-13,True,False,False
77,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.30914729833602905, 0.31194785237312317, 0.6194939017295837]","[0.3102407217970492, 0.36592942249506744, 0.686039803968668]","[0.04026161198850974, 0.04122561290570317, 0.03026577190709063]","[0.2437332034111023, 0.3010883650183677, 0.6353478470444679]","[0.37531073197722437, 0.434989207983017, 0.734109933078289]","[0.0010934234610201488, 0.05398157012194427, 0.0665459022390843]","[true, true, false]","[0.13157752856612207, 0.13390084296464927, 0.09876208603382108]",7.780698670962888e-13,7.781197490043628e-13,True,False,False
78,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6938978433609009, 0.6430899500846863, 0.31098851561546326]","[0.7361341685938845, 0.72102225799799, 0.3347740524716682]","[0.04120734086865334, 0.04258944556817006, 0.029409712609445682]","[0.6668520498275757, 0.6492017188668251, 0.2876613596081734]","[0.8014544984698295, 0.7884469389915466, 0.3840898860991001]","[0.042236325232983596, 0.07793230791330374, 0.023785536856204936]","[true, false, true]","[0.1346024486422538, 0.1392452201247215, 0.0964285264909267]",3.499293751544001e-09,3.499293739930885e-09,True,False,False
79,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6340157985687256, 0.6520825624465942, 0.1796959787607193]","[0.6305393233537679, 0.6736590672898285, 0.17729332388439886]","[0.041822072332754416, 0.04646154575971409, 0.022286536001764796]","[0.5614900025725365, 0.5933493933081627, 0.15187025812221688]","[0.7006473889946937, 0.747032385468483, 0.22204338032752277]","[-0.0034764752149576417, 0.021576504843234257, -0.002402654876320437]","[true, true, true]","[0.13915738642215725, 0.15368299216032033, 0.07017312220530589]",3.851697282825543e-13,3.8510863467147173e-13,True,False,False
80,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.378365695476532, 0.7581413388252258, 0.1734493374824524]","[0.3426339438502476, 0.7202560404026493, 0.1905951437366985]","[0.04243042539341288, 0.04589472069146747, 0.026667960035407053]","[0.2740383357554674, 0.6412039452791214, 0.15528521344298496]","[0.41404900908470155, 0.7930648705363273, 0.2413745791465044]","[-0.03573175162628439, -0.037885298422576485, 0.01714580625424611]","[true, true, true]","[0.14001067332923417, 0.15186092525720596, 0.08608936570351944]",4.662283208003197e-13,4.662793429586595e-13,True,False,False
81,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7487397789955139, 0.6651632785797119, 0.676678478717804]","[0.6938855172252659, 0.6574159720462559, 0.6720208845353111]","[0.0446608454605604, 0.04464134152719967, 0.030035508930634888]","[0.6202471697330475, 0.5842869591712951, 0.6222088259458541]","[0.7641958957910537, 0.7305326336622239, 0.7211848437786103]","[-0.05485426177024799, -0.007747306533456011, -0.004657594182492897]","[true, true, true]","[0.14394872605800624, 0.14624567449092873, 0.09897601783275611]",3.518467086344049e-06,3.5184670863819438e-06,True,False,False
82,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7576656341552734, 0.22614364326000214, 0.25564178824424744]","[0.732429743871686, 0.20868469216271796, 0.2677687098357453]","[0.046705141221988156, 0.037539144414255536, 0.03484729343671282]","[0.6502523916959763, 0.15731953175738453, 0.21309936616569758]","[0.8058847796916961, 0.27496213026344773, 0.325216591656208]","[-0.025235890283587414, -0.01745895109728418, 0.012126921591497863]","[true, true, true]","[0.15563238799571988, 0.1176425985060632, 0.1121172254905104]",1.4148682836696363e-06,1.4148682836391594e-06,True,False,False
83,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.552226722240448, 0.6055386662483215, 0.7383904457092285]","[0.44727578607112145, 0.5636669870030889, 0.7165190293622024]","[0.039609800319805585, 0.043137011253845274, 0.028146356111683056]","[0.38399027496576305, 0.49370973169803617, 0.670009346306324]","[0.5138589119911194, 0.634494785964489, 0.7610936281085015]","[-0.10495093616932655, -0.04187167924523261, -0.021871416347026162]","[false, true, true]","[0.1298686370253564, 0.14078505426645288, 0.09108428180217742]",6.436245058221676e-13,6.436134160827768e-13,True,False,False
84,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.4779755473136902, 0.7389621138572693, 0.8247215151786804]","[0.4923077247554057, 0.6989163169604543, 0.8008468423306967]","[0.04629509709034092, 0.05580451962515574, 0.03711783704882111]","[0.4112288302183151, 0.5951483538746833, 0.7275215604901314]","[0.5629037761688233, 0.7805110305547714, 0.8455551135540008]","[0.014332177441715499, -0.04004579689681498, -0.023874672847983724]","[true, true, true]","[0.15167494595050818, 0.1853626766800881, 0.11803355306386942]",1.3174002290587955e-12,1.3174060859771325e-12,True,False,False
85,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7234543561935425, 0.560876727104187, 0.5906925797462463]","[0.7377506052231775, 0.5299828387069682, 0.5890553287303458]","[0.04331016912079037, 0.04466048071333255, 0.03033202826938905]","[0.6635099130868911, 0.457595680207014, 0.5394510844349861]","[0.8054280269145966, 0.6018019565939903, 0.637865292429924]","[0.014296249029635, -0.03089388839721885, -0.0016372510159005094]","[true, true, true]","[0.14191811382770547, 0.14420627638697625, 0.09841420799493783]",1.5470486392872536e-13,1.5466570311378079e-13,True,False,False
