method,step,stage,train_loss,val_loss_raw,val_loss_ema,best_val_loss,best_source,lr_model,lr_gate,lr_rho,grad_norm
linear CS beta-conditioned DeepSets FSM,4000,joint,41.78144836425781,40.82930908203125,40.8121865234375,40.806443603515625,raw,0.0001,,,36.93476486206055
linear CS beta-conditioned DeepSets FSM,4100,joint,38.39912414550781,40.736681640625,40.8023056640625,40.736681640625,raw,0.0001,,,26.766069412231445
linear CS beta-conditioned DeepSets FSM,4200,joint,45.66664123535156,40.77793725585938,40.7819580078125,40.736681640625,raw,0.0001,,,64.03834533691406
linear CS beta-conditioned DeepSets FSM,4300,joint,37.364253997802734,40.872433715820314,40.780019165039064,40.736681640625,raw,0.0001,,,57.08061599731445
linear CS beta-conditioned DeepSets FSM,4400,joint,42.842689514160156,40.75051977539062,40.77137939453125,40.736681640625,raw,0.0001,,,32.15451431274414
linear CS beta-conditioned DeepSets FSM,4500,joint,41.46538162231445,40.76047961425781,40.76277844238281,40.736681640625,raw,0.0001,,,78.79911804199219
linear CS beta-conditioned DeepSets FSM,4600,joint,36.47262954711914,40.69276391601562,40.73715466308594,40.69276391601562,raw,0.0001,,,31.962703704833984
linear CS beta-conditioned DeepSets FSM,4700,joint,38.622840881347656,40.73159497070313,40.72140185546875,40.69276391601562,raw,0.0001,,,28.714088439941406
linear CS beta-conditioned DeepSets FSM,4800,joint,42.84199905395508,40.6915205078125,40.70563037109375,40.6915205078125,raw,0.0001,,,23.57398796081543
linear CS beta-conditioned DeepSets FSM,4900,joint,42.467735290527344,40.68580236816406,40.697251708984375,40.68580236816406,raw,0.0001,,,31.190656661987305
linear CS beta-conditioned DeepSets FSM,5000,joint,41.15967559814453,40.62516748046875,40.68492370605469,40.62516748046875,raw,0.0001,,,37.518585205078125
linear CS beta-conditioned DeepSets FSM,5100,joint,44.49022674560547,40.67104541015625,40.668028686523435,40.62516748046875,raw,0.0001,,,13.90784740447998
linear CS beta-conditioned DeepSets FSM,5200,joint,40.00243377685547,40.597522216796875,40.65261779785156,40.597522216796875,raw,0.0001,,,39.95145034790039
linear CS beta-conditioned DeepSets FSM,5300,joint,42.89495849609375,40.605826416015624,40.63917687988281,40.597522216796875,raw,0.0001,,,42.57894515991211
linear CS beta-conditioned DeepSets FSM,5400,joint,40.92681121826172,40.59413061523438,40.617069946289064,40.59413061523438,raw,0.0001,,,26.1114444732666
linear CS beta-conditioned DeepSets FSM,5500,joint,40.673919677734375,40.64385815429687,40.61048510742187,40.59413061523438,raw,0.0001,,,47.04408264160156
linear CS beta-conditioned DeepSets FSM,5600,joint,37.515594482421875,40.7011826171875,40.60296215820313,40.59413061523438,raw,0.0001,,,20.427658081054688
linear CS beta-conditioned DeepSets FSM,5700,joint,37.36031723022461,40.67988916015625,40.602001831054686,40.59413061523438,raw,0.0001,,,14.161569595336914
linear CS beta-conditioned DeepSets FSM,5800,joint,42.28681945800781,40.58757104492187,40.59267199707031,40.58757104492187,raw,0.0001,,,122.59774780273438
linear CS beta-conditioned DeepSets FSM,5900,joint,37.018280029296875,40.57223266601562,40.58139916992187,40.57223266601562,raw,0.0001,,,8.352020263671875
linear CS beta-conditioned DeepSets FSM,6000,joint,45.18829345703125,40.53057153320312,40.56879650878906,40.53057153320312,raw,0.0001,,,54.504966735839844
linear CS beta-conditioned DeepSets FSM,6100,joint,36.84541320800781,40.70991320800781,40.5517392578125,40.53057153320312,raw,0.0001,,,47.65507888793945
linear CS beta-conditioned DeepSets FSM,6200,joint,41.48832702636719,40.5387587890625,40.54028735351562,40.53057153320312,raw,0.0001,,,62.68076705932617
linear CS beta-conditioned DeepSets FSM,6300,joint,36.56572341918945,40.518412109375,40.536161376953125,40.518412109375,raw,0.0001,,,11.309906959533691
linear CS beta-conditioned DeepSets FSM,6400,joint,41.53886795043945,40.569196044921874,40.53130773925781,40.518412109375,raw,0.0001,,,21.97369384765625
linear CS beta-conditioned DeepSets FSM,6500,joint,39.673858642578125,40.53605505371094,40.52900036621094,40.518412109375,raw,0.0001,,,14.197044372558594
linear CS beta-conditioned DeepSets FSM,6600,joint,46.46031951904297,40.4846103515625,40.50966918945313,40.4846103515625,raw,0.0001,,,19.14223861694336
linear CS beta-conditioned DeepSets FSM,6700,joint,40.826690673828125,40.53278686523438,40.51714672851563,40.4846103515625,raw,0.0001,,,36.43595886230469
linear CS beta-conditioned DeepSets FSM,6800,joint,40.380615234375,40.561468505859374,40.50417602539063,40.4846103515625,raw,0.0001,,,38.39897537231445
linear CS beta-conditioned DeepSets FSM,6900,joint,44.5166015625,40.56725695800781,40.49980908203125,40.4846103515625,raw,0.0001,,,37.56182861328125
linear CS beta-conditioned DeepSets FSM,7000,joint,40.63333511352539,40.45122766113281,40.48749853515625,40.45122766113281,raw,0.0001,,,54.975948333740234
linear CS beta-conditioned DeepSets FSM,7100,joint,40.0045166015625,40.60463134765625,40.475232421875,40.45122766113281,raw,0.0001,,,29.561594009399414
linear CS beta-conditioned DeepSets FSM,7200,joint,42.50251770019531,40.452826171875,40.4701669921875,40.45122766113281,raw,0.0001,,,38.912593841552734
linear CS beta-conditioned DeepSets FSM,7300,joint,37.18552780151367,40.47424890136719,40.467117797851564,40.45122766113281,raw,0.0001,,,47.039268493652344
linear CS beta-conditioned DeepSets FSM,7400,joint,39.91591262817383,40.44710522460937,40.45853442382813,40.44710522460937,raw,0.0001,,,94.3734359741211
linear CS beta-conditioned DeepSets FSM,7500,joint,38.45010757446289,40.4276435546875,40.448010009765625,40.4276435546875,raw,0.0001,,,22.414688110351562
linear CS beta-conditioned DeepSets FSM,7600,joint,36.65443801879883,40.51076989746094,40.44261254882812,40.4276435546875,raw,0.0001,,,32.33489227294922
linear CS beta-conditioned DeepSets FSM,7700,joint,36.63782501220703,40.47781140136719,40.44009875488281,40.4276435546875,raw,0.0001,,,45.53758239746094
linear CS beta-conditioned DeepSets FSM,7800,joint,42.35765838623047,40.439787231445315,40.423718017578125,40.423718017578125,ema,0.0001,,,94.38092803955078
linear CS beta-conditioned DeepSets FSM,7900,joint,40.633155822753906,40.48597875976562,40.41837939453125,40.41837939453125,ema,0.0001,,,48.19038772583008
linear CS beta-conditioned DeepSets FSM,8000,joint,42.18157196044922,40.41901904296875,40.425415771484374,40.41837939453125,ema,0.0001,,,15.795317649841309
linear CS beta-conditioned DeepSets FSM,8100,joint,38.96173095703125,40.3830771484375,40.41329931640625,40.3830771484375,raw,0.0001,,,28.36023712158203
linear CS beta-conditioned DeepSets FSM,8200,joint,41.324302673339844,40.43763452148438,40.4011513671875,40.3830771484375,raw,0.0001,,,8.567473411560059
linear CS beta-conditioned DeepSets FSM,8300,joint,39.77556228637695,40.41280810546875,40.38798681640625,40.3830771484375,raw,0.0001,,,32.82411193847656
linear CS beta-conditioned DeepSets FSM,8400,joint,41.32232666015625,40.40207177734375,40.37482836914062,40.37482836914062,ema,0.0001,,,32.993385314941406
linear CS beta-conditioned DeepSets FSM,8500,joint,42.41022491455078,40.38446936035156,40.36703051757812,40.36703051757812,ema,0.0001,,,23.50627326965332
linear CS beta-conditioned DeepSets FSM,8600,joint,42.088043212890625,40.481361450195315,40.36059985351562,40.36059985351562,ema,0.0001,,,15.735026359558105
linear CS beta-conditioned DeepSets FSM,8700,joint,40.18119812011719,40.39997631835938,40.35731115722656,40.35731115722656,ema,0.0001,,,30.69766616821289
linear CS beta-conditioned DeepSets FSM,8800,joint,41.36833953857422,40.33006176757812,40.35799682617188,40.33006176757812,raw,0.0001,,,55.68467712402344
linear CS beta-conditioned DeepSets FSM,8900,joint,42.40647888183594,40.344477783203125,40.341658935546874,40.33006176757812,raw,0.0001,,,51.87846374511719
linear CS beta-conditioned DeepSets FSM,9000,joint,40.70581817626953,40.4232099609375,40.33974572753906,40.33006176757812,raw,0.0001,,,45.00202560424805
linear CS beta-conditioned DeepSets FSM,9100,joint,39.32613754272461,40.30592333984375,40.32315576171875,40.30592333984375,raw,0.0001,,,41.04338455200195
linear CS beta-conditioned DeepSets FSM,9200,joint,40.97663879394531,40.35657299804687,40.3260478515625,40.30592333984375,raw,0.0001,,,42.35145568847656
linear CS beta-conditioned DeepSets FSM,9300,joint,37.63013458251953,40.376273681640626,40.332465087890625,40.30592333984375,raw,0.0001,,,30.32290267944336
linear CS beta-conditioned DeepSets FSM,9400,joint,41.011756896972656,40.32521020507812,40.32392980957031,40.30592333984375,raw,0.0001,,,44.73738098144531
linear CS beta-conditioned DeepSets FSM,9500,joint,46.15669250488281,40.312828369140625,40.316181396484374,40.30592333984375,raw,0.0001,,,104.42747497558594
linear CS beta-conditioned DeepSets FSM,9600,joint,44.383914947509766,40.294068603515626,40.311576049804685,40.294068603515626,raw,0.0001,,,84.91999816894531
linear CS beta-conditioned DeepSets FSM,9700,joint,43.046974182128906,40.338596435546876,40.30559716796875,40.294068603515626,raw,0.0001,,,36.154762268066406
linear CS beta-conditioned DeepSets FSM,9800,joint,40.086830139160156,40.28310925292969,40.29705847167969,40.28310925292969,raw,0.0001,,,73.50631713867188
linear CS beta-conditioned DeepSets FSM,9900,joint,39.57400894165039,40.3271982421875,40.30690734863281,40.28310925292969,raw,0.0001,,,19.62710189819336
linear CS beta-conditioned DeepSets FSM,10000,joint,42.02618408203125,40.35106518554687,40.303606567382815,40.28310925292969,raw,0.0001,,,64.69053649902344
linear CS beta-conditioned DeepSets FSM,10100,joint,43.75955581665039,40.31467346191406,40.29178527832031,40.28310925292969,raw,0.0001,,,27.104766845703125
linear CS beta-conditioned DeepSets FSM,10200,joint,42.39223098754883,40.26270947265625,40.280865234375,40.26270947265625,raw,0.0001,,,43.00786209106445
linear CS beta-conditioned DeepSets FSM,10300,joint,41.46665954589844,40.38267248535156,40.290830078125,40.26270947265625,raw,0.0001,,,88.70567321777344
linear CS beta-conditioned DeepSets FSM,10400,joint,34.76835632324219,40.3293876953125,40.292161376953125,40.26270947265625,raw,0.0001,,,52.232479095458984
linear CS beta-conditioned DeepSets FSM,10500,joint,41.285362243652344,40.283748168945316,40.29450366210938,40.26270947265625,raw,0.0001,,,15.648012161254883
linear CS beta-conditioned DeepSets FSM,10600,joint,37.933353424072266,40.299187744140625,40.29144653320313,40.26270947265625,raw,0.0001,,,55.66461181640625
linear CS beta-conditioned DeepSets FSM,10700,joint,37.246734619140625,40.42723657226563,40.28551354980469,40.26270947265625,raw,0.0001,,,43.859031677246094
linear CS beta-conditioned DeepSets FSM,10800,joint,42.92961883544922,40.28849291992187,40.281564453125,40.26270947265625,raw,0.0001,,,42.35381317138672
linear CS beta-conditioned DeepSets FSM,10900,joint,41.36925506591797,40.310014892578124,40.271671875,40.26270947265625,raw,0.0001,,,31.25397491455078
linear CS beta-conditioned DeepSets FSM,11000,joint,41.448856353759766,40.28117041015625,40.27229150390625,40.26270947265625,raw,0.0001,,,54.58692932128906
linear CS beta-conditioned DeepSets FSM,11100,joint,43.61563491821289,40.245127319335936,40.257734130859376,40.245127319335936,raw,0.0001,,,53.96294021606445
linear CS beta-conditioned DeepSets FSM,11200,joint,41.641136169433594,40.267562744140626,40.25802551269531,40.245127319335936,raw,0.0001,,,59.44920349121094
linear CS beta-conditioned DeepSets FSM,11300,joint,37.95050048828125,40.32172045898437,40.250735107421875,40.245127319335936,raw,0.0001,,,51.144134521484375
linear CS beta-conditioned DeepSets FSM,11400,joint,37.71235275268555,40.26574963378906,40.252544189453126,40.245127319335936,raw,0.0001,,,17.591951370239258
linear CS beta-conditioned DeepSets FSM,11500,joint,40.22721862792969,40.24419445800781,40.25832177734375,40.24419445800781,raw,0.0001,,,72.6963119506836
linear CS beta-conditioned DeepSets FSM,11600,joint,41.180511474609375,40.370678100585934,40.250244873046874,40.24419445800781,raw,0.0001,,,34.44353103637695
linear CS beta-conditioned DeepSets FSM,11700,joint,37.244232177734375,40.27915771484375,40.24440734863281,40.24419445800781,raw,0.0001,,,15.706175804138184
linear CS beta-conditioned DeepSets FSM,11800,joint,35.17985534667969,40.2599619140625,40.24154907226563,40.24154907226563,ema,0.0001,,,28.045942306518555
linear CS beta-conditioned DeepSets FSM,11900,joint,45.46550750732422,40.277910400390624,40.24827465820312,40.24154907226563,ema,0.0001,,,64.81153106689453
linear CS beta-conditioned DeepSets FSM,12000,joint,39.18162155151367,40.31155151367187,40.24383227539062,40.24154907226563,ema,0.0001,,,54.034584045410156
linear CS beta-conditioned DeepSets FSM,12100,joint,41.89984130859375,40.21188781738281,40.23735693359375,40.21188781738281,raw,0.0001,,,15.895853042602539
linear CS beta-conditioned DeepSets FSM,12200,joint,40.067955017089844,40.26258740234375,40.22987878417969,40.21188781738281,raw,0.0001,,,61.82126235961914
linear CS beta-conditioned DeepSets FSM,12300,joint,40.242305755615234,40.18620556640625,40.21720556640625,40.18620556640625,raw,0.0001,,,34.91183853149414
linear CS beta-conditioned DeepSets FSM,12400,joint,40.82514953613281,40.296095458984375,40.21971704101563,40.18620556640625,raw,0.0001,,,46.08646011352539
linear CS beta-conditioned DeepSets FSM,12500,joint,38.145965576171875,40.1903095703125,40.21338244628906,40.18620556640625,raw,0.0001,,,23.503387451171875
linear CS beta-conditioned DeepSets FSM,12600,joint,39.965633392333984,40.28823583984375,40.21268139648438,40.18620556640625,raw,0.0001,,,20.468793869018555
linear CS beta-conditioned DeepSets FSM,12700,joint,40.054656982421875,40.2135556640625,40.224982055664064,40.18620556640625,raw,0.0001,,,52.85329818725586
linear CS beta-conditioned DeepSets FSM,12800,joint,37.896331787109375,40.24421057128906,40.216694458007815,40.18620556640625,raw,0.0001,,,22.056703567504883
linear CS beta-conditioned DeepSets FSM,12900,joint,41.05549621582031,40.248478515625,40.22284716796875,40.18620556640625,raw,0.0001,,,46.02853012084961
linear CS beta-conditioned DeepSets FSM,13000,joint,36.11848831176758,40.2427275390625,40.222157470703124,40.18620556640625,raw,0.0001,,,44.46363830566406
linear CS beta-conditioned DeepSets FSM,13100,joint,42.101287841796875,40.312569091796874,40.22126135253906,40.18620556640625,raw,0.0001,,,56.45734405517578
linear CS beta-conditioned DeepSets FSM,13200,joint,45.513938903808594,40.214380493164064,40.215664306640626,40.18620556640625,raw,0.0001,,,49.508846282958984
linear CS beta-conditioned DeepSets FSM,13300,joint,38.772911071777344,40.25433032226562,40.21042138671875,40.18620556640625,raw,0.0001,,,59.1606330871582
linear CS beta-conditioned DeepSets FSM,13400,joint,48.61465072631836,40.18155700683594,40.197318115234374,40.18155700683594,raw,0.0001,,,37.544586181640625
linear CS beta-conditioned DeepSets FSM,13500,joint,36.410003662109375,40.19706335449219,40.18650720214844,40.18155700683594,raw,0.0001,,,18.676218032836914
linear CS beta-conditioned DeepSets FSM,13600,joint,37.34456253051758,40.223426513671875,40.18934997558594,40.18155700683594,raw,0.0001,,,15.200338363647461
linear CS beta-conditioned DeepSets FSM,13700,joint,38.07405090332031,40.21300866699219,40.20411865234375,40.18155700683594,raw,0.0001,,,31.94668960571289
linear CS beta-conditioned DeepSets FSM,13800,joint,39.800514221191406,40.21570385742187,40.20090405273437,40.18155700683594,raw,0.0001,,,42.018070220947266
linear CS beta-conditioned DeepSets FSM,13900,joint,42.046913146972656,40.23596557617188,40.200199951171875,40.18155700683594,raw,0.0001,,,55.76514434814453
linear CS beta-conditioned DeepSets FSM,14000,joint,40.017601013183594,40.1897099609375,40.19161877441406,40.18155700683594,raw,0.0001,,,46.61684799194336
linear CS beta-conditioned DeepSets FSM,14100,joint,40.66087341308594,40.348572265625,40.18716674804688,40.18155700683594,raw,0.0001,,,21.93448257446289
linear CS beta-conditioned DeepSets FSM,14200,joint,44.43928909301758,40.40218627929688,40.18446313476562,40.18155700683594,raw,0.0001,,,57.860958099365234
linear CS beta-conditioned DeepSets FSM,14300,joint,37.78337478637695,40.261039306640626,40.18877404785156,40.18155700683594,raw,0.0001,,,23.05607032775879
linear CS beta-conditioned DeepSets FSM,14400,joint,42.810569763183594,40.42386767578125,40.17502319335937,40.17502319335937,ema,0.0001,,,33.849857330322266
linear CS beta-conditioned DeepSets FSM,14500,joint,40.89630889892578,40.22580603027344,40.17210815429687,40.17210815429687,ema,0.0001,,,24.163005828857422
linear CS beta-conditioned DeepSets FSM,14600,joint,42.26522445678711,40.23295666503906,40.180200439453124,40.17210815429687,ema,0.0001,,,52.080413818359375
linear CS beta-conditioned DeepSets FSM,14700,joint,38.15113830566406,40.2033779296875,40.1687529296875,40.1687529296875,ema,0.0001,,,45.305240631103516
linear CS beta-conditioned DeepSets FSM,14800,joint,42.380165100097656,40.21533337402344,40.170744140625,40.1687529296875,ema,0.0001,,,50.017051696777344
linear CS beta-conditioned DeepSets FSM,14900,joint,42.960235595703125,40.31094128417969,40.18279626464844,40.1687529296875,ema,0.0001,,,30.071361541748047
linear CS beta-conditioned DeepSets FSM,15000,joint,40.38579177856445,40.16505554199219,40.18061950683594,40.16505554199219,raw,0.0001,,,63.27738571166992
linear CS beta-conditioned DeepSets FSM,15100,joint,44.364646911621094,40.22294506835937,40.17893872070312,40.16505554199219,raw,0.0001,,,8.372432708740234
linear CS beta-conditioned DeepSets FSM,15200,joint,37.46025085449219,40.17570068359375,40.17853857421875,40.16505554199219,raw,0.0001,,,47.65437316894531
linear CS beta-conditioned DeepSets FSM,15300,joint,40.6259651184082,40.19710632324219,40.17684838867188,40.16505554199219,raw,0.0001,,,53.12051773071289
linear CS beta-conditioned DeepSets FSM,15400,joint,42.77067565917969,40.191434814453125,40.17624145507813,40.16505554199219,raw,0.0001,,,58.93745422363281
linear CS beta-conditioned DeepSets FSM,15500,joint,45.96418762207031,40.17083374023437,40.17281274414062,40.16505554199219,raw,0.0001,,,46.80350875854492
linear CS beta-conditioned DeepSets FSM,15600,joint,39.06960678100586,40.16723266601562,40.16317626953125,40.16317626953125,ema,0.0001,,,38.5733642578125
linear CS beta-conditioned DeepSets FSM,15700,joint,38.418609619140625,40.28890673828125,40.154562255859375,40.154562255859375,ema,0.0001,,,73.30388641357422
linear CS beta-conditioned DeepSets FSM,15800,joint,39.58147430419922,40.132322998046874,40.144496826171874,40.132322998046874,raw,0.0001,,,21.82045555114746
linear CS beta-conditioned DeepSets FSM,15900,joint,43.38335418701172,40.17331103515625,40.15226977539062,40.132322998046874,raw,0.0001,,,57.59138488769531
linear CS beta-conditioned DeepSets FSM,16000,joint,36.767250061035156,40.168790893554686,40.146905517578126,40.132322998046874,raw,0.0001,,,63.492897033691406
linear CS beta-conditioned DeepSets FSM,16100,joint,39.30584716796875,40.186298828125,40.147147705078126,40.132322998046874,raw,0.0001,,,34.718658447265625
linear CS beta-conditioned DeepSets FSM,16200,joint,44.33267593383789,40.24823510742188,40.13959155273437,40.132322998046874,raw,0.0001,,,75.40414428710938
linear CS beta-conditioned DeepSets FSM,16300,joint,43.15171813964844,40.17118139648438,40.13416662597656,40.132322998046874,raw,0.0001,,,72.02147674560547
linear CS beta-conditioned DeepSets FSM,16400,joint,42.167884826660156,40.12701000976563,40.134156005859374,40.12701000976563,raw,0.0001,,,41.702674865722656
linear CS beta-conditioned DeepSets FSM,16500,joint,41.639225006103516,40.1719912109375,40.130930419921874,40.12701000976563,raw,0.0001,,,42.418067932128906
linear CS beta-conditioned DeepSets FSM,16600,joint,40.53792190551758,40.19249340820313,40.14781823730469,40.12701000976563,raw,0.0001,,,87.1636962890625
linear CS beta-conditioned DeepSets FSM,16700,joint,45.46961212158203,40.15664916992188,40.147319458007814,40.12701000976563,raw,0.0001,,,34.02076721191406
linear CS beta-conditioned DeepSets FSM,16800,joint,40.001197814941406,40.149524169921875,40.140306640625,40.12701000976563,raw,0.0001,,,79.97090911865234
linear CS beta-conditioned DeepSets FSM,16900,joint,43.59088134765625,40.27244848632812,40.14010412597656,40.12701000976563,raw,0.0001,,,120.943115234375
linear CS beta-conditioned DeepSets FSM,17000,joint,42.05546951293945,40.22107312011719,40.13193798828125,40.12701000976563,raw,0.0001,,,92.60221099853516
linear CS beta-conditioned DeepSets FSM,17100,joint,40.06797790527344,40.15874926757812,40.136664306640625,40.12701000976563,raw,0.0001,,,40.618255615234375
linear CS beta-conditioned DeepSets FSM,17200,joint,41.721343994140625,40.22266320800781,40.13974877929687,40.12701000976563,raw,0.0001,,,50.38330078125
linear CS beta-conditioned DeepSets FSM,17300,joint,39.68410110473633,40.18653637695313,40.13670935058594,40.12701000976563,raw,0.0001,,,60.34817123413086
linear CS beta-conditioned DeepSets FSM,17400,joint,42.635372161865234,40.31089428710938,40.1261171875,40.1261171875,ema,0.0001,,,34.908573150634766
linear CS beta-conditioned DeepSets FSM,17500,joint,40.61901092529297,40.17985241699219,40.12619995117188,40.1261171875,ema,0.0001,,,14.228859901428223
linear CS beta-conditioned DeepSets FSM,17600,joint,36.77965545654297,40.12925903320313,40.12328698730469,40.12328698730469,ema,0.0001,,,73.02363586425781
linear CS beta-conditioned DeepSets FSM,17700,joint,42.19015884399414,40.14423022460937,40.12682434082031,40.12328698730469,ema,0.0001,,,21.7156982421875
linear CS beta-conditioned DeepSets FSM,17800,joint,41.82656478881836,40.22219738769531,40.12564331054688,40.12328698730469,ema,0.0001,,,60.15089416503906
linear CS beta-conditioned DeepSets FSM,17900,joint,41.738990783691406,40.20071130371094,40.11900024414062,40.11900024414062,ema,0.0001,,,61.27256393432617
linear CS beta-conditioned DeepSets FSM,18000,joint,40.918365478515625,40.22467553710938,40.11656225585938,40.11656225585938,ema,0.0001,,,11.365479469299316
