method,step,stage,train_loss,val_loss_raw,val_loss_ema,best_val_loss,best_source,lr_model,lr_gate,lr_rho,grad_norm
linear CS beta-conditioned DeepSets FSM,18100,joint,40.618614196777344,40.2089306640625,40.12048095703125,40.11656225585938,ema,0.0001,,,22.016298294067383
linear CS beta-conditioned DeepSets FSM,18200,joint,38.308082580566406,40.17672607421875,40.12661657714844,40.11656225585938,ema,0.0001,,,50.125038146972656
linear CS beta-conditioned DeepSets FSM,18300,joint,42.9293212890625,40.224834228515626,40.1302060546875,40.11656225585938,ema,0.0001,,,20.601682662963867
linear CS beta-conditioned DeepSets FSM,18400,joint,38.64712905883789,40.188248046875,40.1322802734375,40.11656225585938,ema,0.0001,,,27.130722045898438
linear CS beta-conditioned DeepSets FSM,18500,joint,40.66345977783203,40.11937573242187,40.119106201171874,40.11656225585938,ema,0.0001,,,51.166744232177734
linear CS beta-conditioned DeepSets FSM,18600,joint,40.67597961425781,40.22654455566406,40.11471765136719,40.11471765136719,ema,0.0001,,,68.99091339111328
linear CS beta-conditioned DeepSets FSM,18700,joint,36.045501708984375,40.10338232421875,40.11322216796875,40.10338232421875,raw,0.0001,,,89.734375
linear CS beta-conditioned DeepSets FSM,18800,joint,39.33880615234375,40.25816979980469,40.11183642578125,40.10338232421875,raw,0.0001,,,12.730974197387695
linear CS beta-conditioned DeepSets FSM,18900,joint,44.482826232910156,40.13072314453125,40.117269409179684,40.10338232421875,raw,0.0001,,,86.75519561767578
linear CS beta-conditioned DeepSets FSM,19000,joint,40.473876953125,40.113528076171875,40.11675158691406,40.10338232421875,raw,0.0001,,,31.876529693603516
linear CS beta-conditioned DeepSets FSM,19100,joint,42.529151916503906,40.12537866210938,40.11797119140625,40.10338232421875,raw,0.0001,,,80.15515899658203
linear CS beta-conditioned DeepSets FSM,19200,joint,40.71293640136719,40.12652783203125,40.11244555664062,40.10338232421875,raw,0.0001,,,18.984586715698242
linear CS beta-conditioned DeepSets FSM,19300,joint,36.250797271728516,40.28319226074219,40.10711657714844,40.10338232421875,raw,0.0001,,,32.90408706665039
linear CS beta-conditioned DeepSets FSM,19400,joint,37.290252685546875,40.226553955078124,40.11804223632812,40.10338232421875,raw,0.0001,,,29.23841094970703
linear CS beta-conditioned DeepSets FSM,19500,joint,40.559852600097656,40.11403796386719,40.114959716796875,40.10338232421875,raw,0.0001,,,66.686279296875
linear CS beta-conditioned DeepSets FSM,19600,joint,41.905181884765625,40.148930297851564,40.11389831542969,40.10338232421875,raw,0.0001,,,111.25264739990234
linear CS beta-conditioned DeepSets FSM,19700,joint,41.004005432128906,40.09488952636719,40.11228564453125,40.09488952636719,raw,0.0001,,,62.52604293823242
linear CS beta-conditioned DeepSets FSM,19800,joint,41.55028533935547,40.13052880859375,40.119851928710936,40.09488952636719,raw,0.0001,,,46.74207305908203
linear CS beta-conditioned DeepSets FSM,19900,joint,34.54951858520508,40.201784912109375,40.107147094726564,40.09488952636719,raw,0.0001,,,46.223976135253906
linear CS beta-conditioned DeepSets FSM,20000,joint,45.916378021240234,40.19181433105469,40.10552221679688,40.09488952636719,raw,0.0001,,,155.3447265625
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],0,joint,47.43321032714844,47.43321032714844,47.43321032714844,47.43321032714844,raw,,0.0001,0.0,
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1,joint,45.70021057128906,47.04098840332031,47.43119702148437,47.04098840332031,raw,,0.0001,0.0001,201.57769775390625
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],100,joint,46.40545654296875,42.195095336914065,44.8255859375,42.195095336914065,raw,,0.0001,0.0001,40.79126739501953
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],200,joint,42.31852722167969,41.81918286132812,43.21634533691406,41.81918286132812,raw,,0.0001,0.0001,54.40019607543945
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],300,joint,40.17185974121094,41.5913427734375,42.381907470703126,41.5913427734375,raw,,0.0001,0.0001,18.940658569335938
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],400,joint,44.18580627441406,41.531753662109374,41.925924560546875,41.531753662109374,raw,,0.0001,0.0001,63.02398681640625
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],500,joint,37.90800857543945,41.45394921875,41.67298046875,41.45394921875,raw,,0.0001,0.0001,66.39852142333984
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],600,joint,45.71525192260742,41.39467395019531,41.521440673828124,41.39467395019531,raw,,0.0001,0.0001,21.613117218017578
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],700,joint,36.64726257324219,41.33259765625,41.43021875,41.33259765625,raw,,0.0001,0.0001,18.917430877685547
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],800,joint,39.25552749633789,41.30211267089844,41.378121215820315,41.30211267089844,raw,,0.0001,0.0001,31.898958206176758
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],900,joint,39.45240020751953,41.298669921875,41.331935546875,41.298669921875,raw,,0.0001,0.0001,18.178150177001953
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1000,joint,41.23948669433594,41.28176416015625,41.2931025390625,41.28176416015625,raw,,0.0001,0.0001,76.38275146484375
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1100,joint,43.91386413574219,41.20986108398437,41.26417626953125,41.20986108398437,raw,,0.0001,0.0001,80.34596252441406
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1200,joint,42.18915557861328,41.28644519042969,41.2334267578125,41.20986108398437,raw,,0.0001,0.0001,67.89952087402344
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1300,joint,39.08153533935547,41.22465551757813,41.20979467773437,41.20979467773437,ema,,0.0001,0.0001,41.89313507080078
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1400,joint,39.12851333618164,41.19512072753906,41.19018701171875,41.19018701171875,ema,,0.0001,0.0001,19.898221969604492
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1500,joint,38.75968933105469,41.11519189453125,41.156579833984374,41.11519189453125,raw,,0.0001,0.0001,11.545244216918945
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1600,joint,44.973052978515625,41.10097314453125,41.133967895507816,41.10097314453125,raw,,0.0001,0.0001,11.390295028686523
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1700,joint,41.284576416015625,41.036411254882815,41.10103894042969,41.036411254882815,raw,,0.0001,0.0001,29.632278442382812
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1800,joint,41.32379150390625,40.996758544921875,41.071717529296876,40.996758544921875,raw,,0.0001,0.0001,29.561309814453125
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],1900,joint,37.79802703857422,41.03838586425781,41.063742309570316,40.996758544921875,raw,,0.0001,0.0001,24.363636016845703
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2000,joint,43.01203155517578,41.05576391601563,41.047597412109376,40.996758544921875,raw,,0.0001,0.0001,8.717727661132812
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2100,joint,45.12367248535156,41.0173076171875,41.02786486816406,40.996758544921875,raw,,0.0001,0.0001,29.70602798461914
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2200,joint,42.43656921386719,40.94652075195312,40.999616455078126,40.94652075195312,raw,,0.0001,0.0001,25.232702255249023
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2300,joint,38.079261779785156,40.920888427734376,40.972611083984376,40.920888427734376,raw,,0.0001,0.0001,25.477739334106445
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2400,joint,42.00138473510742,40.92513598632812,40.939836669921874,40.920888427734376,raw,,0.0001,0.0001,15.45681095123291
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2500,joint,39.43905258178711,40.81118627929688,40.90985632324219,40.81118627929688,raw,,0.0001,0.0001,45.1878662109375
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2600,joint,42.049766540527344,40.853139404296876,40.89563781738281,40.81118627929688,raw,,0.0001,0.0001,25.544031143188477
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2700,joint,40.44817352294922,40.85080834960937,40.874512939453126,40.81118627929688,raw,,0.0001,0.0001,36.79600143432617
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2800,joint,39.62836837768555,40.76756665039063,40.8385791015625,40.76756665039063,raw,,0.0001,0.0001,27.829193115234375
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],2900,joint,44.191383361816406,40.752425659179686,40.81085986328125,40.752425659179686,raw,,0.0001,0.0001,38.40140914916992
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3000,joint,35.710079193115234,40.805764770507814,40.78764587402344,40.752425659179686,raw,,0.0001,0.0001,34.52062225341797
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3100,joint,41.07542037963867,40.706695678710936,40.764786376953126,40.706695678710936,raw,,0.0001,0.0001,30.77450942993164
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3200,joint,42.16762924194336,40.815238159179685,40.74230090332031,40.706695678710936,raw,,0.0001,0.0001,33.8852424621582
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3300,joint,42.75481033325195,40.654451171875,40.712,40.654451171875,raw,,0.0001,0.0001,29.25417709350586
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3400,joint,40.03030014038086,40.643845947265625,40.691648071289066,40.643845947265625,raw,,0.0001,0.0001,26.860919952392578
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3500,joint,41.826698303222656,40.60323461914062,40.6601240234375,40.60323461914062,raw,,0.0001,0.0001,39.82852554321289
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3600,joint,41.55543518066406,40.652784545898434,40.628104736328126,40.60323461914062,raw,,0.0001,0.0001,41.144187927246094
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3700,joint,39.52435302734375,40.735728271484376,40.603906616210935,40.60323461914062,raw,,0.0001,0.0001,9.292308807373047
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3800,joint,39.40024948120117,40.58171728515625,40.57520678710937,40.57520678710937,ema,,0.0001,0.0001,24.29395866394043
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],3900,joint,39.168025970458984,40.50221020507813,40.55492297363281,40.50221020507813,raw,,0.0001,0.0001,20.29945182800293
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4000,joint,41.44367218017578,40.5377744140625,40.537148803710934,40.50221020507813,raw,,0.0001,0.0001,47.87272262573242
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4100,joint,38.016334533691406,40.430427734375,40.510216796875,40.430427734375,raw,,0.0001,0.0001,28.54948616027832
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4200,joint,45.096397399902344,40.48010009765625,40.48469348144531,40.430427734375,raw,,0.0001,0.0001,61.2214241027832
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4300,joint,37.38507843017578,40.62455224609375,40.47689208984375,40.430427734375,raw,,0.0001,0.0001,83.56436920166016
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4400,joint,42.35120391845703,40.47546826171875,40.460055908203124,40.430427734375,raw,,0.0001,0.0001,50.3371467590332
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4500,joint,41.10379409790039,40.410101806640625,40.44471630859375,40.410101806640625,raw,,0.0001,0.0001,79.38253784179688
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4600,joint,36.42835235595703,40.397513793945315,40.410661865234374,40.397513793945315,raw,,0.0001,0.0001,49.635921478271484
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4700,joint,38.076168060302734,40.33392626953125,40.38770166015625,40.33392626953125,raw,,0.0001,0.0001,21.913074493408203
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4800,joint,42.47694396972656,40.34597631835938,40.36686181640625,40.33392626953125,raw,,0.0001,0.0001,23.741975784301758
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],4900,joint,42.48467254638672,40.34689184570313,40.352781982421874,40.33392626953125,raw,,0.0001,0.0001,32.2554817199707
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5000,joint,41.07762145996094,40.27525415039062,40.33242858886719,40.27525415039062,raw,,0.0001,0.0001,51.301204681396484
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5100,joint,43.96495819091797,40.31083544921875,40.32007202148438,40.27525415039062,raw,,0.0001,0.0001,16.811429977416992
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5200,joint,39.824424743652344,40.238533569335935,40.297355224609376,40.238533569335935,raw,,0.0001,0.0001,50.097572326660156
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5300,joint,42.367706298828125,40.23968798828125,40.28237890625,40.238533569335935,raw,,0.0001,0.0001,48.103172302246094
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5400,joint,40.37250518798828,40.20938134765625,40.259408203125,40.20938134765625,raw,,0.0001,0.0001,44.64828109741211
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5500,joint,40.75270080566406,40.37405517578125,40.24818725585938,40.20938134765625,raw,,0.0001,0.0001,82.17819213867188
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5600,joint,36.899723052978516,40.485542724609374,40.23831274414062,40.20938134765625,raw,,0.0001,0.0001,38.90732955932617
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5700,joint,36.709312438964844,40.29181323242187,40.23681884765625,40.20938134765625,raw,,0.0001,0.0001,19.53627586364746
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5800,joint,41.9334602355957,40.2623349609375,40.230849609375,40.20938134765625,raw,,0.0001,0.0001,158.2191925048828
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],5900,joint,36.79751968383789,40.20775854492187,40.22281713867188,40.20775854492187,raw,,0.0001,0.0001,18.949438095092773
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6000,joint,44.635719299316406,40.16256433105469,40.20610607910156,40.16256433105469,raw,,0.0001,0.0001,83.1643295288086
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6100,joint,37.02717208862305,40.36737060546875,40.19047619628906,40.16256433105469,raw,,0.0001,0.0001,66.33650207519531
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6200,joint,41.133949279785156,40.15285620117187,40.17795397949219,40.15285620117187,raw,,0.0001,0.0001,56.9586067199707
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6300,joint,36.58641052246094,40.14797827148438,40.173649536132814,40.14797827148438,raw,,0.0001,0.0001,13.631977081298828
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6400,joint,40.715187072753906,40.214970703125,40.16730798339844,40.14797827148438,raw,,0.0001,0.0001,22.502605438232422
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6500,joint,39.244014739990234,40.12942749023438,40.165076904296875,40.12942749023438,raw,,0.0001,0.0001,34.27415084838867
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6600,joint,46.247798919677734,40.15961218261719,40.14903759765625,40.12942749023438,raw,,0.0001,0.0001,21.109115600585938
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6700,joint,40.51670455932617,40.139197998046875,40.153929931640626,40.12942749023438,raw,,0.0001,0.0001,34.59317398071289
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6800,joint,39.978179931640625,40.296333740234374,40.14036486816406,40.12942749023438,raw,,0.0001,0.0001,61.765655517578125
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],6900,joint,43.91999053955078,40.30508117675781,40.13610107421875,40.12942749023438,raw,,0.0001,0.0001,25.374753952026367
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7000,joint,40.66883850097656,40.10343237304688,40.12892919921875,40.10343237304688,raw,,0.0001,0.0001,90.1397933959961
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7100,joint,39.61213684082031,40.41008740234375,40.12154248046875,40.10343237304688,raw,,0.0001,0.0001,48.43466567993164
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7200,joint,42.304962158203125,40.082335693359376,40.11332006835938,40.082335693359376,raw,,0.0001,0.0001,62.262088775634766
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7300,joint,37.205101013183594,40.14385034179688,40.115745849609375,40.082335693359376,raw,,0.0001,0.0001,74.40303802490234
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7400,joint,39.59892272949219,40.11737109375,40.103235107421874,40.082335693359376,raw,,0.0001,0.0001,105.22685241699219
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7500,joint,38.174320220947266,40.07209240722656,40.098568359375,40.07209240722656,raw,,0.0001,0.0001,6.715294361114502
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7600,joint,36.76966094970703,40.109684692382814,40.10243896484375,40.07209240722656,raw,,0.0001,0.0001,20.80402374267578
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7700,joint,36.62179946899414,40.18944091796875,40.104361694335935,40.07209240722656,raw,,0.0001,0.0001,43.036476135253906
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7800,joint,42.613121032714844,40.18141918945312,40.09103857421875,40.07209240722656,raw,,0.0001,0.0001,155.29656982421875
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],7900,joint,39.90123748779297,40.17342431640625,40.08733813476562,40.07209240722656,raw,,0.0001,0.0001,57.959259033203125
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8000,joint,41.81486511230469,40.13004528808594,40.09188012695312,40.07209240722656,raw,,0.0001,0.0001,46.084102630615234
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8100,joint,38.562042236328125,40.09691357421875,40.08546606445312,40.07209240722656,raw,,0.0001,0.0001,47.00130844116211
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8200,joint,41.175567626953125,40.07194250488281,40.076444580078125,40.07194250488281,raw,,0.0001,0.0001,34.760894775390625
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8300,joint,39.93788528442383,40.162705810546875,40.068989135742186,40.068989135742186,ema,,0.0001,0.0001,59.10436248779297
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8400,joint,41.370201110839844,40.06023974609375,40.061095703125,40.06023974609375,raw,,0.0001,0.0001,27.118234634399414
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8500,joint,42.392860412597656,40.08256335449219,40.05111206054688,40.05111206054688,ema,,0.0001,0.0001,38.32609176635742
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8600,joint,41.938106536865234,40.33666650390625,40.050806640625,40.050806640625,ema,,0.0001,0.0001,45.46457290649414
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8700,joint,40.33746337890625,40.07447631835937,40.050811889648436,40.050806640625,ema,,0.0001,0.0001,27.482685089111328
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8800,joint,41.057838439941406,40.01351489257812,40.04636791992188,40.01351489257812,raw,,0.0001,0.0001,51.0928840637207
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],8900,joint,42.00367736816406,40.078997314453126,40.039355712890625,40.01351489257812,raw,,0.0001,0.0001,77.43704223632812
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9000,joint,40.25787353515625,40.158026611328125,40.04380834960938,40.01351489257812,raw,,0.0001,0.0001,66.44800567626953
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9100,joint,39.01571273803711,40.022990478515624,40.0332568359375,40.01351489257812,raw,,0.0001,0.0001,45.529422760009766
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9200,joint,40.69678497314453,40.036934814453126,40.035380859375,40.01351489257812,raw,,0.0001,0.0001,57.59983825683594
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9300,joint,37.576934814453125,40.09978540039062,40.04469580078125,40.01351489257812,raw,,0.0001,0.0001,35.2902717590332
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9400,joint,40.88689422607422,40.0466865234375,40.044075805664065,40.01351489257812,raw,,0.0001,0.0001,32.48993682861328
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9500,joint,45.35760498046875,40.20169152832031,40.03980078125,40.01351489257812,raw,,0.0001,0.0001,100.40386962890625
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9600,joint,43.993839263916016,40.00590771484375,40.036288818359374,40.00590771484375,raw,,0.0001,0.0001,104.59217071533203
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9700,joint,43.23464584350586,40.033629150390624,40.035105590820315,40.00590771484375,raw,,0.0001,0.0001,27.101354598999023
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9800,joint,39.78662109375,40.00636560058594,40.02372277832031,40.00590771484375,raw,,0.0001,0.0001,105.42267608642578
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],9900,joint,39.479007720947266,40.041454833984375,40.03381689453125,40.00590771484375,raw,,0.0001,0.0001,25.309005737304688
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10000,joint,41.76895523071289,40.069312744140625,40.030847900390626,40.00590771484375,raw,,0.0001,0.0001,57.08005905151367
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10100,joint,43.421539306640625,40.05020629882812,40.01992663574219,40.00590771484375,raw,,0.0001,0.0001,40.45233917236328
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10200,joint,42.058807373046875,40.016489501953124,40.01164782714844,40.00590771484375,raw,,0.0001,0.0001,22.525043487548828
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10300,joint,41.516868591308594,40.09210900878906,40.024636840820314,40.00590771484375,raw,,0.0001,0.0001,128.36244201660156
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10400,joint,34.47673034667969,40.02324645996094,40.02477514648437,40.00590771484375,raw,,0.0001,0.0001,60.04912567138672
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10500,joint,41.155235290527344,40.00171923828125,40.02743395996094,40.00171923828125,raw,,0.0001,0.0001,25.19289779663086
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10600,joint,37.84769058227539,40.06913842773437,40.026639892578125,40.00171923828125,raw,,0.0001,0.0001,48.99073791503906
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10700,joint,37.39319610595703,40.33166674804688,40.023501586914065,40.00171923828125,raw,,0.0001,0.0001,80.49156951904297
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10800,joint,43.30458068847656,40.02134130859375,40.02819140625,40.00171923828125,raw,,0.0001,0.0001,32.27132034301758
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10900,joint,41.02953338623047,40.1406240234375,40.02174926757812,40.00171923828125,raw,,0.0001,0.0001,35.265811920166016
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11000,joint,41.060791015625,40.03796179199219,40.02155822753906,40.00171923828125,raw,,0.0001,0.0001,68.39083099365234
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11100,joint,43.464744567871094,40.026340209960935,40.01287060546875,40.00171923828125,raw,,0.0001,0.0001,58.034122467041016
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11200,joint,41.1301383972168,40.02529284667969,40.012622436523436,40.00171923828125,raw,,0.0001,0.0001,63.82954788208008
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11300,joint,37.60102844238281,40.039571655273434,40.010882080078126,40.00171923828125,raw,,0.0001,0.0001,36.13456344604492
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11400,joint,37.6640739440918,40.05679809570312,40.013565673828126,40.00171923828125,raw,,0.0001,0.0001,21.701919555664062
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11500,joint,39.987266540527344,40.027305908203125,40.01801977539063,40.00171923828125,raw,,0.0001,0.0001,93.36912536621094
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11600,joint,40.74434280395508,40.05701550292969,40.012531494140624,40.00171923828125,raw,,0.0001,0.0001,27.3186092376709
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11700,joint,36.89621353149414,40.008218505859375,40.00069128417969,40.00069128417969,ema,,0.0001,0.0001,35.111637115478516
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11800,joint,35.274658203125,40.042682983398436,40.002818359375,40.00069128417969,ema,,0.0001,0.0001,41.890830993652344
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],11900,joint,45.20484924316406,40.017072509765626,40.0094462890625,40.00069128417969,ema,,0.0001,0.0001,90.85456848144531
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12000,joint,39.0848274230957,40.12838061523438,40.012797729492185,40.00069128417969,ema,,0.0001,0.0001,77.82182312011719
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12100,joint,41.65486145019531,39.990115234375,40.00684619140625,39.990115234375,raw,,0.0001,0.0001,16.273046493530273
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12200,joint,40.00399398803711,39.99872192382813,40.0032421875,39.990115234375,raw,,0.0001,0.0001,72.12794494628906
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12300,joint,40.30077362060547,39.96899438476562,39.99281225585938,39.96899438476562,raw,,0.0001,0.0001,68.32215118408203
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12400,joint,40.30384826660156,40.0602685546875,39.999572265625,39.96899438476562,raw,,0.0001,0.0001,36.34677505493164
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12500,joint,38.104698181152344,39.96486865234375,39.99248718261719,39.96486865234375,raw,,0.0001,0.0001,46.320716857910156
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12600,joint,39.961402893066406,40.08129162597656,39.99790576171875,39.96486865234375,raw,,0.0001,0.0001,31.957040786743164
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12700,joint,39.170188903808594,39.97343139648437,40.00430212402344,39.96486865234375,raw,,0.0001,0.0001,51.092041015625
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12800,joint,37.558555603027344,40.06072485351562,39.99181103515625,39.96486865234375,raw,,0.0001,0.0001,30.560230255126953
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],12900,joint,41.075897216796875,40.078015014648436,40.0053486328125,39.96486865234375,raw,,0.0001,0.0001,82.32813262939453
shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],13000,joint,35.824554443359375,40.02575903320312,40.0058388671875,39.96486865234375,raw,,0.0001,0.0001,42.686378479003906
