mse,rmse,std_mse,std_rmse,corr,cosine,target_mean,target_sd,pred_mean,pred_sd,method,checkpoint_step,checkpoint_source,pi,n
0.30118342043782714,0.5488018043317889,0.05872280026264298,0.24232787760107788,0.9791632164838084,0.9771205466255453,-0.002316446433016074,2.264707675256321,-0.12791656430661677,1.945681625476477,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],20000,ema,0.3,5000
0.9176659738701121,0.9579488367705825,0.16251948266671612,0.4031370519646093,0.9234313411691945,0.9223326890510958,-0.026047304503102275,2.376236151209922,-0.11672007196545602,1.915258879089376,linear CS beta-conditioned DeepSets FSM,10000,raw,0.5,5000
0.9217958201997386,0.960101984270285,0.1632508822261368,0.4040431687655872,0.9233012397466984,0.9232878220051913,-0.026047304503102275,2.376236151209922,-0.009123332902789116,1.8963793261926556,linear CS beta-conditioned DeepSets FSM,10000,ema,0.5,5000
0.7290150073335493,0.8538237565994221,0.12910922407687572,0.35931772023778025,0.9402415369700502,0.9401276090310483,-0.026047304503102275,2.376236151209922,0.008655992552638055,1.9638239533993371,linear CS beta-conditioned DeepSets FSM,15000,raw,0.5,5000
0.7292610355864961,0.8539678188236932,0.12915279590532838,0.35937834646139766,0.9396760228554706,0.9396776067728132,-0.026047304503102275,2.376236151209922,-0.01601117416918278,1.9712256381268223,linear CS beta-conditioned DeepSets FSM,15000,ema,0.5,5000
0.9000683250526167,0.9487193078316772,0.15940292297789116,0.39925295612918277,0.9490078713118101,0.9194002833684735,-0.026047304503102275,2.376236151209922,0.4785826381444931,1.9648168771039463,linear CS beta-conditioned DeepSets FSM,20000,raw,0.5,5000
0.6255709872491251,0.7909304566452888,0.11078919357799448,0.3328501067717937,0.9488066152292856,0.9487009401535608,-0.026047304503102275,2.376236151209922,0.007652411714196205,2.0073908179155127,linear CS beta-conditioned DeepSets FSM,20000,ema,0.5,5000
0.5231810020518481,0.7233125203201228,0.09265583362095474,0.30439420760085883,0.9591164257458468,0.9588514733748047,-0.026047304503102275,2.376236151209922,0.02481628479659557,2.017679836209735,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10000,raw,0.5,5000
0.526451785432722,0.7255699728025699,0.09323509234701681,0.3053442194426101,0.9592046982658049,0.9592080827167916,-0.026047304503102275,2.376236151209922,-0.026601526510715484,2.005166435039285,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10000,ema,0.5,5000
0.4085584345393874,0.639185759024235,0.07235607215601395,0.2689908402827389,0.9700012689760732,0.9696235493029671,-0.026047304503102275,2.376236151209922,-0.08017279549539089,2.0367455943647577,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],15000,raw,0.5,5000
0.42484465848164826,0.6518010881255479,0.07524037730086741,0.27429979456949544,0.9690982526412345,0.9689661652859872,-0.026047304503102275,2.376236151209922,-0.05666967262029648,2.019388682102433,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],15000,ema,0.5,5000
0.5035730494409307,0.7096288110279421,0.08918324729301182,0.298635643038489,0.974318917539495,0.9610558965249555,-0.026047304503102275,2.376236151209922,0.30899532282948494,1.9911330165247147,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],20000,raw,0.5,5000
0.3690099051776287,0.6074618549157047,0.0653519914609481,0.25564035569711624,0.9741771226591692,0.9741472254420421,-0.026047304503102275,2.376236151209922,-0.006123713612556457,2.030690984195228,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],20000,ema,0.5,5000
1.0411482191639296,1.0203667081809018,0.2278606072622453,0.4773474701538129,0.8847774689270507,0.8848235778006219,-0.04221264567260457,2.137576444789795,-0.03397674714922905,1.6704053270096835,linear CS beta-conditioned DeepSets FSM,10000,raw,0.65,5000
1.0514774840677186,1.0254157615658726,0.2301212196613521,0.47970951591703087,0.8858628748993647,0.8848083234648751,-0.04221264567260457,2.137576444789795,0.04548705037534237,1.648094643572776,linear CS beta-conditioned DeepSets FSM,10000,ema,0.65,5000
0.8736587463805033,0.9346971415279408,0.1912046803961246,0.43726957405715366,0.9044070513188787,0.9044264009043659,-0.04221264567260457,2.137576444789795,-0.02628898289948702,1.7293128334960586,linear CS beta-conditioned DeepSets FSM,15000,raw,0.65,5000
0.8819276932948921,0.9391100538780809,0.19301438167654836,0.43933402062274707,0.9037039388271305,0.9029950933427325,-0.04221264567260457,2.137576444789795,0.03271017387807369,1.7350482838688561,linear CS beta-conditioned DeepSets FSM,15000,ema,0.65,5000
1.1455014770154106,1.0702810271211065,0.25069885091109534,0.5006983631999363,0.916150554285152,0.8658499295448562,-0.04221264567260457,2.137576444789795,0.5560052624106407,1.727027048546652,linear CS beta-conditioned DeepSets FSM,20000,raw,0.65,5000
0.7785166070078007,0.8823358810610621,0.17038233708836564,0.4127739539849452,0.9167293784725568,0.9149944769535558,-0.04221264567260457,2.137576444789795,0.0718562235891819,1.7692578380703319,linear CS beta-conditioned DeepSets FSM,20000,ema,0.65,5000
0.6624396802245568,0.8139039748180106,0.14497830859451227,0.3807601720171272,0.9296411636280251,0.9259033368014745,-0.04221264567260457,2.137576444789795,0.12917276327610017,1.874421547801042,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10000,raw,0.65,5000
0.6433854811494195,0.802113134881495,0.1408081997740381,0.3752441868624191,0.9297417123274359,0.9286132916436597,-0.04221264567260457,2.137576444789795,0.05348105049133301,1.866026821970255,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10000,ema,0.65,5000
0.50222479729422,0.7086782043312888,0.10991446288552002,0.3315335019051921,0.9457352650825296,0.9457569743402218,-0.04221264567260457,2.137576444789795,-0.03865701124072075,1.880973609504118,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],15000,raw,0.65,5000
0.5223824406131066,0.7227602926372662,0.11432606611652363,0.33812137778691786,0.9444520713242356,0.9436749793214562,-0.04221264567260457,2.137576444789795,0.03783321057260036,1.8690021338502354,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],15000,ema,0.65,5000
0.6374200249217811,0.7983858872260838,0.13950262919954526,0.3735005076295684,0.9518666213363651,0.9305881430224132,-0.04221264567260457,2.137576444789795,0.3481064116626978,1.7984845591008196,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],20000,raw,0.65,5000
0.47702916975612114,0.6906729832244208,0.10440027106776444,0.32311030789463285,0.9519832766446308,0.950400974420777,-0.04221264567260457,2.137576444789795,0.0687606610774994,1.844018863565188,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],20000,ema,0.65,5000
1.081381106905715,1.039894757610459,0.24875687308863337,0.4987553238699647,0.8754946447452807,0.8722986479261674,0.003697285622903527,2.084979764309163,-0.13451817039102315,1.60817769758721,linear CS beta-conditioned DeepSets FSM,10000,raw,0.68,5000
1.0686696425271545,1.0337647907174796,0.2458327752742779,0.49581526325263314,0.8768683150838071,0.8759341087997252,0.003697285622903527,2.084979764309163,-0.0700796589165926,1.5861909310660502,linear CS beta-conditioned DeepSets FSM,10000,ema,0.68,5000
0.9367017213819716,0.9678335194556819,0.2154753673239786,0.46419324351392555,0.8961638449797372,0.8899788657273414,0.003697285622903527,2.084979764309163,-0.1931162588968873,1.6634077497384285,linear CS beta-conditioned DeepSets FSM,15000,raw,0.68,5000
0.9142682886541778,0.9561737753432572,0.21031486420220843,0.4586009858277765,0.895363054780832,0.8933210022888304,0.003697285622903527,2.084979764309163,-0.10957720940113068,1.6685955019554517,linear CS beta-conditioned DeepSets FSM,15000,ema,0.68,5000
0.971531217192419,0.9856628313943967,0.22348741452337167,0.4727445552551311,0.9091899461053994,0.8835308033465488,0.003697285622903527,2.084979764309163,0.40625219356119635,1.6594199425759457,linear CS beta-conditioned DeepSets FSM,20000,raw,0.68,5000
0.7920797060476156,0.8899885988301286,0.18220705878353033,0.4268571878082063,0.9099762187194627,0.9090143016590839,0.003697285622903527,2.084979764309163,-0.07497560724020004,1.7012497097068977,linear CS beta-conditioned DeepSets FSM,20000,ema,0.68,5000
0.6592895543533789,0.8119664736634012,0.15166050798707398,0.38943614109000463,0.9240650153679637,0.9218822389899106,0.003697285622903527,2.084979764309163,0.12996947057247163,1.8360427290182937,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10000,raw,0.68,5000
0.6450497193230432,0.8031498735124368,0.14838482949331874,0.38520751484533466,0.9242125600068696,0.9240104484316962,0.003697285622903527,2.084979764309163,0.041785127362608906,1.8287272900945752,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],10000,ema,0.68,5000
0.5131418163148903,0.7163391768672787,0.11804122789121697,0.3435712850213431,0.9413727865239251,0.9409095070197832,0.003697285622903527,2.084979764309163,-0.05429825657904148,1.8402743309589027,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],15000,raw,0.68,5000
0.5238307473731973,0.7237615265909051,0.12050006969060147,0.3471311995349906,0.9400623269810501,0.9398956487646456,0.003697285622903527,2.084979764309163,0.03791844421327114,1.829007556153997,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],15000,ema,0.68,5000
0.5915280786145167,0.7691086260174935,0.13607291105845454,0.3688806189791686,0.9479260865536853,0.9328548767596053,0.003697285622903527,2.084979764309163,0.3193563271522522,1.7507292660546594,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],20000,raw,0.68,5000
0.47451476290587197,0.6888503196673947,0.10915560471794951,0.33038705289092296,0.9480662596146116,0.9476956486628103,0.003697285622903527,2.084979764309163,0.05364233835339546,1.7972040048112266,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],20000,ema,0.68,5000
