truth_label,test_index,method,truth_u,truth_covariance,u_posterior_mean,covariance_posterior_mean,covariance_error,covariance_posterior_sd,covariance_q05,covariance_q95,covariance_covers90,extremal_ise
high,94,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5190594486989266,0.5273166601407667,0.49416516937918953]","[349.9117960323537,68.31664843718598,196.6623682572047]","[-121.43537390858216,-130.75416995834138,-65.33520527024976]","[78.79398467332807,54.372803575038674,43.661769974254106]","[231.97846151530558,-23.51197574498006,130.9720279333952]","[495.45977606872304,155.38198048869918,275.48621608026906]","[true,false,true]",0.002699030125830317
high,95,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5097380018633384,0.49787796073725205,0.5183264469379233]","[345.57129695413835,73.9091808247442,188.93344710297336]","[-125.77587298679754,-125.16163757078317,-73.06412642448109]","[78.58392980093454,53.37478213290601,43.26396846297487]","[227.87340978575585,-19.38014961398395,125.93044272435299]","[488.8303463475544,156.57489790531878,268.5212724138803]","[true,false,true]",0.002770037502466648
high,96,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5167473240251459,0.5178495516963447,0.4927012779559277]","[348.9343018495085,67.28456910295068,194.2322645662334]","[-122.41286809142741,-131.78624929257668,-67.76530896122105]","[79.21303572618487,54.86500960973179,44.02932836967228]","[231.81406638021687,-25.93413321834938,129.31937995145162]","[494.47660858993385,155.97870657931458,275.36398482460623]","[true,false,true]",0.0027988792243026244
high,97,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.49974462888820964,0.49294483259071314,0.5182531962514452]","[340.83879147377013,73.26519623922509,187.61794569407516]","[-130.50837846716576,-125.80562215630228,-74.37962783337929]","[78.09362231528111,52.730282317094144,43.0670111979649]","[225.33921574089018,-17.432351078227256,126.38468623211706]","[486.86090677821755,157.95147841877,269.48584079370073]","[true,false,true]",0.0028731433322954102
high,98,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.47912327997023296,0.5606691889244048,0.4872522827192702]","[331.41001248663895,65.648108671119,205.73427581343577]","[-139.93715745429694,-133.42270972440838,-56.26329771401868]","[77.8490106062964,54.64416354266544,43.773799338894534]","[221.63058341215924,-25.49266024964614,137.52182495939425]","[480.97287579296693,154.447055285924,281.7954443925886]","[true,false,true]",0.002850554703106784
high,99,Raw-data NPE,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.500209634576684,0.5203882005129832,0.5053400214297995]","[341.27628715930814,70.75582727737468,194.8723649541394]","[-130.07088278162774,-128.3149911181527,-67.12520857331504]","[79.26723690034302,54.81206996336525,43.80862200942956]","[226.2906972158943,-23.093589274310542,129.0660820146909]","[489.42705017099576,158.78994901976117,274.6579708608125]","[true,false,true]",0.0027729322209203537
high,0,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7537833563333743,0.7424545335918664,0.7500995955812948]","[474.93165683250027,198.7359497776716,260.1945506197123]","[3.5844868915643815,-0.3348686178557614,-1.803022907742161]","[31.782049191412394,18.911496427305394,21.729214819920553]","[421.4069033686971,168.08252509131123,220.05532616650257]","[526.1541851518934,229.64765283899183,291.61294758584813]","[true,true,true]",2.221536726634008e-06
high,1,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.5711688141106073,0.715980277015567,0.701999968349934]","[368.5989675889145,157.60157728938216,250.89217701707477]","[-102.7482023520214,-41.469241106145205,-11.105396510379677]","[34.75987954741069,21.368623014594313,22.94092465774118]","[314.4109776866734,122.64877475452532,209.8108558498375]","[426.968975561097,192.84507525169468,287.0918563586807]","[false,false,true]",0.0005695938280561346
high,2,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7099342714804403,0.7339973074448086,0.7563142585062991]","[447.2540060917017,193.872570934556,257.1698692919156]","[-24.0931638492342,-5.198247460971373,-4.827704235538874]","[37.6609765325123,21.837126102491883,21.97784049901662]","[387.28246559111886,158.78805126794094,218.04702518012806]","[510.78026120285574,228.001308505483,290.8417546014268]","[true,true,true]",7.249633047657787e-05
high,3,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7246670659518234,0.6912313900941618,0.7262415890341999]","[456.4759072013014,180.59130151203337,242.60574313255913]","[-14.87126273963446,-18.479516883494,-19.391830394895322]","[37.207107625980164,22.864992786671163,24.706902520667864]","[395.3349579566772,144.55869038938218,200.84271371923006]","[518.0237578901581,217.23924337774906,281.9839328466243]","[true,true,true]",7.552913017447389e-05
high,4,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7528039958256497,0.7489288333463633,0.7088305553728359]","[474.361056834528,185.10408450144757,262.4015066980033]","[3.013886893592087,-13.966733894079795,0.40393317054883937]","[32.932751465803186,18.07778407268602,19.962996896671633]","[420.90053446822463,154.0239336253428,225.9868922238764]","[527.6059888976885,212.6084343314855,291.4933834137402]","[true,true,true]",0.00010465495718954165
high,5,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6617391623866548,0.6207644320183997,0.733041307017803]","[418.4686148551176,166.60521657748183,219.84234166516453]","[-52.87855508581828,-32.46560181804554,-42.155231862289924]","[39.85048571957033,22.210757865854855,22.875462074883437]","[355.7197758527905,131.56171972359476,181.59208840626712]","[486.647936989431,204.54088129424346,257.93916742312587]","[true,true,false]",0.0006110316162221171
high,6,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7561473231518255,0.7596403182184709,0.6826229497885709]","[476.6573926956394,177.53300793106658,266.2666790141394]","[5.310222754703489,-21.53781046446079,4.269105486684964]","[33.846299225136214,20.17265879724705,18.998337985742808]","[420.244339523852,144.80876121772798,232.03609228358206]","[529.6405640727232,209.65658146890803,293.741116492419]","[true,true,true]",0.00032124743385363426
high,7,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7385141462427363,0.6818221214357028,0.7331862591922256]","[464.9562857849659,183.15381845510203,239.4347900695769]","[-6.390884155969957,-15.916999940425342,-22.562783457877543]","[32.171946797885816,19.23116938226222,24.46930522428266]","[412.19281818004424,152.38482992508457,195.6338005259174]","[517.6089790907425,214.64603077024378,278.0719802589139]","[true,true,true]",0.00010252740339681128
high,8,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6741520379894977,0.7683330057752134,0.7629025617253774]","[425.1640119539141,195.50045867294793,269.44013761489185]","[-46.18315798702179,-3.5703597225794397,7.442564087437404]","[33.14593316823291,18.110317707866223,18.09956684200551]","[372.81416244744423,166.37010738898866,235.97902713370212]","[481.41012851412773,224.7750039052614,295.46253941263075]","[true,true,true]",0.00017844724724831845
high,9,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7292508223652834,0.678720307128431,0.7603610859084129]","[459.1475209169159,190.3258475313056,238.39573637042497]","[-12.199649024020005,-8.744970864221756,-23.60183715702948]","[34.329305232024986,21.356245900764076,24.38086725793397]","[403.8010341215523,156.6359394063505,197.2438098334198]","[517.8252579405928,225.33340495429465,277.42103122073684]","[true,true,true]",0.00022500872352259658
high,10,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7556664492869388,0.7153324694734798,0.7515285461437713]","[476.37973988531775,195.9193587220139,250.69061226366753]","[5.032569944381862,-3.1514596735134717,-11.306961263786917]","[34.33448205947403,21.204948639611736,23.049833871119308]","[418.3406870517493,161.85828977026156,209.72400175128456]","[530.4658624566613,229.45652411363508,286.51936051769064]","[true,true,true]",3.860241931754349e-05
high,11,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6942651446139806,0.7366151839715255,0.7505156506645678]","[437.7129365700558,190.30019206684182,258.1392404300942]","[-33.63423337088011,-8.770626328685552,-3.85833309736023]","[38.772708830104726,22.384038558084786,22.3409570527774]","[375.8843891616539,153.6754582974879,218.41766895205458]","[503.2344359604091,226.2651187453382,292.3314344212211]","[true,true,true]",9.104463770897133e-05
high,12,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6885806205582616,0.7714128623473666,0.7544951387917996]","[434.0565203155134,195.31772786967642,270.563855124855]","[-37.290649625422475,-3.7530905258509506,8.566281597400575]","[36.5180516967131,19.894816569709928,17.567730370124277]","[375.53469910770593,162.2325059993953,240.37359141391]","[494.9687490717307,227.49214455127358,295.77398174038734]","[true,true,true]",0.00010249730599789619
high,13,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7391155235415692,0.7817746854239691,0.7794259048593041]","[465.525720765145,212.02667380391,274.5081395492315]","[-5.82144917579086,12.955855408382632,12.510566021777038]","[34.37159828322467,18.948459297018086,17.548056480672617]","[409.76546017149604,180.8594463635767,243.60241195741773]","[520.9056084529605,240.54645749422255,298.0778741366921]","[true,true,true]",5.175676258467024e-05
high,14,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7123701367610699,0.7327499258536094,0.7508672341871263]","[448.81468217324687,192.31937596414215,256.7871915881754]","[-22.53248776768902,-6.751442431385215,-5.210381939279046]","[38.149436090338185,22.594463723520903,22.654853378841686]","[387.4629055767494,156.68809586125883,216.80310954434768]","[512.2934486387861,228.21771724041233,291.44463967837027]","[true,true,true]",5.3836909972851496e-05
high,15,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6979543839335436,0.7880821050614121,0.8025122258412832]","[439.47633313453684,214.03294799190485,276.8795217328291]","[-31.87083680639904,14.96212959637748,14.88194820537467]","[33.13352135549268,16.283660454855475,16.801432033241944]","[386.0502599124428,185.836366911077,244.92999278161886]","[495.770273544453,238.89159466097772,298.6041102262556]","[true,true,true]",0.0002887744493900343
high,16,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7612737201893331,0.7747839803087695,0.7052165357196328]","[480.1453173120069,188.4238929117965,271.8352835071592]","[8.798147371071025,-10.646925483730882,9.837709979704755]","[34.71779997530846,20.263436086675117,17.49163363026063]","[419.45821998321594,155.2678374147944,241.0377517898137]","[531.6444680486554,220.86133271094184,296.6750511267604]","[true,true,true]",0.00021624061187758324
high,17,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6864852377888563,0.8120054617941371,0.738759964414837]","[432.4254285489185,195.05241212109664,286.0507298359197]","[-38.921741392017395,-4.018406274430731,24.053156308465248]","[31.787220291012865,16.472534618703154,12.604345302963623]","[381.2391117790548,169.05015235203933,262.28272683247104]","[484.7738426914356,221.58308429623253,300.1583356845733]","[true,true,false]",0.00018388576217138078
high,18,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7770054113131744,0.7461480745327487,0.7593598349964622]","[490.41209649262754,205.67750316154059,261.494906342923]","[19.064926551691656,6.606684766013217,-0.5026671845314468]","[29.321887170605592,19.074986134051123,21.237835206926786]","[439.1507127942673,175.75731310140307,222.15992248664048]","[533.7573807553227,235.01321476841605,292.0588691566864]","[true,true,true]",1.2382569754548485e-05
high,19,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7418021540325903,0.785896508401037,0.7596428600573549]","[466.97449487601665,206.31669014447212,276.0954772860409]","[-4.372675064919235,7.245871748944751,14.097903758586426]","[30.489346170513826,16.288294355536117,17.64789157768708]","[417.2661365967657,179.1334896707269,241.92277999332848]","[517.1593281535357,232.25739528553228,298.4388830380907]","[true,true,true]",2.7642646199543162e-05
high,20,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6840212499457602,0.6907322888010725,0.7212546134161961]","[431.7570774024697,173.95120967088062,242.31642989537852]","[-39.590092538466195,-25.119608724646753,-19.68114363207593]","[41.13101845210989,23.549438465521675,23.547263391411427]","[367.7795991202706,136.65316845124786,201.17919962428377]","[500.6279973103582,211.89766133648249,279.48887399018895]","[true,true,true]",0.00013735495923164487
high,21,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7619592009359604,0.7331633488965039,0.7751656583869481]","[480.6436160889979,207.04049380351177,256.9270214291982]","[9.296446148061989,7.969675407984397,-5.0705520982562575]","[34.99565153616384,21.581136991681923,22.4263918381074]","[422.1954901100758,171.67862065456146,216.3718284580045]","[532.1214166930486,238.41361849006023,290.2174395941892]","[true,true,true]",6.039285747236881e-05
high,22,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6912949080491069,0.7359921028924017,0.6794875887167439]","[435.7211235687393,165.82878736131545,257.60227459100224]","[-35.62604637219658,-33.24203103421192,-4.395298936452207]","[36.78303242647066,20.595451926127314,18.667550177973656]","[378.36125594969593,131.97621857209,226.5711643359566]","[498.54986250372065,199.67396526484015,287.21125510276505]","[true,true,true]",0.00018081367196484785
high,23,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.7373181920176738,0.7498451521533739,0.6998331324994571]","[464.75600684903685,180.32953313532482,262.81978722570057]","[-6.591163091899034,-18.741285260202545,0.8222136982461166]","[39.04049881480415,23.262185102793378,20.965149335772267]","[398.79671265489145,142.14692018094306,225.4416572994071]","[525.288245396636,216.06315662043338,293.44932557298534]","[true,true,true]",0.00012812191400612388
high,24,Raw-data FSM,"[0.75,0.75,0.75]","[471.3471699409359,199.07081839552737,261.99757352745445]","[0.6892000866931688,0.747620367504955,0.6971535445594774]","[434.8415152778199,173.27563478375416,262.03377188324555]","[-36.50565466311599,-25.79518361177321,0.03619835579110031]","[40.87296489849053,23.511167112206895,21.32847096734597]","[370.4571002773283,134.8745918197923,224.12608106255925]","[504.2698391644919,211.17127505751532,293.5602800811549]","[true,true,true]",0.00012315103409327958
