run_dir,checkpoint,checkpoint_sha256,model,method,selection,checkpoint_source,checkpoint_step,n_blocks,block_size,tau,sigma_q,pi_min,pi_max,finite,block_permutation_max_abs_error,within_block_permutation_max_abs_error,passed
/root/autodl-tmp/raw_fsm_20260819/model1_stage1,/root/autodl-tmp/raw_fsm_20260819/model1_stage1/model_raw_block_fsm.pt,47a6977ab025e23887f571107a9c3a1f8954d2049675759f5a91ce61bc29f917,model1,raw_block_fsm,validation_best,raw,20000,20,20,0.5,0.2,0.05,0.7,True,5.960464477539063e-08,2.384185791015625e-07,True
