pi_true,seed,method,pilot_u_context,pilot_status,score_context,pi_post_mean,pi_post_sd,exact_pi_post_sd,q05,q50,q95,pi_sq_err,mean_sq_err_to_exact,w1_to_exact,coverage90
0.3,100,raw-block DeepSets FSM pilot+score NPE,-0.6905444102304925,interior,-0.2135453224182129,0.328731894493103,0.12656188011169434,0.12437321564844873,0.13226717635989188,0.32222582399845123,0.5494474530220032,0.0008255217611628047,3.613829289376935e-05,0.006223792070433401,1.0
0.3,101,exact likelihood grid,-1.0375790978597474,interior,nan,0.28919810895027853,0.12161258519214292,0.12161258519214292,0.1055501272115213,0.2794190199472798,0.5062409215365781,0.00011668085025005252,0.0,0.0,1.0
0.3,101,raw-block DeepSets FSM pilot+score NPE,-1.0375790978597474,interior,-0.2899695634841919,0.2546897828578949,0.11529352515935898,0.12161258519214292,0.08941610157489777,0.238130621612072,0.4686076194047928,0.002053015777464714,0.0011908245696982851,0.03444748208841657,1.0
0.3,102,exact likelihood grid,-1.1116535720218292,interior,nan,0.2999603979571128,0.12062439960443207,0.12062439960443207,0.1145225228072276,0.2919451890716785,0.5126200122536335,1.568321800836914e-09,0.0,0.0,1.0
0.3,102,raw-block DeepSets FSM pilot+score NPE,-1.1116535720218292,interior,-0.15252777934074402,0.2677214443683624,0.11559721827507019,0.12062439960443207,0.09722596146166325,0.2530870884656906,0.47877753823995595,0.001041905153664721,0.001039350128497602,0.032186806323687686,1.0
0.3,103,exact likelihood grid,-0.6213220411736307,interior,nan,0.34406635074167735,0.13294013167301733,0.13294013167301733,0.1328321497456121,0.33856296177667006,0.5745556061627218,0.001941843267688529,0.0,0.0,1.0
0.3,103,raw-block DeepSets FSM pilot+score NPE,-0.6213220411736307,interior,-0.31885772943496704,0.3276542127132416,0.12868306040763855,0.13294013167301733,0.1303842343389988,0.3186502754688263,0.5531674712896347,0.0007647554807892127,0.0002693582746644277,0.016603857184281087,1.0
0.3,104,exact likelihood grid,-0.4190754252926201,interior,nan,0.4077288280134752,0.1211153590051979,0.1211153590051979,0.20921403683520093,0.406444381379947,0.6114422878661468,0.011605500385156923,0.0,0.0,1.0
0.3,104,raw-block DeepSets FSM pilot+score NPE,-0.4190754252926201,interior,-0.0773492157459259,0.39431074261665344,0.1268724799156189,0.1211153590051979,0.1940513014793396,0.38762497901916504,0.614789292216301,0.008894516172904654,0.00018004501571640153,0.013700113508552741,1.0
0.3,105,exact likelihood grid,-0.784491583252671,interior,nan,0.28589801121336,0.11342283050008185,0.11342283050008185,0.11563180763813427,0.2763562922511925,0.48858692216375876,0.0001988660877385199,0.0,0.0,1.0
0.3,105,raw-block DeepSets FSM pilot+score NPE,-0.784491583252671,interior,-0.15381106734275818,0.32234594225883484,0.12343274056911469,0.11342283050008185,0.1323857568204403,0.3153857886791229,0.5423806428909302,0.0004993411354351811,0.0013284516774956883,0.03651572228496283,1.0
0.3,106,exact likelihood grid,-1.2055958204996677,interior,nan,0.2540450972129561,0.12118515904055083,0.12118515904055083,0.08075690046303591,0.24012893056130055,0.47579425911060014,0.002111853090166655,0.0,0.0,1.0
0.3,106,raw-block DeepSets FSM pilot+score NPE,-1.2055958204996677,interior,-0.21560034155845642,0.24456006288528442,0.11212305724620819,0.12118515904055083,0.0837281160056591,0.22992312163114548,0.4496386364102364,0.0030735866272836162,8.996587619710998e-05,0.01053391534581147,1.0
0.3,107,exact likelihood grid,-0.8262231161040471,interior,nan,0.32095582603213835,0.11398759238957379,0.11398759238957379,0.14441103384052367,0.31424855465474466,0.5204332750397843,0.0004391466446892477,0.0,0.0,1.0
0.3,107,raw-block DeepSets FSM pilot+score NPE,-0.8262231161040471,interior,0.04304966330528259,0.34732118248939514,0.12247540056705475,0.11398759238957379,0.1509404920041561,0.34107527136802673,0.5607444524765017,0.0022392943121946384,0.0006951320211182125,0.026438428866971616,1.0
0.3,108,exact likelihood grid,-0.43160529315585233,interior,nan,0.3783544638897606,0.11857138888800092,0.11857138888800092,0.18930279411874584,0.37421067905125777,0.5823679501274306,0.0061394220114517955,0.0,0.0,1.0
0.3,108,raw-block DeepSets FSM pilot+score NPE,-0.43160529315585233,interior,-0.08650147914886475,0.39345917105674744,0.12658344209194183,0.11857138888800092,0.19116924628615378,0.38965098559856415,0.6116432815790176,0.00873461665461438,0.00022815217860042432,0.015241296298290012,1.0
0.3,109,exact likelihood grid,-1.7002509508228942,interior,nan,0.2645533131165666,0.12010621589906408,0.12010621589906408,0.08760194019080016,0.253098786695241,0.4810814028049737,0.0012564676110121684,0.0,0.0,1.0
0.3,109,raw-block DeepSets FSM pilot+score NPE,-1.7002509508228942,interior,0.11409926414489746,0.22692319750785828,0.10347957164049149,0.12010621589906408,0.08008835911750793,0.21225405484437943,0.42050950378179563,0.005340219062475489,0.001416025600724754,0.03759440707815804,1.0
0.5,100,exact likelihood grid,0.8472978603872034,right_boundary,nan,0.6047463026397468,0.07565182190585044,0.07565182190585044,0.4560756652249525,0.6221269317307964,0.6932422503859345,0.010971787916697432,0.0,0.0,1.0
0.5,100,raw-block DeepSets FSM pilot+score NPE,0.8472978603872034,right_boundary,0.339971125125885,0.5835655331611633,0.08670920878648758,0.07565182190585044,0.42390698939561844,0.5980875790119171,0.6908076643943787,0.006983198332509488,0.0004486249957048941,0.02111726547613978,1.0
0.5,101,exact likelihood grid,-0.16530182615898525,interior,nan,0.44389893334967223,0.12332068166908233,0.12332068166908233,0.23577885692733325,0.44621386536726737,0.6439613518090143,0.0031473296793045184,0.0,0.0,1.0
0.5,101,raw-block DeepSets FSM pilot+score NPE,-0.16530182615898525,interior,-0.19270971417427063,0.42781126499176025,0.1292678862810135,0.12332068166908233,0.21483930200338364,0.4268406927585602,0.6428938418626786,0.005211213462089859,0.00025881307319416226,0.016049112500090053,1.0
0.5,102,exact likelihood grid,-0.016564775427293704,interior,nan,0.5078977993755998,0.11472320125317328,0.11472320125317328,0.30136484560809873,0.5189106604576561,0.6745612948975253,6.23752349772239e-05,0.0,0.0,1.0
0.5,102,raw-block DeepSets FSM pilot+score NPE,-0.016564775427293704,interior,-0.1197202205657959,0.4613843858242035,0.12336886674165726,0.11472320125317328,0.2517040103673935,0.46585308015346527,0.6598943412303925,0.0014911656581739763,0.0021634976402032137,0.0464501099044462,1.0
0.5,103,exact likelihood grid,-0.19601140509249798,interior,nan,0.4390675682328325,0.13227920756193295,0.13227920756193295,0.21272160297818188,0.44334139209858703,0.6497498081284264,0.0037127612410605237,0.0,0.0,1.0
0.5,103,raw-block DeepSets FSM pilot+score NPE,-0.19601140509249798,interior,-0.2769750654697418,0.4148716926574707,0.12959571182727814,0.13227920756193295,0.20580052062869073,0.4127863496541977,0.6363370448350908,0.007246828711004127,0.0005854403948583893,0.024474904957872613,1.0
0.5,104,exact likelihood grid,0.36118759245545873,interior,nan,0.5443126980015948,0.09905119665064492,0.09905119665064492,0.3625497865767029,0.5564981999835866,0.682285774525954,0.0019636152041805407,0.0,0.0,1.0
0.5,104,raw-block DeepSets FSM pilot+score NPE,0.36118759245545873,interior,0.11769382655620575,0.5319995880126953,0.10667005181312561,0.09905119665064492,0.3422081157565117,0.541384220123291,0.6802290320396424,0.0010239736329822335,0.00015161267759873545,0.01230028040832757,1.0
0.5,105,exact likelihood grid,0.6782194803144741,interior,nan,0.5720654337203477,0.09045363334597357,0.09045363334597357,0.40038513244919116,0.5877293099016749,0.6885666646153258,0.005193426737301825,0.0,0.0,1.0
0.5,105,raw-block DeepSets FSM pilot+score NPE,0.6782194803144741,interior,0.04312357306480408,0.5620338916778564,0.09766284376382828,0.09045363334597357,0.3792490318417549,0.5781120359897614,0.686141112446785,0.003848203716700027,0.00010063183575026926,0.00999214423008053,1.0
0.5,106,exact likelihood grid,-0.4680941961209061,interior,nan,0.38717864176547256,0.12396789512939269,0.12396789512939269,0.18658802069457156,0.38436247552713004,0.5982269092593984,0.012728658873883572,0.0,0.0,1.0
0.5,106,raw-block DeepSets FSM pilot+score NPE,-0.4680941961209061,interior,-0.017430216073989868,0.3920583128929138,0.12366390228271484,0.12396789512939269,0.193398916721344,0.3893858939409256,0.6000492364168167,0.011651407815524095,2.38111903119838e-05,0.004995918783713141,1.0
0.5,107,exact likelihood grid,-0.39605691005970245,interior,nan,0.40861981528952357,0.12021607230944338,0.12021607230944338,0.21148069660173333,0.40742159634555547,0.6106448152262495,0.00835033815772079,0.0,0.0,1.0
0.5,107,raw-block DeepSets FSM pilot+score NPE,-0.39605691005970245,interior,0.06648306548595428,0.41900473833084106,0.12339174747467041,0.12021607230944338,0.21742661148309708,0.41620177030563354,0.6308235675096512,0.006560232412855527,0.00010784662657408702,0.01045919924956263,1.0
0.5,108,exact likelihood grid,0.3317946330652576,interior,nan,0.4833394393396188,0.11338943445637407,0.11338943445637407,0.28747317898233343,0.48842370875088487,0.6608287116430955,0.00027757428151824117,0.0,0.0,1.0
0.5,108,raw-block DeepSets FSM pilot+score NPE,0.3317946330652576,interior,0.14137521386146545,0.5319228768348694,0.10556089133024216,0.11338943445637407,0.33482354432344436,0.5431374907493591,0.6797821700572968,0.0010190700654142404,0.002360350398854919,0.04864871289487283,1.0
0.5,109,exact likelihood grid,0.08931723894332061,interior,nan,0.5054539581439303,0.11762601374248115,0.11762601374248115,0.29329882373851657,0.5170910938618448,0.6753881177018639,2.9745659435744173e-05,0.0,0.0,1.0
0.5,109,raw-block DeepSets FSM pilot+score NPE,0.08931723894332061,interior,-0.07353922724723816,0.48294803500175476,0.11943358927965164,0.11762601374248115,0.2796474650502205,0.48890575766563416,0.6658201485872269,0.00029076951030138076,0.0005065165764815147,0.02257100849494963,1.0
0.65,100,exact likelihood grid,0.3503874877909888,interior,nan,0.5668529316649257,0.09450644457470442,0.09450644457470442,0.38716181470127264,0.5834433116889508,0.6881414660291149,0.006913434972717523,0.0,0.0,1.0
0.65,100,raw-block DeepSets FSM pilot+score NPE,0.3503874877909888,interior,-0.04252426326274872,0.5230955481529236,0.1103639155626297,0.09450644457470442,0.3235984146595001,0.535690426826477,0.6791118592023849,0.016104739898606942,0.0019147086118164324,0.04369369803469669,1.0
0.65,101,exact likelihood grid,-0.1695303095709046,interior,nan,0.4797715331456455,0.11880711682394574,0.11880711682394574,0.2721715340389183,0.4866417031226993,0.6625754244052589,0.02897773092758407,0.0,0.0,1.0
0.65,101,raw-block DeepSets FSM pilot+score NPE,-0.1695303095709046,interior,-0.08055955171585083,0.4408993124961853,0.12584276497364044,0.11880711682394574,0.23150302544236184,0.4410168528556824,0.6468117773532869,0.043723097514567974,0.0015110495382203216,0.038812619186710404,0.0
0.65,102,exact likelihood grid,-0.4213955516899669,interior,nan,0.4154554703189747,0.12129254869593808,0.12129254869593808,0.2151809512069712,0.4150289947106372,0.6178997184479152,0.05501113640329338,0.0,0.0,0.0
0.65,102,raw-block DeepSets FSM pilot+score NPE,-0.4213955516899669,interior,-0.014650940895080566,0.40122494101524353,0.12334238737821579,0.12129254869593808,0.20275580286979675,0.39671972393989563,0.6121161699295045,0.061889029972869075,0.00020250796426435078,0.014173792701535152,0.0
0.65,103,exact likelihood grid,0.8168788209039679,interior,nan,0.5828322603144509,0.08300837306947924,0.08300837306947924,0.4252445191621708,0.5972750288416604,0.6895224971071223,0.0045115052544656906,0.0,0.0,1.0
0.65,103,raw-block DeepSets FSM pilot+score NPE,0.8168788209039679,interior,0.11376959085464478,0.5765333771705627,0.0905040055513382,0.08300837306947924,0.4043834298849106,0.5935633182525635,0.6878992468118668,0.0053973446699627945,3.967592886035835e-05,0.007063844636332485,1.0
0.65,104,exact likelihood grid,0.5962072123250135,interior,nan,0.5548158063088883,0.09875955708647012,0.09875955708647012,0.3697856132035504,0.5699870343999721,0.6860176385660162,0.009060030728627079,0.0,0.0,1.0
0.65,104,raw-block DeepSets FSM pilot+score NPE,0.5962072123250135,interior,0.050342708826065063,0.5541279315948486,0.10088326036930084,0.09875955708647012,0.36739521473646164,0.5691843330860138,0.6841165393590927,0.009191453500282028,4.731716222151137e-07,0.0033612618461709106,1.0
0.65,105,exact likelihood grid,0.8472978603872034,right_boundary,nan,0.6438836967407102,0.0509494809734421,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,3.740916555959905e-05,0.0,0.0,1.0
0.65,105,raw-block DeepSets FSM pilot+score NPE,0.8472978603872034,right_boundary,2.284163236618042,0.6243584156036377,0.06359504163265228,0.0509494809734421,0.4947539627552032,0.6426396667957306,0.690809354186058,0.000657490850355772,0.0003812366034817202,0.0194619751412209,1.0
0.65,106,exact likelihood grid,0.8472978603872034,right_boundary,nan,0.6015556341208992,0.07545470333358552,0.07545470333358552,0.45480816535737495,0.6175955282423465,0.6925203671011083,0.0023468565854281895,0.0,0.0,1.0
0.65,106,raw-block DeepSets FSM pilot+score NPE,0.8472978603872034,right_boundary,0.9354137778282166,0.5982625484466553,0.07774694263935089,0.07545470333358552,0.4501736074686051,0.6151441931724548,0.688920471072197,0.002676763893234695,1.084441325791048e-05,0.0034398646549984925,1.0
0.65,107,exact likelihood grid,0.8472978603872034,right_boundary,nan,0.6117203095978213,0.07336895105608848,0.07336895105608848,0.46585081008189066,0.6300858613271982,0.6942163545529662,0.001465334697286653,0.0,0.0,1.0
0.65,107,raw-block DeepSets FSM pilot+score NPE,0.8472978603872034,right_boundary,-0.0003258436918258667,0.5729325413703918,0.0929783284664154,0.07336895105608848,0.3974697783589363,0.5893772840499878,0.6875605911016465,0.005939393179626368,0.0015044909640647866,0.03872447233830911,1.0
0.65,108,exact likelihood grid,0.8472978603872034,right_boundary,nan,0.6373756379496303,0.05659296064050608,0.05659296064050608,0.5232028880548241,0.6533631942729253,0.696395648710675,0.00015937451717881626,0.0,0.0,1.0
0.65,108,raw-block DeepSets FSM pilot+score NPE,0.8472978603872034,right_boundary,1.9700077772140503,0.6207693815231323,0.06556765735149384,0.05659296064050608,0.4884219363331795,0.6398556232452393,0.6908994495868683,0.0008544290565401993,0.0002757677525026039,0.016542941379303865,1.0
0.65,109,exact likelihood grid,-0.33582381461979127,interior,nan,0.40168630521521653,0.12186191127542216,0.12186191127542216,0.203787207392869,0.3993576739608247,0.6084282524764592,0.06165969101767061,0.0,0.0,0.0
0.65,109,raw-block DeepSets FSM pilot+score NPE,-0.33582381461979127,interior,0.02234327793121338,0.4211437404155731,0.12338761985301971,0.12186191127542216,0.2241756945848465,0.41778382658958435,0.6280554533004761,0.05237518755097459,0.0003785917845760756,0.01952320638886507,0.0
0.68,100,exact likelihood grid,0.3503874877909888,interior,nan,0.5668529316649257,0.09450644457470442,0.09450644457470442,0.38716181470127264,0.5834433116889508,0.6881414660291149,0.01280225907282199,0.0,0.0,1.0
0.68,100,raw-block DeepSets FSM pilot+score NPE,0.3503874877909888,interior,-0.04252426326274872,0.5230955481529236,0.1103639155626297,0.09450644457470442,0.3235984146595001,0.535690426826477,0.6791118592023849,0.024619007009431537,0.0019147086118164324,0.04369369803469669,0.0
0.68,101,exact likelihood grid,0.028554725282601525,interior,nan,0.5130912706351298,0.10951901843771436,0.10951901843771436,0.3169460167927478,0.5228483117894559,0.6739365810875572,0.027858523938195493,0.0,0.0,0.0
0.68,101,raw-block DeepSets FSM pilot+score NPE,0.028554725282601525,interior,0.006530582904815674,0.4805235266685486,0.11924783885478973,0.10951901843771436,0.27159136086702346,0.48646555840969086,0.6656689524650574,0.039790863412753265,0.001060657947072789,0.03250813521487275,0.0
0.68,102,exact likelihood grid,-0.4213955516899669,interior,nan,0.4154554703189747,0.12129254869593808,0.12129254869593808,0.2151809512069712,0.4150289947106372,0.6178997184479152,0.06998380818415492,0.0,0.0,0.0
0.68,102,raw-block DeepSets FSM pilot+score NPE,-0.4213955516899669,interior,-0.014650940895080566,0.40122494101524353,0.12334238737821579,0.12129254869593808,0.20275580286979675,0.39671972393989563,0.6121161699295045,0.07771553351195448,0.00020250796426435078,0.014173792701535152,0.0
0.68,103,exact likelihood grid,0.8472978603872034,right_boundary,nan,0.5964647614724545,0.07801068458760446,0.07801068458760446,0.4455163371694125,0.6123979284246437,0.6918810085101789,0.006978136075853925,0.0,0.0,1.0
0.68,103,raw-block DeepSets FSM pilot+score NPE,0.8472978603872034,right_boundary,0.5426369905471802,0.5938165783882141,0.08011378347873688,0.07801068458760446,0.4407596170902252,0.6101930737495422,0.6889015793800354,0.007427582160714851,7.012873647657096e-06,0.003547318831527951,1.0
0.68,104,exact likelihood grid,0.5962072123250135,interior,nan,0.5548158063088883,0.09875955708647012,0.09875955708647012,0.3697856132035504,0.5699870343999721,0.6860176385660162,0.01567108235009379,0.0,0.0,1.0
0.68,104,raw-block DeepSets FSM pilot+score NPE,0.5962072123250135,interior,0.050342708826065063,0.5541279315948486,0.10088326036930084,0.09875955708647012,0.36739521473646164,0.5691843330860138,0.6841165393590927,0.015843777604591117,4.731716222151137e-07,0.0033612618461709106,1.0
0.68,105,exact likelihood grid,0.8472978603872034,right_boundary,nan,0.6438836967407102,0.0509494809734421,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.0013043873611169891,0.0,0.0,1.0
0.68,105,raw-block DeepSets FSM pilot+score NPE,0.8472978603872034,right_boundary,2.284163236618042,0.6243584156036377,0.06359504163265228,0.0509494809734421,0.4947539627552032,0.6426396667957306,0.690809354186058,0.0030959859141375147,0.0003812366034817202,0.0194619751412209,1.0
