test_index,method,truth,estimate,sd,q05,q95,covers90,width90
36,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[298.32144791279694,57.00951106441895,174.59294458262863]","[69.31689775651759,30.161810006118035,22.431142550769625]","[184.30529722896466,7.397748480434515,137.69699840132972]","[412.3375985966292,106.62127364840339,211.48889076392754]","[true,true,true]","[228.03230136766456,99.22352516796887,73.79189236259782]"
37,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[325.51820836343717,77.81280408725596,236.0010626830549]","[44.10627429660914,26.378154520950286,36.08864735548558]","[252.96984311534317,34.42460095118452,176.64052018861182]","[398.06657361153117,121.2010072233274,295.36160517749795]","[true,true,true]","[145.096730496188,86.77640627214288,118.72108498888613]"
38,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[343.1600107617528,60.54759891985211,168.34518329589338]","[50.6525017137008,20.621003734685303,22.305610992970163]","[259.8440596038064,26.629066135475156,131.6557181527378]","[426.4759619196992,94.46613170422907,205.03464843904896]","[true,true,true]","[166.63190231589283,67.83706556875391,73.37893028631117]"
39,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[388.04852202257,52.22027816728234,191.35961271876286]","[34.707255452912435,27.477918222871562,24.53512635941455]","[330.96016700931574,7.023124717316115,151.0029211387672]","[445.1368770358243,97.41743161724855,231.71630429875853]","[true,true,true]","[114.17671002650854,90.39430689993245,80.71338315999134]"
40,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[288.33870158486167,57.176182138591386,186.87302305977272]","[43.15317443956256,27.950873093777535,22.10703659291258]","[217.35804609347764,11.20108715383111,150.51018373877156]","[359.3193570762457,103.15127712335166,223.23586238077388]","[true,true,true]","[141.96131098276805,91.95018996952055,72.72567864200232]"
41,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[360.5056641148401,43.57161587355417,159.31109258977355]","[40.04610731300217,23.368267932467145,28.398043929244185]","[294.63567925576064,5.134235609261822,112.60046703442904]","[426.37564897391957,82.00899613784652,206.02171814511806]","[true,true,true]","[131.73996971815893,76.8747605285847,93.42125111068901]"
42,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[347.9562395791493,82.8129831774235,173.42855229070997]","[43.8566365354058,24.978038847432064,23.388529524269668]","[275.8184919079947,41.72776538509012,134.95784467365343]","[420.09398725030394,123.89820096975689,211.89925990776652]","[true,true,true]","[144.27549534230923,82.17043558466676,76.9414152341131]"
43,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[354.3611778110533,64.62014857608595,227.47560270643115]","[39.46028394678106,23.10877059055615,24.88012138123753]","[289.4547866406556,26.60960345582017,186.55144481350973]","[419.26756898145106,102.63069369635173,268.39976059935253]","[true,true,false]","[129.81278234079548,76.02109024053155,81.8483157858428]"
44,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[325.44947040994697,64.21873539578968,138.67363239267107]","[34.266882455504664,16.683179350086473,14.818719274202854]","[269.0854645186904,36.77734733271805,114.29900824772282]","[381.81347630120354,91.6601234588613,163.0482565376193]","[true,true,false]","[112.72801178251314,54.882776126143256,48.74924828989647]"
45,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[297.80175208917194,40.99291774635043,168.70046829803135]","[38.46150895084807,24.517847360493107,25.842993136607276]","[234.538199593343,0.6646475904007758,126.1925273060009]","[361.0653045850009,81.32118790230008,211.2084092900618]","[true,true,true]","[126.5271049916579,80.6565403118993,85.01588198406091]"
46,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[306.20896248955125,80.20597694934952,186.15211622707275]","[48.29816626445006,20.033583718885403,27.668877947636023]","[226.76554853436537,47.253664108504914,140.64086198122607]","[385.6523764447371,113.15828979019412,231.66337047291944]","[true,true,true]","[158.88682791037175,65.9046256816892,91.02250849169337]"
47,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[236.4929183367699,48.40405914376916,134.86268140012535]","[27.240742520863176,18.11371109719864,17.64464396814397]","[191.68588420047692,18.60965574799086,105.83982477285633]","[281.29995247306283,78.19846253954746,163.88553802739438]","[false,true,false]","[89.61406827258591,59.58880679155661,58.04571325453804]"
48,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[345.335533472688,83.35075480062555,206.64334845625913]","[31.222874970178964,23.980402086395824,35.8847915422795]","[293.9784743341368,43.90650345306275,147.6181189355432]","[396.69259261123915,122.79500614818835,265.66857797697503]","[true,true,true]","[102.71411827710233,78.8885026951256,118.05045904143182]"
49,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[354.82780313586727,82.00230211505203,202.63138698909458]","[53.528320073323336,23.95872173450996,25.929464143472007]","[266.7815517186421,42.59371177292227,159.9812138477965]","[442.87405455309244,121.4108924571818,245.28156013039265]","[true,true,true]","[176.09250283445033,78.81718068425954,85.30034628259614]"
50,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[368.00675725367154,101.22523792003939,208.2109410177147]","[50.24516396925425,27.713637815064903,22.816495225637077]","[285.3608170620723,55.64036024391043,170.68114609150462]","[450.6526974452708,146.81011559616834,245.7407359439248]","[true,true,true]","[165.29188038319853,91.16975535225791,75.05958985242017]"
51,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[262.31823813337087,52.032673952207276,172.859033488152]","[27.31264161594058,20.066402920198833,25.23396316562687]","[217.3929405097653,19.026378329048626,131.3528576528108]","[307.2435357569764,85.03896957536593,214.3652093234932]","[false,true,true]","[89.85059524721112,66.0125912463173,83.01235167068239]"
52,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[282.6447908414671,58.20862650141396,207.34671133249643]","[29.828983446970895,25.61283311258105,31.044791419590638]","[233.58047923044163,16.07926505968227,156.28257356803084]","[331.7091024524926,100.33798794314565,258.410849096962]","[false,true,true]","[98.12862322205095,84.25872288346338,102.12827552893117]"
53,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[228.9363788679807,69.50428955623354,234.94189558665852]","[26.65917520975967,18.95415809537744,22.686907968280522]","[185.08593783267276,38.327473867240364,197.62525273071805]","[272.78681990328863,100.68110524522672,272.258538442599]","[false,true,false]","[87.70088207061588,62.35363137798635,74.63328571188094]"
54,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[297.4546646255694,35.691882313754,156.13242155391507]","[42.88870501327632,26.224376941488163,21.007422600765317]","[226.9090226292301,-7.443379212995346,121.57828629614392]","[368.00030662190875,78.82714384050334,190.68655681168622]","[true,true,true]","[141.09128399267865,86.27052305349869,69.1082705155423]"
55,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[282.7008370040473,56.90666404698971,154.68841250855985]","[32.116701753352864,18.982100321969103,23.782371373461554]","[229.87356363932614,25.683887485242135,115.56989269741476]","[335.5281103687684,88.12944060873728,193.80693231970494]","[true,true,true]","[105.65454672944227,62.445553123495145,78.23703962229018]"
56,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[320.51243939328253,65.50610041656827,193.36529025692744]","[34.8916289117324,23.526699401341627,17.641996463637945]","[263.1208170275747,26.808123576074486,164.34678838704752]","[377.9040617589904,104.20407725706207,222.38379212680735]","[true,true,true]","[114.78324473141572,77.39595368098759,58.037003739759825]"
57,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[332.7292635948227,85.73513347450303,167.88920835059943]","[30.163759237299754,20.9637685870789,26.486503250059354]","[283.1142948108593,51.252802679474975,124.32278741447738]","[382.34423237878616,120.21746426953109,211.4556292867215]","[true,true,true]","[99.22993756792687,68.96466159005612,87.13284187224411]"
58,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[336.75175238307975,82.74753450944362,198.6086569663808]","[41.91900302010443,27.174868436634533,22.897884235186545]","[267.8011282272713,38.04885359951625,160.9449890326193]","[405.7023765388882,127.446215419371,236.2723249001423]","[true,true,true]","[137.90124831161688,89.39736181985475,75.327335867523]"
59,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[391.2069847359188,78.89714543457907,203.05447551532865]","[55.94717731761439,20.925561210779932,29.65555756647472]","[299.18206720734366,44.477660181032675,154.27542409284456]","[483.23190226449395,113.31663068812547,251.83352693781274]","[true,true,true]","[184.0498350571503,68.8389705070928,97.55810284496818]"
60,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[322.91981320081857,59.88852531704398,213.82623997984052]","[48.54830769356703,20.22687934024153,33.30262581322314]","[243.0649532086988,26.618269472337907,159.04829512395276]","[402.77467319293834,93.15878116175006,268.6041848357283]","[true,true,true]","[159.70971998423954,66.54051168941214,109.55588971177554]"
61,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[303.66469476907855,76.25918008268948,202.93794206060883]","[38.55922390066808,28.431945660910703,27.60430705624858]","[240.24041548363078,29.49279114105336,157.53289747965624]","[367.0889740545263,123.0255690243256,248.34298664156142]","[true,true,true]","[126.84855857089553,93.53277788327225,90.81008916190518]"
62,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[308.94274094806127,80.71356798130928,191.0564559715525]","[35.999440034333816,28.282923703622448,24.468800480304935]","[249.72893143936528,34.19229834661415,150.80886075437104]","[368.15655045675726,127.23483761600441,231.30405118873398]","[true,true,true]","[118.42761901739198,93.04253926939026,80.49519043436294]"
63,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[368.9957945954051,38.639688731610484,188.03065718578526]","[50.10633147770787,28.109993082547273,17.282221010490787]","[286.5782135310646,-7.597135343798172,159.60393327490257]","[451.41337565974555,84.87651280701914,216.45738109666794]","[true,true,true]","[164.83516212868096,92.47364815081731,56.85344782176537]"
64,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[368.8632357507343,87.1218312618028,203.7913252367945]","[49.71588745796834,25.450817210150014,24.70681919916745]","[287.0878779483839,45.258962264808616,163.15222406660968]","[450.6385935530847,128.98470025879698,244.43042640697934]","[true,true,true]","[163.55071560470083,83.72573799398836,81.27820234036966]"
65,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[311.1983851599773,39.37585789799377,150.8361816882356]","[31.11179021146371,16.283093533162315,20.871536351612164]","[260.0240441896979,12.592552441981685,116.50555942023685]","[362.3727261302567,66.15916335400586,185.16680395623433]","[true,false,true]","[102.34868194055878,53.566610912024174,68.66124453599748]"
66,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[309.4070554448432,71.57128668109908,184.8094122220857]","[36.13396214170496,19.734488044582395,21.927687392918386]","[249.97197675993263,39.11094244493727,148.74157608318586]","[368.8421341297538,104.03163091726088,220.87724836098556]","[true,true,true]","[118.87015736982116,64.9206884723236,72.1356722777997]"
67,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[348.99800155062525,80.69824269874876,174.32033673147052]","[37.65651260144938,24.403548294877307,21.929169130146686]","[287.05855021978743,40.557977775434416,138.2500633517165]","[410.93745288146306,120.8385076220631,210.39061011122453]","[true,true,true]","[123.87890266167562,80.2805298466287,72.14054675950803]"
68,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[286.4669874905333,52.020262846217655,162.77212150960838]","[44.1569051608719,25.885491321490864,22.109877634787452]","[213.83534188172104,9.442418560642565,126.40460909057502]","[359.0986330993456,94.59810713179274,199.13963392864173]","[true,true,true]","[145.26329121762456,85.15568857115018,72.7350248380667]"
69,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[309.5257585133026,47.482183370954296,167.2667160523674]","[39.57986300279717,21.084588652749634,19.295314874205083]","[244.42267729890932,12.801121252699218,135.5287473983605]","[374.6288397276959,82.16324548920937,199.0046847063743]","[true,true,true]","[130.20616242878657,69.36212423651016,63.47593730801378]"
70,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[321.1597611704659,88.11175790688068,199.76177467076556]","[39.09881074231006,22.60274329522985,27.241279647760678]","[256.84794051148805,50.93355361866881,154.9538570393471]","[385.4715818294438,125.28996219509256,244.56969230218402]","[true,true,true]","[128.62364131795573,74.35640857642375,89.61583526283692]"
71,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[322.3784069257205,55.13269910980018,168.51688961592134]","[61.85759349323821,20.89949685141098,20.350113280992097]","[220.6317199138779,20.756085912295966,135.04393197680818]","[424.1250939375632,89.50931230730438,201.9898472550345]","[true,true,true]","[203.49337402368528,68.75322639500843,66.94591527822632]"
72,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[331.3735719947146,61.1170837829784,178.65172310515192]","[41.48601269110554,21.287944292182868,19.245834968732872]","[263.1351535519949,26.10153140364053,146.99514165312218]","[399.6119904374343,96.13263616231626,210.30830455718166]","[true,true,true]","[136.4768368854394,70.03110475867572,63.31316290405948]"
73,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[373.80115967008453,90.94119759591545,245.20991188940155]","[47.63590078529018,24.67488713472852,29.323954029548638]","[295.44707549029954,50.35461999773904,196.97629974734025]","[452.1552438498695,131.52777519409187,293.44352403146286]","[true,true,false]","[156.70816835956998,81.17315519635284,96.46722428412261]"
74,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[242.93984547393032,67.44531035160804,184.1289518506697]","[31.268818121352812,20.745380411953317,24.150758163621436]","[191.50721657653725,33.32219613851862,144.40448969160911]","[294.3724743713234,101.56842456469747,223.85341400973027]","[false,true,true]","[102.86525779478615,68.24622842617885,79.44892431812116]"
75,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[336.6335232619168,73.0318615144519,221.52305183324174]","[26.22532625917973,27.819747743944188,26.603207189031934]","[293.49670024651937,27.272448536950293,177.7646699998211]","[379.7703462773143,118.79127449195352,265.2814336666624]","[true,true,true]","[86.27364603079491,91.51882595500322,87.51676366684129]"
76,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[373.7198073297148,78.85723723349821,164.4143348252528]","[31.89999766455692,19.05927534254043,28.97050014930455]","[321.2489804714249,47.50751905925384,116.76210258007107]","[426.1906341880047,110.20695540774258,212.06656707043453]","[true,true,true]","[104.94165371657982,62.699436348488746,95.30446449036346]"
77,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[294.0158487830138,74.57390598774955,153.6107897477175]","[40.50711993147041,23.32526401459877,18.629102896558305]","[227.38756564637643,36.207260873736125,122.9686422814614]","[360.64413191965116,112.94055110176299,184.25293721397358]","[true,true,false]","[133.25656627327473,76.73329022802687,61.28429493251218]"
78,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[403.67388416688345,99.27067785445821,215.25132151424978]","[44.383322296287375,25.536346850240108,25.84835023253698]","[330.6698155116791,57.26712511874999,172.7345688835494]","[476.67795282208783,141.27423059016644,257.76807414495016]","[true,true,true]","[146.00813731040876,84.00710547141645,85.03350526140076]"
79,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[345.84248521376986,72.84017360343562,151.3494404192075]","[33.487690402292806,21.59599016392478,20.848455428426124]","[290.76013619733055,37.31793085469563,117.05678289142469]","[400.92483423020917,108.3624163521756,185.6420979469903]","[true,true,true]","[110.16469803287862,71.04448549747997,68.58531505556562]"
80,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[374.7726921710671,69.77764053621232,183.6201162277779]","[44.491142952968495,26.45496671952262,28.09100915583483]","[301.59127431766046,26.263092576725064,137.414517933076]","[447.9541100244737,113.29218849569958,229.8257145224798]","[true,true,true]","[146.36283570681326,87.02909591897452,92.4111965894038]"
81,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[344.48580370291074,64.37522977802071,180.1385110518822]","[29.247941909509137,21.420160915110557,23.75160607924133]","[296.3772203721887,29.142200406916956,141.07059564651948]","[392.5943870336328,99.60825914912446,219.20642645724493]","[true,true,true]","[96.21716666144414,70.46605874220751,78.13583081072545]"
82,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[413.82077934176056,99.6155129716832,197.64683195724766]","[39.7079439959103,25.592110479942136,21.274542868713574]","[348.5070236413016,57.52023722740761,162.65332295790958]","[479.1345350422195,141.71078871595878,232.64034095658573]","[false,true,true]","[130.6275114009179,84.19055148855116,69.98701799867615]"
83,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[290.9406734776208,66.16216898807103,194.54378152385007]","[28.972277207127814,17.03781591437575,25.615936347310978]","[243.28551823243316,38.13745568597858,152.4093157152176]","[338.59582872280845,94.18688229016348,236.67824733248256]","[true,true,true]","[95.31031049037529,56.0494266041849,84.26893161726497]"
84,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[274.5683879181287,55.362904596865526,166.95471233009192]","[33.0658371671364,21.008327694588516,23.62646869419684]","[220.1799257255776,20.80728059223656,128.09262960638685]","[328.95685011067974,89.9185286014945,205.816795053797]","[false,true,true]","[108.77692438510215,69.11124800925793,77.72416544741014]"
85,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[334.5157107735238,75.37290913674876,151.59673191670964]","[42.74693729879842,22.117707004723222,18.220496087589257]","[264.20325591652806,38.9925185501798,121.62668284218336]","[404.8281656305195,111.75329972331772,181.56678099123593]","[true,true,false]","[140.62490971399143,72.76078117313793,59.940098149052574]"
86,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[357.6656875007137,72.3921780046409,177.77668055481558]","[45.292574508569814,27.046243757945014,24.09705519035051]","[283.1660320463229,27.905065863971444,138.14055192611778]","[432.1653429551045,116.87929014531035,217.4128091835134]","[true,true,true]","[148.99931090878158,88.9742242813389,79.27225725739561]"
87,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[370.23489436928617,96.31287425505573,243.13702372092257]","[36.618435926546766,25.871518054121047,27.468506596055686]","[310.00292722221565,53.758013948994254,197.95535101945995]","[430.4668615163567,138.8677345611172,288.3186964223852]","[true,true,false]","[120.46393429414104,85.10972061212294,90.36334540292523]"
88,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[354.7208574079027,51.32480490423054,166.07697887699175]","[48.37597852234959,23.398065443060563,29.257055729950356]","[275.1494536780895,12.838412096564483,117.95340464566158]","[434.2922611377159,89.8111977118966,214.2005531083219]","[true,true,true]","[159.1428074596264,76.97278561533211,96.24714846266033]"
89,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[279.1162230889892,76.62040909957919,181.7355372167531]","[34.60139889553871,19.65358326373091,30.087236518814073]","[222.20198661806774,44.29314138563867,132.246437103835]","[336.0304595599107,108.9476768135197,231.2246373296712]","[true,true,true]","[113.82847294184296,64.65453542788103,98.97820022583619]"
90,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[256.8908224213504,58.90039371266635,161.9304620991729]","[29.171992741703086,17.924346860472507,15.934479428685675]","[208.90716435475807,29.417466768481926,135.72057581731565]","[304.8744804879427,88.38332065685077,188.14034838103015]","[false,true,true]","[95.96731613318465,58.96585388836884,52.4197725637145]"
91,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[344.3513656502082,82.29926229439452,149.60614616254833]","[39.02994173632983,19.007424565270565,17.08012323026149]","[280.1528244255015,51.03483105920274,121.51184351847463]","[408.54990687491494,113.56369352958632,177.70044880662203]","[true,true,false]","[128.39708244941346,62.52886247038358,56.1886052881474]"
92,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[397.275312083355,56.01246336425585,154.14871190068476]","[42.78500353518527,25.21165308105772,17.865615010565822]","[326.90024383937396,14.542984352435823,124.76239025283692]","[467.65038032733605,97.48194237607588,183.5350335485326]","[true,true,false]","[140.7501364879621,82.93895802364005,58.77264329569567]"
93,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[306.8184760350002,41.68879468708114,178.17294615595128]","[42.86675941326533,29.4235981704245,23.78658091737085]","[236.30893133843455,-6.70871748150428,139.04750226123917]","[377.3280207315658,90.08630685566656,217.2983900506634]","[true,true,true]","[141.01908939313125,96.79502433717084,78.25088778942421]"
94,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[320.24132734326037,65.26861164344285,159.18029433431659]","[39.64676765769908,19.702766838993394,23.093910350885032]","[255.02819776459174,32.86044414734539,121.19419213317121]","[385.454456921929,97.67677913954032,197.16639653546196]","[true,true,true]","[130.42625915733728,64.81633499219492,75.97220440229074]"
95,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[412.0520748963289,65.24902041757784,146.22713615285207]","[35.54384632162291,21.541870005523858,16.594016982514745]","[353.5876503584018,29.815797407674808,118.93240713346837]","[470.51649943425605,100.68224342748087,173.52186517223575]","[false,true,false]","[116.92884907585426,70.86644601980606,54.589458038767376]"
96,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[329.3139359800715,54.09937479259316,155.26883388772967]","[35.79974957327881,23.361548025614237,20.141325675128872]","[270.42858805050946,15.673047791460597,122.13930129938315]","[388.19928390963355,92.52570179372572,188.3983664760762]","[true,true,true]","[117.77069585912409,76.85265400226513,66.25906517669306]"
97,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[409.0491282419549,86.40824950965586,192.93875368744108]","[41.55759613871282,26.349273160827977,30.505662739879572]","[340.6929655058087,43.0675519835329,142.7614036871918]","[477.40529097810116,129.74894703577883,243.11610368769036]","[false,true,true]","[136.7123254722925,86.68139505224593,100.35470000049855]"
98,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[354.377014354009,81.16964947229484,208.62998330011703]","[42.387389846188775,22.82248860813319,23.33417974236603]","[284.65596242849944,43.62999630914832,170.24867311894872]","[424.0980662795186,118.70930263544136,247.01129348128535]","[true,true,true]","[139.44210385101917,75.07930632629305,76.76262036233663]"
99,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[383.1657208686599,117.99669325542655,230.1049794147352]","[49.81969416741564,27.698696392576235,26.26774978803322]","[301.2196162237732,72.4363920322699,186.898375904035]","[465.1118255135466,163.5569944785832,273.3115829254354]","[true,false,false]","[163.8922092897734,91.1206024463133,86.41320702140041]"
0,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[317.2400549233718, 52.98192155878813, 186.18087073012694]","[17.56884215861284, 10.288925939071609, 11.344619181753139]","[289.7327676478052, 36.790759890670124, 168.1019773725566]","[347.4684952150996, 69.88656805431725, 205.6332243124176]","[true, false, true]","[57.73572756729442, 33.09580816364713, 37.531246939861006]"
1,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[390.4487429868992, 55.71145193727332, 125.67812286858957]","[25.410170848826223, 10.866114062923293, 8.929697581062062]","[350.36949215316974, 38.74189740996687, 114.8408884876034]","[430.77112811041775, 73.74970437214651, 141.0971918766995]","[false, true, false]","[80.401635957248, 35.00780696217964, 26.256303389096104]"
2,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[363.6765638884875, 77.6638790801883, 217.57414401334304]","[22.82372126125764, 13.005337030252036, 13.543668954025131]","[326.75358948257343, 57.31567150205514, 195.6612868215404]","[401.29676643109167, 99.85486150408201, 240.31653280147825]","[true, true, false]","[74.54317694851824, 42.53919000202687, 44.65524597993786]"
3,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[304.3143029123014, 57.005686116745046, 189.2401734566375]","[19.54768797765133, 11.001597244174754, 12.25602637297196]","[275.55160914604335, 40.114497035642216, 170.0270502258211]","[339.22108226399257, 74.57485989288637, 210.09742793843796]","[true, true, true]","[63.669473117949224, 34.46036285724415, 40.070377712616846]"
4,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[301.8164588676747, 72.02842430556193, 178.76925981703948]","[18.65737722659808, 10.59032728499706, 11.22724013234375]","[274.27147535222616, 55.1915931931533, 161.36836204548524]","[334.8162633927514, 89.45621176190645, 197.36627646249048]","[true, true, true]","[60.54478804052525, 34.26461856875314, 35.997914417005234]"
5,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[366.85454865013037, 79.2034973848228, 188.94071456007805]","[21.404131232601443, 11.557780944761095, 11.116442683459868]","[333.8455295371669, 61.02300634337344, 171.47977425819352]","[404.12179790336717, 98.28210422882475, 207.32618382381185]","[false, true, true]","[70.27626836620027, 37.25909788545131, 35.84640956561833]"
6,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[325.6148419862122, 62.527514046317314, 163.71092979373984]","[17.111669599553704, 8.976289353745113, 8.880645812729334]","[299.11516801268175, 48.377215983982936, 149.71337744644902]","[354.6508870168051, 77.37183178078209, 178.58973248835423]","[true, true, false]","[55.53571900412334, 28.994615796799152, 28.876355041905214]"
7,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[351.8461030964912, 87.90001311813505, 204.13940411770895]","[20.037796159146396, 11.68305231590741, 12.25560829093933]","[319.2556846167468, 68.86988593111836, 184.66830112203442]","[384.2439023625363, 106.86617775019793, 224.71766617332221]","[true, true, false]","[64.98821774578948, 37.99629181907957, 40.04936505128779]"
8,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[332.47588531928244, 63.44336006451935, 163.84296537886422]","[20.596892243210622, 11.210951417762821, 10.320593883561648]","[298.21921160080694, 45.786356850701466, 148.1099427468797]","[365.9333737525914, 82.5064721341887, 181.84592981352853]","[true, true, false]","[67.71416215178448, 36.72011528348723, 33.73598706664882]"
9,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[347.6754444290303, 63.810517107918976, 177.39762155152414]","[17.971859010880003, 10.521189939432515, 10.56135770164041]","[319.0161287989924, 47.17792693713314, 160.66746100642422]","[377.8849411259322, 81.0194467766531, 195.16840531479278]","[true, true, true]","[58.8688123269398, 33.84151983951996, 34.50094430836856]"
10,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[349.2532974953377, 78.40411435421808, 190.37996737509212]","[20.28819308141643, 11.33369690548079, 11.414462933646366]","[318.52991580992455, 60.41114510198181, 172.40663727562776]","[385.1911230260224, 97.34618012956795, 209.75772603532496]","[true, true, true]","[66.66120721609786, 36.935035027586146, 37.351088759697205]"
11,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[310.3622828820815, 58.8767445568476, 178.84110883066106]","[19.30551503249942, 10.5687763846665, 10.998042328388653]","[281.33175857598724, 41.901779596947, 161.1326297855342]","[344.4505186934488, 76.23607755883135, 197.2602451895224]","[true, true, true]","[63.11876011746159, 34.33429796188435, 36.127615403988216]"
12,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[338.1615290525999, 81.50710397422078, 196.63365652025678]","[20.745720311782385, 11.880384109290855, 11.20472742928706]","[304.3308609276809, 63.055658211136304, 178.60520380710713]","[372.3942859009563, 101.55484525738723, 215.19191775832405]","[true, true, true]","[68.0634249732754, 38.499187046250924, 36.58671395121692]"
13,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[357.71005138114185, 75.40413345903937, 174.4607264763041]","[20.850141813952558, 11.83788545014813, 11.302356571962306]","[326.2328513625236, 56.65624675402547, 156.77924117436925]","[394.0479960155972, 94.56463000247132, 193.62798902709847]","[true, true, true]","[67.81514465307362, 37.90838324844585, 36.84874785272922]"
