test_index,method,truth,estimate,sd,q05,q95,covers90,width90
78,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[417.6347369506802,101.67784491965577,226.3359010557211]","[49.46742103261076,34.399355552555434,29.983416709817703]","[338.3244551977309,49.31928881308431,174.65830211907635]","[499.6466405498737,160.9168609129327,275.1015468568955]","[false,true,true]","[161.3221853521428,111.59757209984838,100.44324473781913]"
79,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[328.31536283250534,74.06916009237135,157.3753508374354]","[41.94687541132568,24.082329228646675,20.6213942064411]","[266.26906970818186,36.89627621536435,129.59926269667181]","[406.52851308730834,113.51511604927306,195.85384381651983]","[true,true,true]","[140.25944337912648,76.61883983390871,66.25458111984801]"
80,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[373.1954750061813,69.8331267686725,193.263846049057]","[47.7677047719964,29.801531632688526,28.114759586987542]","[301.2590390710249,23.838567578568675,151.63349473108056]","[458.69245244174533,119.52989041304681,242.27656554590774]","[true,true,true]","[157.43341337072042,95.69132283447814,90.64307081482718]"
81,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[352.1607693415413,58.45829928563638,176.0974983544253]","[47.11202431394146,28.57939845334781,25.960530478010217]","[282.1355842930362,14.37491813552209,140.26211977782725]","[438.1963342165265,105.64764677516509,222.72258430797487]","[true,true,true]","[156.06074992349033,91.27272863964299,82.46046453014762]"
82,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[435.0686022319344,113.66984859548113,203.51693909158928]","[48.17231592784849,31.735631271445857,28.05448849074567]","[355.8970654196072,64.62443348185947,157.31933679191022]","[512.4854377628642,169.50665266941317,250.16199183316598]","[false,true,true]","[156.588372343257,104.8822191875537,92.84265504125577]"
83,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[292.12405319521923,67.08062583350227,197.980496794799]","[39.41311922225711,25.740019138703218,26.754166656099272]","[235.67675551610884,27.871734015958594,157.1381985363218]","[367.60434819946363,110.33161007897732,244.29842568275222]","[true,true,true]","[131.9275926833548,82.45987606301873,87.16022714643043]"
84,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[272.2984324551225,43.725442497294125,163.5391472508985]","[35.92389049420378,22.8078562876147,21.132284113019992]","[223.9842353444862,9.591365344123892,134.26537615365632]","[336.9165183299656,83.05864158698155,201.12691431332917]","[true,true,true]","[112.93228298547939,73.46727624285766,66.86153815967285]"
85,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[337.47379522494003,69.88702182335561,153.33040567462288]","[44.08098645295407,24.328893177302298,20.081089002728]","[273.56562330524616,33.74728997096216,127.03869580903834]","[417.3265451098006,110.7957460863915,191.28051230523965]","[true,true,true]","[143.7609218045544,77.04845611542935,64.24181649620131]"
86,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[356.6722241947057,74.98270893247302,181.37793571747807]","[45.37547741601277,28.488598990673133,26.18758167249634]","[288.06739192353933,30.533207522093278,143.790321929282]","[437.3501426786277,123.12181174935607,228.10426070413578]","[true,true,true]","[149.2827507550884,92.58860422726279,84.3139387748538]"
87,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[370.9326272710458,91.3839284581234,242.96502412982363]","[50.05119216924164,32.85457183040611,28.924425386771535]","[292.12165195696366,39.57814564378445,190.21272176066097]","[457.82158357876335,147.11103495506194,286.0902512863155]","[true,true,false]","[165.6999316217997,107.53288931127749,95.87752952565452]"
88,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[360.9847610752399,55.206174373748354,178.47419069868866]","[47.67071102100606,28.498418441796854,26.095955718812004]","[290.04844458498496,12.596992009400092,142.1458908074969]","[448.0981153706538,102.89712872502797,225.62366681707388]","[true,true,true]","[158.0496707856688,90.30013671562787,83.47777600957698]"
89,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[276.20666152941953,78.40797386263064,187.94326434463372]","[35.27017975373655,23.786313859719108,24.80533573014013]","[225.1541870200798,42.18806892928299,150.7288104499435]","[340.7561761207493,118.66390553616007,230.41043006986516]","[true,true,true]","[115.60198910066947,76.47583660687708,79.68161961992166]"
90,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[253.8239106076418,57.89079934787065,153.22783127808458]","[30.40794807454209,20.32005184120128,18.20702278630746]","[213.98771513070278,26.518534884869315,127.68773833413655]","[308.87245445118975,92.52578752751427,185.33009837217207]","[false,true,true]","[94.88473932048697,66.00725264264496,57.64236003803552]"
91,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[342.6447021785266,75.42668902689098,146.19891688677737]","[42.36465155552051,23.419141863001666,18.580938153514115]","[279.2135201917112,39.39772787250329,122.43691193269073]","[418.02635751018755,114.94663071695831,180.7890091821835]","[true,true,false]","[138.81283731847634,75.54890284445503,58.35209724949276]"
92,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[400.1708821235501,54.03493447947952,157.1761575020988]","[48.85527884995084,27.309421410062342,22.40563536369614]","[325.97601557292063,10.829657871477064,127.81476026522274]","[485.77094639693877,98.68562180290789,198.89438970115054]","[true,true,true]","[159.79493082401814,87.85596393143082,71.0796294359278]"
93,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[316.48557057297285,48.8468572589555,183.8180435304881]","[43.91610151314662,27.349960398322832,26.46839755159252]","[252.9198803454357,8.546699281634107,146.4039047804433]","[401.8715780188799,95.63583921668612,231.33675394168898]","[true,true,true]","[148.95169767344422,87.08913993505202,84.93284916124568]"
94,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[327.14838716310373,65.56657525209617,160.92174755486522]","[42.76935385717756,25.080140666394684,22.496448380131117]","[263.8375803158955,28.308561833803587,131.2985437219584]","[405.9440438421296,108.38202911858733,203.36143426289905]","[true,true,true]","[142.1064635262341,80.07346728478373,72.06289054094066]"
95,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[413.54517457418933,60.38275601701676,149.7909689779022]","[47.865602699283784,26.957764554909858,20.51021469900528]","[337.7469285617984,17.310031016048388,123.12800317008167]","[495.3858224586323,104.95395031059854,188.38705030252692]","[false,true,true]","[157.63889389683385,87.64391929455016,65.25904713244525]"
96,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[315.1531490379883,51.01163938565831,159.56805502901898]","[42.75524781911111,25.20116662438503,21.61508575118707]","[252.6114744039466,12.244965164769868,131.1280004153037]","[393.85752098343426,92.69243720452812,199.89607957602783]","[true,true,true]","[141.24604657948765,80.44747203975825,68.76807916072414]"
97,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[422.8621081938088,79.9337307165124,192.65268659154106]","[49.06157118623882,31.207607231862767,27.821600551570125]","[343.65614217852414,31.06390895335558,150.33190747510102]","[504.3627481677264,132.1440174631079,240.1888310526592]","[false,true,true]","[160.70660598920227,101.08010850975232,89.85692357755818]"
98,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[351.4491319722775,80.5970953389292,216.35269121741993]","[47.439607652245776,30.492712295012378,29.155294942074978]","[279.9304079212237,34.429930847935445,168.21634959625868]","[435.9689311664468,133.29576742143857,265.0565616504929]","[true,true,true]","[156.03852324522308,98.86583657350312,96.8402120542342]"
99,rough pilot-only NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[387.9088885970794,106.82792961347157,228.36287762793918]","[48.47815351503807,32.14843536940726,29.71817227022304]","[309.7190780336768,56.87334093810742,176.33067910056792]","[469.4822559807671,161.72891025194502,275.82682152258275]","[true,true,true]","[159.7631779470903,104.8555693138376,99.49614242201483]"
0,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[324.7901766907131,53.2995751696799,183.11436964643184]","[18.20156431579382,10.338713048249389,11.830371401078713]","[295.9927626276463,37.036918169404814,164.3042441407218]","[355.4927229489027,70.66766813702759,203.01541590582138]","[true,true,true]","[59.499960321256424,33.630749967622776,38.71117176509958]"
1,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[386.06005107679556,52.28535134892165,128.53541644376713]","[24.58886897411342,10.839239450536953,10.666354606412419]","[346.39212651741764,35.558016910987014,115.46978922089266]","[428.23937987489325,70.84420303034908,148.91846782282326]","[false,true,false]","[81.84725335747561,35.286186119362064,33.448678601930595]"
2,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[361.32556235696444,77.5081988736576,222.2534546261467]","[23.12670396061377,14.123617797116822,15.916388092728953]","[324.01385960037584,54.662676943325415,196.96430688328144]","[400.3385904632317,100.85797640391543,249.36280547750238]","[true,true,false]","[76.32473086285586,46.195299460590014,52.39849859422094]"
3,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[306.73611201169115,59.27836839814519,193.04093868764286]","[19.650824927239363,11.970010471610445,13.679157932883856]","[277.1908186417656,40.84386377976694,171.74656883589432]","[341.41532781980965,79.710492201203,216.16014266113143]","[true,true,true]","[64.22450917804406,38.866628421436054,44.41357382523711]"
4,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[298.06030117889287,76.33242228509467,177.45999156241857]","[17.68686810602878,10.821068162270235,11.824095988941547]","[270.7753210422801,59.42585184140733,158.953965148104]","[328.878692485073,95.32383887076953,197.6835935391928]","[false,true,true]","[58.10337144279288,35.897987029362206,38.729628391088795]"
5,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[380.071300793475,81.28021574861127,195.14209314925534]","[23.577743023113666,13.649923122555581,13.05329956434247]","[342.76475479293,59.98339266221117,174.4099935892581]","[419.7024274999224,104.73559801254657,216.9090789927301]","[false,true,true]","[76.93767270699243,44.7522053503354,42.49908540347198]"
6,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[333.1087877231707,65.21011820289344,166.5246008511182]","[18.576154902094622,9.912709951118316,9.801532199832403]","[304.10020902835834,49.854851827088964,151.18484458833962]","[363.7549300097631,81.97401388706682,183.1449296221993]","[true,true,false]","[59.65472098140475,32.11916205997785,31.960085033859684]"
7,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[343.3382470084774,80.29954505637943,205.88055035267226]","[21.52647331896028,12.649244305162917,12.59774752143542]","[310.38034433183384,60.521345840850465,185.75541945480919]","[381.4507547861275,101.87162887253808,227.02093906927033]","[true,true,false]","[71.07041045429366,41.35028303168762,41.26551961446114]"
8,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[340.8014919212711,65.90458410118248,176.22819594194877]","[21.38765551060127,12.030579302773482,11.009084138429522]","[307.44780079924624,47.171117450189534,158.4412048928276]","[377.8727422430523,86.60609326979825,194.72492171837223]","[true,true,true]","[70.42494144380606,39.43497581960872,36.283716825544616]"
9,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[353.0246978457562,61.40593039969206,179.67270456254184]","[20.301038645079615,11.473774067496828,11.515102744336183]","[321.19197493451213,44.0907980384035,162.1976043989831]","[388.52424784731943,81.51558912156004,199.8189840698188]","[true,true,true]","[67.3322729128073,37.42479108315654,37.62137967083572]"
10,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[350.2448879153031,83.99785695466183,204.19007472845666]","[20.729952247295586,12.4545475751552,14.414540741524315]","[317.7664779447873,64.56946219941008,182.00942021946588]","[385.38565012593403,104.9408891026754,228.93925271940182]","[true,true,true]","[67.61917218114672,40.371426903265316,46.92983249993594]"
11,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[316.08659556348914,64.97440450604172,176.58121372632462]","[18.561035500779322,10.671110494215377,11.761334340123824]","[287.3157741252165,48.47888602732513,158.4065835747121]","[346.2175364700106,83.09261849890163,196.85479891318013]","[true,true,true]","[58.90176234479412,34.6137324715765,38.44821533846803]"
12,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[347.1628979979389,80.40168166761792,198.22790785320225]","[22.019601743112144,12.685508971594336,12.339833725732888]","[312.60460486799815,60.8602547922072,178.35283268423427]","[385.35604164164636,101.56807103791064,218.42047476763707]","[true,true,true]","[72.75143677364821,40.70781624570344,40.0676420834028]"
13,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[355.76361400812425,78.57663321812787,173.5436636326629]","[20.914013505693745,11.646220044363973,12.390033582409043]","[323.2361247796183,60.55434011253634,154.96659999169924]","[390.9723262784828,98.49437949333236,195.59820029722832]","[true,true,true]","[67.73620149886449,37.94003938079602,40.631600305529076]"
14,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[339.2178736531984,69.00085850632678,186.8727674140623]","[20.495046365670525,12.141445339211812,13.714635529344323]","[307.0687663378434,50.408924274957045,165.92298482702617]","[374.80826850351184,89.45334930881684,211.0677828626037]","[true,true,true]","[67.73950216566845,39.044425033859795,45.14479803557754]"
15,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[300.46904511593226,51.12909692893823,192.6687205720919]","[16.382473060233988,9.474818325522053,11.04602834771989]","[274.15469659093606,35.80375712771638,175.2334732020434]","[327.6755589537688,67.22540729625926,211.37703566505175]","[false,false,true]","[53.52086236283276,31.421650168542882,36.14356246300835]"
16,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[334.1485682178686,76.02848471570606,222.16825729399653]","[21.092802031930667,12.599433516331182,14.32468082951364]","[301.00703016998085,55.90882135087258,199.24875667729222]","[370.3816730503078,97.6581799304649,246.30495208531423]","[true,true,false]","[69.37464288032697,41.74935857959232,47.056195408022006]"
17,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[368.48198460030255,86.29441193189092,199.6786520853534]","[21.539330175954117,12.736012424484526,14.071638159573583]","[334.5521246790418,66.46090768503925,177.94657566747415]","[405.52701096269,107.76493163377343,223.79102887066415]","[false,true,true]","[70.97488628364817,41.304023948734184,45.84445320319]"
18,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[294.6206048635654,55.3069498352017,176.18051586272492]","[17.005859568059655,10.113578601800553,10.918904557613692]","[267.4858905365367,38.8714573387781,158.8370072934534]","[323.4950441836959,72.54928991570131,194.89604072601188]","[false,true,true]","[56.00915364715917,33.67783257692321,36.059033432558465]"
19,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[353.90983779377217,75.1137309020913,171.92539321748404]","[20.808754461323343,10.848583492676113,9.9458598466325]","[321.07029724289174,57.92345923774998,155.8378900925468]","[390.328655786226,93.72552034567728,188.57353985206515]","[true,true,true]","[69.25835854333428,35.8020611079273,32.73564975951837]"
20,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[321.0385090214531,51.16553469418144,174.16920489214755]","[19.28446209236349,10.379336953645776,11.170632869581631]","[290.63956400516764,34.83934413731925,156.4633941466953]","[353.7142153315937,68.72682955392385,192.79774110078074]","[true,false,true]","[63.07465132642608,33.8874854166046,36.33434695408545]"
21,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[336.32540608311257,73.94807050140211,199.82640089277407]","[18.473360951428365,11.028803772109423,12.075473527642941]","[307.38546821949564,56.66390384117173,180.90457747386316]","[367.4798675103457,92.93667654710791,220.60132924726878]","[true,true,true]","[60.09439929085005,36.27277270593618,39.69675177340562]"
22,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[320.96573276889006,63.19047605208459,180.295816361734]","[18.07115338035875,9.820197374122918,10.419824869055471]","[293.22849753507836,47.385034930653,163.85260974606717]","[351.0809863033863,79.81511696935651,197.94350861114484]","[true,true,true]","[57.85248876830792,32.43008203870351,34.09089886507766]"
23,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[372.8332564958233,72.86977461177692,193.8901273502922]","[23.722031091535623,13.453482781762437,11.981647121261018]","[334.69751558378937,52.50823036289066,174.99950671378832]","[414.608493310454,96.10827867094177,214.46614128905148]","[false,true,true]","[79.91097772666461,43.600048308051115,39.46663457526316]"
24,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[334.34871346309785,64.9690638073217,180.73619925231378]","[18.502767655243037,10.325599273457073,10.832263362969412]","[305.3478582500844,48.53445823401503,163.39931249186182]","[366.01267780503997,82.51843983691691,199.09557951085583]","[true,true,true]","[60.66481955495556,33.983981602901885,35.69626701899401]"
25,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[328.5052383338444,90.40567240797338,187.29093668571898]","[19.26510548600828,11.57831371653455,11.920142948749465]","[298.3711104544978,72.18787976777986,168.44030974011622]","[361.1373314679986,109.95882770622978,207.8439657652493]","[true,false,true]","[62.7662210135008,37.77094793844992,39.403656025133074]"
26,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[327.10013787429085,53.255795700289084,188.70353641385645]","[20.206823135066934,12.274929600418224,12.17625462721272]","[295.41805988321266,33.435284564213866,169.16715816781428]","[360.9431356251426,73.60810727978566,209.118125985061]","[true,true,true]","[65.52507574192992,40.17282271557179,39.95096781724672]"
27,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[342.00411829320035,74.44157128621305,176.77410436128383]","[20.213109571545772,10.947787109289463,10.275536451941615]","[310.43292347398636,57.18938811771789,160.5028860309393]","[376.0219194406989,92.65791308524895,194.19471482913772]","[true,true,true]","[65.58899596671256,35.46852496753106,33.69182879819843]"
28,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[324.1305920694011,61.03429536301661,172.4135439696656]","[19.900363229303004,11.771709308743507,10.966922113280992]","[292.5287690753685,42.9284476872663,155.21234751013154]","[357.9526845372959,81.77311724814845,191.09725770701644]","[true,true,true]","[65.42391546192744,38.84466956088215,35.8849101968849]"
29,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[318.69333603849185,75.40593205605768,190.14934341225725]","[17.32323282349991,10.009072678114139,10.719413667973035]","[291.09085922723443,59.21121756946292,173.09459320175228]","[347.60507699852064,92.39717688609373,208.40639811383733]","[true,true,true]","[56.51421777128621,33.185959316630814,35.31180491208505]"
30,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[342.0862182937816,60.761433943638565,173.4575326387145]","[19.337917260093217,10.40547593383206,10.992121072600623]","[311.0433966430488,44.408994583274115,156.22353709280375]","[374.85188879465613,78.27333222006058,192.6000112803385]","[true,true,true]","[63.80849215160731,33.864337636786466,36.37647418753474]"
31,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[394.22666325505924,101.50894645689236,202.5090529674736]","[23.420576332446327,13.221039699576064,13.426397167567009]","[358.1082102436994,80.5507072541142,181.21635139479622]","[433.76003936006254,123.87324457161651,225.538133238961]","[false,false,true]","[75.65182911636316,43.32253731750231,44.321781844164775]"
32,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[333.9970705572153,70.3842599192254,187.1945777552435]","[19.582665318935955,10.750078468438922,11.274926433788623]","[302.9330914645105,52.99875091442596,169.38490620170506]","[367.5958220550194,88.4041185463786,206.56337780871002]","[true,true,true]","[64.66273059050894,35.405367631952636,37.17847160700495]"
33,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[336.977349165413,90.09669871239794,191.71825829596574]","[20.672163753957378,13.214668143810947,13.595364881701615]","[304.98217137515496,69.68589521816111,170.5000351114793]","[372.1123015923168,112.80012737618445,215.43593927975954]","[true,true,true]","[67.13013021716182,43.11423215802334,44.935904168280246]"
34,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[308.34362978938555,68.69915670237593,186.7241287204524]","[17.628206236512263,11.014455323196943,11.475622894750991]","[280.44672351336,51.67675735287775,168.94508532568335]","[337.6905341460905,87.52089253678143,206.8341543504615]","[true,true,true]","[57.243810632730515,35.84413518390368,37.88906902477814]"
35,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[363.7088065568581,88.66525749620894,191.28858834236559]","[20.64963111485655,11.467337010473546,11.4256678515859]","[331.6712557578929,70.89534739783454,173.4422732266908]","[399.20443374375196,108.10367114620728,210.71251878971182]","[true,false,true]","[67.53317798585908,37.208323748372734,37.270245563021035]"
36,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[346.3448393564434,70.59096450244355,188.00406190087554]","[19.497192166078424,11.231503871911706,12.216293325424754]","[315.39794146202263,53.17918886020594,169.66665611389084]","[379.1867705755771,89.59999151286634,209.43934817467988]","[true,true,true]","[63.78882911355447,36.4208026526604,39.77269206078904]"
37,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[343.12602180380435,69.04491213293709,181.7200143125352]","[21.329382016254296,11.255543745658175,10.783222858832046]","[310.7193905907904,50.78002922714824,164.80020149194158]","[379.3613028068975,88.38245106741608,199.68176867671392]","[true,true,true]","[68.64191221610713,37.602421840267844,34.88156718477234]"
38,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[322.7134095542838,84.20686794721944,192.23371522123688]","[19.44721123938984,11.056336790985299,11.070193379842854]","[292.5762824929504,66.8525124798053,174.6324888398181]","[356.0208812144125,103.40452014392285,210.84080472751288]","[true,true,true]","[63.444598721462114,36.55200766411755,36.208315887694766]"
39,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[352.532412228487,69.59499031349371,201.07940136177098]","[21.142892388924025,12.044036643772147,12.186723838844632]","[319.7295411991542,50.86321035582047,181.404619632851]","[389.75921233189973,90.24992476669058,222.13920646100172]","[true,true,true]","[70.02967113274553,39.38671441087011,40.734586828150725]"
40,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[335.835124246846,85.10342507179324,211.9118608476652]","[20.418026269671053,12.996999166751591,13.866453853203401]","[304.5663963789893,65.23410589629987,189.87955935405228]","[370.03504270697533,108.15079733008821,235.65235577067344]","[true,true,false]","[65.46864632798605,42.916691433788344,45.77279641662116]"
41,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[348.6475040174607,72.40263058060579,199.46274860954384]","[19.645991521694462,11.52868519177415,12.781168286326347]","[317.7195270765152,54.727330258086596,180.19373792254018]","[381.50134687849527,92.3168197572117,221.72846959778008]","[true,true,true]","[63.78181980198008,37.58948949912511,41.5347316752399]"
42,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[329.1576518224098,72.56231871426176,164.647280143522]","[17.842747412938774,9.237626226478147,9.01021616936708]","[301.47121195977604,57.84801480150499,150.1219589952964]","[359.0505869914034,87.75258497879923,179.77523717575838]","[true,true,false]","[57.579375031627364,29.904570177294246,29.653278180461967]"
43,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[329.3286885084389,75.41544882325098,188.42460828198523]","[20.57609591858931,11.933080938216365,11.623330841058298]","[297.7584292842984,56.10505100979684,170.2303117440746]","[364.6474784706119,95.68609048364634,207.76055053724897]","[true,true,true]","[66.88904918631346,39.5810394738495,37.53023879317436]"
44,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[337.0626948351449,59.32791856881145,179.95799923844712]","[19.44274637659689,11.284973389804463,12.613683664714713]","[306.6123652045034,41.82773048867514,160.7581614152884]","[370.23527685241936,78.31436645201424,202.3713797337189]","[true,true,true]","[63.62291164791594,36.486635963339104,41.613218318430484]"
45,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[339.2611715415741,77.37237614118969,195.65012589280153]","[20.021119736673345,12.445315906844224,12.446717965920906]","[306.61506355904305,58.56884505724597,176.30457366661668]","[373.92466647633137,98.85606762538654,216.83270553456063]","[true,true,true]","[67.30960291728832,40.28722256814057,40.528131867943955]"
46,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[312.7264553004372,62.49064273319879,184.41143567075252]","[17.807701663320703,10.467939789865733,11.61801978217681]","[285.23825773909766,45.8763132348213,166.33020091285914]","[343.17458460451127,80.10587269315062,204.06487907816566]","[true,true,true]","[57.936326865413605,34.22955945832931,37.73467816530652]"
47,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[304.1655346615063,45.220391865329894,171.55790594413986]","[19.28316892715288,11.068698956247106,13.386070049611382]","[275.13080813070144,28.34928339116292,152.31979442680068]","[337.88503768200036,63.10568144606141,196.0933036715761]","[true,false,true]","[62.75422955129892,34.75639805489849,43.773509244775425]"
48,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[307.7612965023846,63.101034251573296,200.34152930432333]","[17.221782419120323,10.131796992861904,11.82498820442276]","[281.2178092039119,46.81857893037176,181.53695861425717]","[337.0349213147735,79.96733701262215,220.60038401475688]","[true,true,true]","[55.817112110861615,33.148758082250396,39.06342540049971]"
49,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[346.67087159215544,78.73499199156417,201.15582879716325]","[19.358748782418512,10.919790479983243,11.72878875325653]","[315.86461935971045,61.1615949930839,182.40620394381662]","[379.03278058175454,97.12599128577894,221.17735386233335]","[true,true,true]","[63.16816122204409,35.964396292695035,38.77114991851673]"
50,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[335.2324960424334,76.53483071602817,179.64012502561903]","[19.055833889561292,10.487441072565213,10.324013465433692]","[305.70094526471684,59.967188803568455,163.47146317586376]","[367.62070615594695,94.21166021488573,197.053505473366]","[true,true,true]","[61.91976089123011,34.24447141131727,33.58204229750223]"
51,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[321.3727901945561,52.67394561369912,182.90816895621094]","[19.114837842369024,10.822681752957411,12.163792065626211]","[291.559986677209,36.01692278042561,163.80174134637693]","[353.2656527452674,70.95705413240596,203.64612572792805]","[true,true,true]","[61.705666068058406,34.94013135198035,39.84438438155112]"
52,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[313.3599682384252,73.84671762619342,200.27313445864206]","[18.513938973371122,11.144289016096188,12.327263121788024]","[284.62715813662624,56.154791899550915,180.49423324886567]","[345.6439694922624,92.80200907206208,221.00489270607093]","[true,true,true]","[61.01681135563615,36.64721717251116,40.510659457205264]"
53,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[272.9510291601073,52.67482909373199,190.24130822710927]","[18.1536837184635,11.221367701285114,12.869313967518563]","[246.0893351296196,35.113698875709936,169.2460644527025]","[305.36187135721525,72.22552025928287,212.00912327425544]","[false,true,true]","[59.27253622759565,37.11182138357294,42.76305882155293]"
54,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[345.43282262991704,61.50633801070485,177.86545756740563]","[20.64587819512246,12.161627983433313,12.13864419020644]","[312.79216194557256,43.21584959876199,159.41196662478052]","[379.8855680137167,82.77091290370822,198.71046847856047]","[true,true,true]","[67.09340606814413,39.55506330494623,39.29850185377995]"
55,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[335.0552818871462,74.87478492774498,179.4681975028257]","[19.677460340468787,11.291232761812932,12.848668593333182]","[304.05897137933357,57.061051354509274,160.33184525535847]","[368.6341328362074,93.72052161941649,202.33185016424375]","[true,true,true]","[64.57516145687384,36.65947026490721,42.00000490888527]"
56,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[293.36197620157895,48.31043282705791,170.3052283603664]","[16.611442550175905,9.039949992533684,9.703597039145711]","[267.63698768921523,33.656355835968895,154.70807302372216]","[321.6594368012828,63.394210096735804,186.66589188716054]","[false,false,true]","[54.02244911206759,29.73785426076691,31.957818863438376]"
