pi_true,seed,method,pi_post_mean,pi_post_sd,exact_pi_post_sd,q05,q50,q95,pi_sq_err,mean_sq_err_to_exact,w1_to_exact,coverage90
0.65,108,exact likelihood grid,0.6219003852461686,0.05962464358727062,0.05962464358727062,0.5062800595057382,0.6343874171647508,0.6940356564570657,0.0007895883493137382,0.0,0.0,1.0
0.65,108,raw data NPE,0.5721190571784973,0.09937821328639984,0.05962464358727062,0.37276549339294435,0.596156120300293,0.6861114531755448,0.006065441254766174,0.002478180624181121,0.04971758940078197,1.0
0.65,109,exact likelihood grid,0.5965787096325956,0.07076560388680948,0.07076560388680948,0.4640286089409854,0.6075405358838958,0.690124336698991,0.002853834264518534,0.0,0.0,1.0
0.65,109,raw data NPE,0.5689167976379395,0.0972542092204094,0.07076560388680948,0.38207805454730986,0.5932499468326569,0.6852564245462418,0.006574485705286865,0.0007651813752001032,0.02759807380341623,1.0
0.68,100,exact likelihood grid,0.571822242722553,0.07811289057207395,0.07811289057207395,0.4307953103416394,0.579742772891319,0.6839613775746562,0.011702427169578249,0.0,0.0,1.0
0.68,100,raw data NPE,0.5416454076766968,0.10001248121261597,0.07811289057207395,0.35706829875707624,0.5567964315414429,0.6748945564031601,0.01914199321694745,0.0009106413733848162,0.03011293071219078,0.0
0.68,101,exact likelihood grid,0.5675998934530935,0.08143145617541321,0.08143145617541321,0.4202752568352301,0.576110533417903,0.6839056402135044,0.012633783951755951,0.0,0.0,1.0
0.68,101,raw data NPE,0.5153501033782959,0.11253872513771057,0.08143145617541321,0.308134052157402,0.5359812378883362,0.6641186296939849,0.027109588457537862,0.0027300405628604154,0.05218592385895272,0.0
0.68,102,exact likelihood grid,0.6287138724442078,0.05745928003793409,0.05745928003793409,0.5154920564347948,0.6422617094523195,0.6950973038372689,0.0026302668796689883,0.0,0.0,1.0
0.68,102,raw data NPE,0.42215242981910706,0.13940246403217316,0.05745928003793409,0.1530748650431633,0.43295635282993317,0.6280490309000015,0.06648536944819054,0.042667629579362806,0.2064977742234451,0.0
0.68,103,exact likelihood grid,0.6213391206760067,0.0608716342474304,0.0608716342474304,0.502804531848205,0.6344993113406702,0.6941620946200804,0.0034410987630641085,0.0,0.0,1.0
0.68,103,raw data NPE,0.4237286150455475,0.12381317466497421,0.0608716342474304,0.20223153233528138,0.4283170849084854,0.6220933228731156,0.06567502274647322,0.03904991193552576,0.19754676022527587,0.0
0.68,104,exact likelihood grid,0.5635295919440354,0.08206662742383002,0.08206662742383002,0.41599704507959656,0.5713702875498958,0.6824089812048599,0.013565355952722914,0.0,0.0,1.0
0.68,104,raw data NPE,0.34485864639282227,0.1347866654396057,0.08206662742383002,0.14921708703041076,0.33334675431251526,0.5869662195444107,0.11231972689765138,0.04781698242826162,0.21860707408510688,0.0
0.68,105,exact likelihood grid,0.6583019943912701,0.037158200155610964,0.037158200155610964,0.5836352368881619,0.6685534946075173,0.6975397877753694,0.00047080344739647506,0.0,0.0,1.0
0.68,105,raw data NPE,0.6000449061393738,0.08243998140096664,0.037158200155610964,0.44427158683538437,0.6223601996898651,0.6926903814077378,0.0063928170342615566,0.00339388833158924,0.05819331584433517,1.0
0.68,106,exact likelihood grid,0.640605453958244,0.04953665584362904,0.04953665584362904,0.5422062640878631,0.6530209941496165,0.6961336807082187,0.0015519302578360392,0.0,0.0,1.0
0.68,106,raw data NPE,0.5642418265342712,0.09076573699712753,0.04953665584362904,0.39972967058420183,0.5788403153419495,0.6794954001903534,0.013399954724121761,0.005831403593347321,0.07629992378984743,0.0
0.68,107,exact likelihood grid,0.640477682651236,0.04960073863087666,0.04960073863087666,0.5419627958758393,0.6528932415684052,0.6961216560909974,0.00156201356861642,0.0,0.0,1.0
0.68,107,raw data NPE,0.5476039052009583,0.09455250203609467,0.04960073863087666,0.3794957250356674,0.5631484389305115,0.6756642758846283,0.017528725918036864,0.00862553853788371,0.09281002608578524,0.0
0.68,108,exact likelihood grid,0.6219003852461686,0.05962464358727062,0.05962464358727062,0.5062800595057382,0.6343874171647508,0.6940356564570657,0.003375565234543624,0.0,0.0,1.0
0.68,108,raw data NPE,0.5721190571784973,0.09937821328639984,0.05962464358727062,0.37276549339294435,0.596156120300293,0.6861114531755448,0.011638297824056343,0.002478180624181121,0.04971758940078197,1.0
0.68,109,exact likelihood grid,0.6079640412861169,0.06611926095697533,0.06611926095697533,0.48215047543022665,0.6198106358773584,0.6920777401077944,0.005189179347828275,0.0,0.0,1.0
0.68,109,raw data NPE,0.5681130290031433,0.09900714457035065,0.06611926095697533,0.37697559893131255,0.5937103033065796,0.6852525264024735,0.012518694278851461,0.0015881031799777133,0.039787210715962446,1.0
