truth_index,truth_label,method,grid_index,radius,angle_degrees,h_x,h_y,truth_delta,mean_estimated_delta,mse_across_datasets,coverage95,mean_width95
0,low,"Positive(s,w_a)",7,12.558511058242537,157.5,-11.60255132552694,4.805934117163192,1.3282473495624023,1.3258087351747472,5.153977431395091e-05,0.99,0.03481637823829739
0,low,"Positive(s,w_a)",8,20.427007245311284,0.0,20.427007245311284,0.0,1.4963109626987978,1.4951615347955332,0.00010310189652792548,0.98,0.04908170190823467
0,low,"Positive(s,w_a)",9,20.427007245311284,22.5,18.872093904402856,7.817077245582279,1.5308216192513346,1.532376645598945,0.00013079471446157461,0.97,0.058564804062202214
0,low,"Positive(s,w_a)",10,20.427007245311284,45.0,14.444075342506348,14.444075342506345,1.583565069906132,1.5860619599519796,0.0001461185820894661,0.98,0.06347977562139104
0,low,"Positive(s,w_a)",11,20.427007245311284,67.5,7.817077245582281,18.872093904402856,1.6218046128784644,1.6236219563276322,0.0001359158540917347,1.0,0.06342754084371052
0,low,"Positive(s,w_a)",12,20.427007245311284,90.0,1.2507934519565128e-15,20.427007245311284,1.6302353330586081,1.6304782481155353,0.0001190486503074213,0.99,0.060119361420010946
0,low,"Positive(s,w_a)",13,20.427007245311284,112.5,-7.817077245582278,18.872093904402856,1.606370266819975,1.6046392142629147,0.00010704727045639631,0.99,0.057468747399798834
0,low,"Positive(s,w_a)",14,20.427007245311284,135.0,-14.444075342506345,14.444075342506348,1.5580662185387517,1.5546313394728377,0.00010420248592888334,1.0,0.05395392874099478
0,low,"Positive(s,w_a)",15,20.427007245311284,157.5,-18.872093904402856,7.817077245582282,1.5093272508917313,1.5058195251509687,0.00010249416475125266,0.99,0.048978542554238606
0,low,"Positive(s,w_a)",16,26.830352681245163,0.0,26.830352681245163,0.0,1.6202276995607363,1.6188336221457686,0.00012936429682583898,0.98,0.05496377254010354
0,low,"Positive(s,w_a)",17,26.830352681245163,22.5,24.78801369226173,10.26753145562479,1.6582506932526855,1.6597752244953534,0.00015412377109825097,0.97,0.06366572735781528
0,low,"Positive(s,w_a)",18,26.830352681245163,45.0,18.971924322535124,18.97192432253512,1.7141897897267726,1.7165522262440753,0.0001547673665283458,0.98,0.0656878003674003
0,low,"Positive(s,w_a)",19,26.830352681245163,67.5,10.26753145562479,24.78801369226173,1.7529188583111832,1.7544891036216157,0.00013270754344646275,1.0,0.06306928736934111
0,low,"Positive(s,w_a)",20,26.830352681245163,90.0,1.6428852765540747e-15,26.830352681245163,1.7612328927903969,1.7612586098497938,0.00011549482606036137,0.99,0.059300143368689044
0,low,"Positive(s,w_a)",21,26.830352681245163,112.5,-10.267531455624788,24.78801369226173,1.7374838173633242,1.7355562072081607,0.00011066991655727057,0.99,0.05829114572426255
0,low,"Positive(s,w_a)",22,26.830352681245163,135.0,-18.97192432253512,18.971924322535124,1.6874914539203865,1.6837055283631819,0.0001186827573171692,1.0,0.0573771399958034
0,low,"Positive(s,w_a)",23,26.830352681245163,157.5,-24.78801369226173,10.267531455624791,1.6346925198211908,1.6307028700188457,0.00012681008778094998,0.99,0.05432425678269959
0,low,"Positive(s,w_a)",24,32.352426879602135,0.0,32.352426879602135,0.0,1.7104393944862364,1.708907438441023,0.00013342738805789385,0.98,0.05579893619282195
0,low,"Positive(s,w_a)",25,32.352426879602135,22.5,29.889745021132406,12.380737763626737,1.7483642473175016,1.7496869460485331,0.00014861374088577896,0.97,0.0626040823297129
0,low,"Positive(s,w_a)",26,32.352426879602135,45.0,22.876620434408608,22.876620434408604,1.801918150063237,1.8038977477201685,0.00013306637390349174,0.98,0.06125607123357215
0,low,"Positive(s,w_a)",27,32.352426879602135,67.5,12.380737763626739,29.889745021132406,1.8371926831384502,1.8383672971143263,0.00010454610830371891,1.0,0.05634495330371255
0,low,"Positive(s,w_a)",28,32.352426879602135,90.0,1.981014801137677e-15,32.352426879602135,1.8445490740524797,1.8443682464419988,9.036472436503053e-05,0.99,0.052515556346766044
0,low,"Positive(s,w_a)",29,32.352426879602135,112.5,-12.380737763626735,29.889745021132406,1.82332743895856,1.8214003889918757,9.268855008092289e-05,0.99,0.05319480986698327
0,low,"Positive(s,w_a)",30,32.352426879602135,135.0,-22.876620434408604,22.876620434408608,1.776714926345297,1.7729427934861246,0.00011028444282504285,1.0,0.05509575962462547
0,low,"Positive(s,w_a)",31,32.352426879602135,157.5,-29.889745021132406,12.38073776362674,1.7250005127698538,1.720885301826886,0.000128813417139677,0.99,0.05458212863449687
