test_index,method,truth,estimate,sd,q05,q95,covers90,width90
75,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[268.43897137724076, -8.047484992598426, 142.31480127127057]","[13.82691925420068, 8.46745041955542, 8.921651567704496]","[246.60160147700702, -21.361787052276718, 128.82932998904266]","[291.7112225744542, 5.8618510928015795, 157.15102618182954]","[false, true, true]","[45.10962109744719, 27.223638145078297, 28.321696192786874]"
76,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[235.62809040971348, -16.725107384441937, 124.94767415092588]","[13.739248630668097, 7.90285031739495, 7.8299208889465985]","[214.4621032084068, -29.31148455975595, 114.95832853296345]","[259.1882043762369, -3.3551384063618634, 138.70741606215668]","[true, true, true]","[44.72610116783011, 25.956346153394087, 23.749087529193233]"
77,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[233.17515690147275, -13.650782207741512, 139.17247806045665]","[12.974308642503525, 7.7105555514519075, 8.34167938137626]","[214.0059214445071, -25.778443393819103, 126.154072894333]","[255.77736753599763, -0.8070616331886336, 153.21159502948007]","[true, true, true]","[41.77144609149053, 24.971381760630468, 27.057522135147067]"
78,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[236.07475734699796, -22.647278084926516, 126.64821042937923]","[14.184485338683118, 7.215042780025479, 8.491247739524278]","[215.29163908833294, -32.44415528822883, 115.3107563100998]","[260.9341779659486, -9.95645635209121, 141.4139696414867]","[true, true, true]","[45.642538877615664, 22.48769893613762, 26.103213331386883]"
79,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[244.4149410481429, -9.70682936640734, 125.64527495153253]","[13.465118615482066, 7.509191441513912, 7.061911483978825]","[223.15253470899447, -21.65351926593511, 115.65469243265883]","[267.01828508610834, 2.729780472320093, 137.60867586345952]","[true, true, true]","[43.86575037711387, 24.383299738255204, 21.95398343080069]"
80,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[224.99811544175566, -6.630820275683395, 124.67931133156213]","[14.012706195456339, 7.75450784241966, 7.377350334009677]","[207.00491152028644, -18.1488512142953, 114.9705501988736]","[251.82786936113268, 5.329910407777179, 137.50668628725364]","[true, true, true]","[44.82295784084624, 23.478761622072476, 22.536136088380047]"
81,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[220.83313353203613, -11.438181499910174, 133.36744304635195]","[13.640225169732172, 10.074253564587716, 11.181553127507616]","[205.37214619604254, -24.500492920308357, 118.55816431538513]","[249.1533475866517, 4.753033976865202, 155.12745974614978]","[true, true, true]","[43.78120139060917, 29.253526897173558, 36.569295430764654]"
82,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[235.7637175664018, -11.7865543024339, 125.62904529787772]","[13.808420375497796, 7.957934851677937, 7.876465648344147]","[215.57510494706491, -23.729310288360587, 115.19783033721276]","[259.94448787478797, 1.1440717451425058, 139.09934444307123]","[true, true, true]","[44.36938292772305, 24.87338203350309, 23.901514105858467]"
83,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[234.0921543391, -21.0657993710979, 131.88530305375735]","[13.514256469023447, 7.580463196237183, 9.03204245131643]","[214.6272883954751, -32.23874467757995, 118.98720024928872]","[257.7791207677823, -7.996731853138533, 147.4458156085662]","[true, true, true]","[43.15183237230718, 24.242012824441417, 28.458615359277474]"
84,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[248.23642058306046, -16.725793210194066, 133.4585246697311]","[14.595036636352406, 8.08907851640012, 8.545975370657196]","[226.58106862775875, -28.964278387316767, 120.78662298469992]","[274.0461162826952, -3.3373235823065244, 147.8989948943594]","[true, true, true]","[47.465047654936456, 25.626954805010243, 27.112371909659473]"
85,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[238.30042404847973, -11.193782690460965, 124.6912705933816]","[16.117093231078286, 8.958586958686327, 9.078859448579799]","[216.40998830717518, -24.193130621416277, 114.43157492602923]","[267.93932012595656, 3.1115219899369, 141.369434870473]","[true, true, true]","[51.52933181878137, 27.304652611353177, 26.93785994444376]"
86,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[259.6726298257131, 0.8887773191723592, 132.88625403547132]","[14.765028270918426, 8.541162497273893, 7.782270496687745]","[235.4160819870196, -12.761752378882184, 121.20336022100221]","[284.23006234044794, 15.177342843145636, 145.86694327322965]","[false, true, true]","[48.81398035342835, 27.93909522202782, 24.663583052227438]"
87,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[241.76505253574481, -19.099224638594364, 141.96212746511938]","[13.16033416708729, 8.045153879718843, 8.642013603921418]","[221.03114772988795, -31.939207535215193, 128.6845681858647]","[263.63638466052055, -5.471690823196649, 156.88070779070114]","[true, true, true]","[42.6052369306326, 26.467516712018544, 28.196139604836446]"
88,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[235.33723340878234, -20.347357751057576, 127.78436009615595]","[13.33022811168125, 7.459247920378364, 7.938215933846278]","[215.28427430551145, -31.304439989873977, 116.47442952455991]","[258.0914870780576, -7.725864772331848, 141.1168140720838]","[true, true, true]","[42.80721277254614, 23.57857521754213, 24.64238454752389]"
89,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[257.09152651245796, -4.610422936549849, 136.94133702541282]","[13.162136389890671, 7.3659963952614005, 7.556539796522288]","[236.32329110859902, -16.659201103114356, 125.36171286181495]","[279.3520228987049, 7.656810313498578, 149.40891756695066]","[false, true, true]","[43.028731790105866, 24.316011416612934, 24.047204705135712]"
90,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[232.79101326065552, -19.56382973971027, 128.70309489955065]","[12.258741659085166, 7.254044118963784, 8.221241084385367]","[213.77569353124602, -30.62960303816105, 117.26363293978842]","[253.9507431296241, -7.284592002029432, 142.77253595354836]","[true, true, true]","[40.17504959837808, 23.34501103613162, 25.508903013759934]"
91,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[220.91260867869073, -15.322049834257175, 127.14962786891952]","[15.038220115740517, 10.29212436663537, 11.405229324957848]","[205.05615670740127, -28.49282139695594, 114.43668693370664]","[251.4852292562411, 2.29630522708775, 150.83513396444795]","[true, true, true]","[46.42907254883983, 30.78912662404369, 36.39844703074131]"
92,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[222.12673104573443, -9.93250709710887, 125.70333333516747]","[16.690272370726305, 11.092108038806023, 10.586553792436208]","[205.0263748692937, -23.443076531329368, 114.17623495543653]","[256.5804659302231, 10.283031317525712, 147.11208177330337]","[true, true, true]","[51.55409106092941, 33.72610784885508, 32.935846817866846]"
93,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[230.81722989450205, -15.235193991727572, 124.72265104658524]","[15.675170229591656, 8.91752713971697, 9.201402075272087]","[210.06956027651992, -27.839481766526458, 114.26569872601006]","[260.54474089389447, -0.9322595012403815, 143.28845629210892]","[true, true, true]","[50.47518061737455, 26.907222265286077, 29.02275756609886]"
94,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[225.20347437668448, -14.776839477715683, 127.56186680629237]","[17.206318553590012, 8.864259410314228, 9.085353937096988]","[205.67377898148362, -27.120160644295936, 115.15895890235865]","[259.5959670020831, -0.19799177103943005, 143.47755857049793]","[true, true, true]","[53.92218802059949, 26.922168873256506, 28.318599668139285]"
95,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[248.64260445508114, -8.93223683159651, 140.63972939117744]","[14.49286058427931, 9.682354285164577, 10.274972681610992]","[225.48025828659306, -24.663585687286787, 126.40839835333098]","[272.3919626561477, 7.231739862238758, 160.70052543457865]","[true, true, true]","[46.911704369554656, 31.895325549525545, 34.29212708124767]"
96,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[258.27978341427837, 2.262070249494171, 134.34268633849277]","[13.88042096259731, 7.4042375699054, 7.458372016654181]","[236.97952845425556, -9.6372934188884, 122.65339299873416]","[281.34009625306504, 14.4059951207528, 146.99087776180525]","[false, false, true]","[44.360567798809484, 24.0432885396412, 24.33748476307109]"
97,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[248.92870108877617, -20.68730656457813, 127.8286219282131]","[14.191631520537465, 7.549296505081342, 7.851988222964448]","[226.64790372830066, -32.15858771618357, 116.64704790610655]","[272.25903113762644, -7.749083277461475, 141.3979240851372]","[true, true, true]","[45.611127409325775, 24.409504438722095, 24.75087617903064]"
98,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[245.0263757389305, -12.382458017163925, 134.43161019865485]","[14.063700061756283, 8.113849491928908, 8.374860777853083]","[223.94073462496965, -24.8017103703345, 122.10069757135328]","[269.36202638775535, 0.8052361059340093, 148.54255836960164]","[true, true, true]","[45.4212917627857, 25.60694647626851, 26.441860798248356]"
99,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[221.19683075132704, -8.759355204706342, 130.2720370146896]","[13.711677905469207, 9.64450570177489, 11.137677512916389]","[205.63553951315205, -22.072651851526, 116.32288269260523]","[249.61422170181262, 7.43233406492275, 151.98113390028888]","[true, true, true]","[43.97868218866057, 29.50498591644875, 35.65825120768365]"
