test_index,method,truth,estimate,sd,q05,q95,covers90,width90
92,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[483.7844738475466,231.96829180592772,265.700349277401]","[63.532990100390606,43.59643021546744,30.429885691209904]","[379.2820046498472,160.25854544387937,215.64764143049572]","[588.2869430452461,303.67803816797607,315.75305712430634]","[true,true,true]","[209.00493839539888,143.4194927240967,100.10541569381061]"
93,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[477.2736731650081,233.57310137315486,300.63955986755883]","[47.5216759217829,27.86893421146638,1.5290112804443912]","[399.1074721662511,187.73278385615242,298.12456011727016]","[555.4398741637651,279.4134188901573,303.1545596178475]","[true,true,false]","[156.332401997514,91.68063503400487,5.029999500577333]"
94,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[442.96057984223194,187.11910591045336,300.63955986755883]","[63.96340311115485,23.775482176750835,0.8310858547094535]","[337.7501442426899,148.01191781950467,299.2725452851319]","[548.171015441774,226.22629400140204,302.00657444998575]","[true,true,false]","[210.4208711990841,78.21437618189736,2.734029164853837]"
95,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[430.23729768067557,177.2738719303871,245.1736164722253]","[67.37634353589509,47.728112988913104,37.96789130489808]","[319.4130746449302,98.76811217302374,182.72199275166446]","[541.061520716421,255.77963168775045,307.6252401927861]","[true,true,true]","[221.6484460714908,157.01151951472673,124.90324744112166]"
96,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[463.77020834581475,200.8276743055577,238.57034006857222]","[56.93784223031478,39.70180761960717,30.44000750553323]","[370.11579204249085,135.5240120459173,188.50098331866587]","[557.4246246491387,266.1313365651981,288.63969681847857]","[true,true,true]","[187.3088326066478,130.60732451928084,100.1387134998127]"
97,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[475.1897928434308,201.6084481356761,241.42299594597702]","[56.2985927669582,36.90348159276727,34.19331314849535]","[382.5868483384357,140.907622590676,185.18000079618702]","[567.7927373484258,262.3092736806762,297.665991095767]","[true,true,true]","[185.20588900999013,121.4016510900002,112.48599029958001]"
98,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[461.03945247515077,219.11096996798588,300.63955986755883]","[48.32546615147358,25.50419672829055,4.250897208833207]","[381.5511342017789,177.1602994769733,293.64745617581167]","[540.5277707485227,261.06164045899845,307.631663559306]","[true,true,false]","[158.9766365467438,83.90134098202515,13.984207383494322]"
99,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,263.1789233138048,300.63955986755883]","[12.260781811936843,6.705971483057346,0.8709127193272069]","[520.6989082338031,252.14858179766475,299.2070359224153]","[561.0332910990529,274.2092648299448,302.0720838127024]","[false,false,false]","[40.334382865249836,22.060683032280053,2.8650478902870873]"
0,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[484.3891115513062, 199.28112814852796, 254.6919806411643]","[32.872824679959606, 21.543521700371876, 19.434939789973104]","[427.3481148834146, 161.3703064430907, 221.11778089747995]","[532.5564162753858, 232.3783174235026, 285.40951029187323]","[true, true, true]","[105.20830139197119, 71.00801098041191, 64.29172939439329]"
1,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[454.9725842124731, 166.167487058778, 236.63606782468875]","[29.086285157269312, 18.993940708970516, 15.926887628762326]","[407.92108162997266, 134.78179865608834, 211.3183839385152]","[503.9465745015693, 196.93211416963538, 263.77078401250907]","[true, false, true]","[96.02549287159661, 62.15031551354704, 52.45240007399386]"
2,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[449.8465241599829, 203.44074496192636, 258.8911557352408]","[31.66088007847653, 20.512114259593464, 18.928743612662227]","[399.3829204388863, 169.52362113620515, 226.69317863103242]","[502.3479134034318, 235.44635247090784, 289.7102622146951]","[true, true, true]","[102.9649929645455, 65.92273133470269, 63.01708358366267]"
3,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[464.1096670517437, 188.51057080614072, 248.29066366407028]","[29.550644422575843, 17.55511264719584, 16.609051524511912]","[416.0083461624592, 159.49566186410752, 221.0079578701556]","[512.4109932463912, 217.00740422008866, 275.64021622460933]","[true, true, true]","[96.40264708393198, 57.51174235598114, 54.63225835445374]"
4,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[504.0618235654038, 210.94986777114462, 256.18641404778094]","[24.793918638134997, 19.837376184885333, 17.593081009972177]","[458.115597640122, 176.03170455578956, 227.44982921377533]","[537.8859196561592, 241.62356296225008, 285.63882827217606]","[true, true, true]","[79.7703220160372, 65.59185840646052, 58.188999058400725]"
5,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[447.7983787981815, 178.33631686477702, 232.50288758864068]","[29.49035402725377, 19.700429558418605, 16.23139797669023]","[399.799558471584, 145.90715585061812, 205.24664011737758]","[497.16118611074074, 210.2609566688544, 259.15537228120724]","[true, true, false]","[97.36162763915672, 64.35380081823627, 53.908732163829654]"
6,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[460.44766682175145, 193.09568401707588, 276.7936947881536]","[35.4521238720877, 23.413348670035237, 18.823223022689174]","[399.3046712250753, 153.9388323932061, 239.6434598719899]","[516.3251112679421, 228.35048781627975, 299.35723490521275]","[true, true, true]","[117.02044004286682, 74.41165542307365, 59.713775033222845]"
7,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[486.49649101584424, 191.46199457293764, 234.6675107049507]","[34.04983421011097, 20.664682118789013, 17.54903479788305]","[426.4479510482309, 152.85697979102395, 205.7129724213258]","[534.6332644879416, 222.25254883997093, 262.8316233069111]","[true, true, true]","[108.18531343971068, 69.39556904894698, 57.11865088558534]"
8,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[457.6107053532129, 197.89152678094223, 250.23722639604588]","[32.57553563246776, 22.362542237333844, 17.761820935091382]","[404.1827307633973, 159.92775620248642, 221.0967085626958]","[511.77043366594074, 233.39783489908692, 279.7123836372678]","[true, true, true]","[107.58770290254347, 73.4700786966005, 58.61567507457201]"
9,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[471.4241311473295, 200.31967660563862, 261.01638893717274]","[32.2646237011155, 21.423079334559688, 18.549484247984]","[418.27445865143164, 164.2441381253002, 229.31668224906772]","[523.8191750370297, 234.39297273689522, 290.5294431243208]","[true, true, true]","[105.54471638559806, 70.14883461159502, 61.21276087525305]"
10,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[459.299883395252, 193.65401330553897, 263.70722431181036]","[32.841318659028225, 21.036997577632363, 18.441160039144954]","[406.33182213740906, 159.25296136162248, 231.35521338869302]","[513.0782953807112, 228.01681934904298, 292.66649076223945]","[true, true, true]","[106.74647324330215, 68.7638579874205, 61.31127737354643]"
11,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[438.6909818680857, 193.72446949626334, 251.7283030798501]","[31.421407974595905, 21.42968545870078, 19.013985569915594]","[387.93352168901356, 158.9360910210798, 220.65521543368996]","[490.4463690213752, 228.9566892217272, 283.69485925991887]","[true, true, true]","[102.51284733236162, 70.02059820064741, 63.03964382622891]"
12,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[440.77292203664416, 210.42524606703813, 277.0132789147858]","[30.225074608493088, 18.64669334916284, 16.781856888035826]","[390.93474158992774, 176.71889576213363, 245.41518144624925]","[488.91393112339097, 237.91232920305393, 298.71806497384983]","[true, true, true]","[97.97918953346323, 61.1934334409203, 53.302883527600585]"
13,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[467.66192912506943, 212.2234823942157, 272.5991312404785]","[31.966979443535944, 20.406236041636465, 18.00705177950458]","[413.64411010696404, 175.83007330403174, 238.84025318808148]","[518.7359413482333, 242.16690482164685, 297.53787912818774]","[true, true, true]","[105.09183124126923, 66.33683151761511, 58.69762594010626]"
14,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[451.7596974923332, 183.8789145502164, 260.37132451897526]","[28.42463736367254, 17.726343284251445, 16.68601524209789]","[407.04120639016077, 154.77107153992623, 233.2441738024081]","[498.82853723900536, 212.65293789673873, 287.8674380939591]","[true, true, true]","[91.78733084884459, 57.88186635681251, 54.62326429155098]"
15,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[443.4485389108088, 207.26105811363803, 276.853520212997]","[29.397600769513257, 19.504081781661835, 17.547880086844668]","[396.28339333716696, 173.80652241808002, 243.64384411673782]","[494.33697695235315, 237.02700953675932, 299.01389766912297]","[true, true, true]","[98.0535836151862, 63.2204871186793, 55.370053552385144]"
16,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[445.6980506074962, 195.43702417818022, 270.5035473032821]","[31.330720898793512, 20.3231559798992, 18.26600453785468]","[393.35476025935714, 160.7333205201065, 237.36726315152563]","[495.44152955018495, 226.95171241389008, 296.4166095920259]","[true, true, true]","[102.08676929082782, 66.21839189378358, 59.04934644050027]"
17,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[477.75968992873095, 212.85241259387195, 268.86278534784566]","[30.78504978682754, 20.365374219785085, 18.126764181911632]","[425.43412073223817, 177.64611031973627, 237.8334692309973]","[527.4080551928437, 244.16287402964178, 296.15015367167035]","[true, true, true]","[101.9739344606055, 66.51676370990552, 58.31668444067304]"
18,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[482.01691153897895, 198.57586882231158, 251.8271214643425]","[33.7439062326697, 22.00690033389221, 19.945896161939192]","[423.34040026674165, 159.9912667597995, 215.744853171799]","[532.8563460428006, 232.74216691092897, 282.45480969885983]","[true, true, true]","[109.51594577605897, 72.75090015112949, 66.70995652706083]"
19,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[498.7417079839251, 216.65620410253723, 266.56023008494856]","[28.09085643513929, 18.50702941587226, 24.12685841961213]","[447.5661671652555, 184.74438482500992, 218.51527479449766]","[537.4866165654086, 245.3295802629479, 297.7563532746211]","[true, true, true]","[89.92044940015307, 60.58519543793798, 79.24107848012346]"
20,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[477.8400555288843, 198.83737619506547, 253.6024684818952]","[28.920896738498048, 18.596020047803272, 16.648632824291962]","[430.64601346584936, 167.88516698364927, 226.68828604244854]","[525.4146592337214, 228.537571768544, 281.55444344683656]","[true, true, true]","[94.76864576787204, 60.65240478489474, 54.86615740438802]"
21,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[455.0436733379649, 188.92734535338232, 255.771236040642]","[26.40538263951768, 16.769754888644062, 15.483269817417977]","[412.98436588985925, 161.40200016583674, 230.85649254959583]","[498.70315357773325, 216.16050597113792, 281.7572525136899]","[true, true, true]","[85.718787687874, 54.75850580530118, 50.90075996409405]"
22,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[482.15554201690907, 198.00191339032577, 276.4981455618219]","[29.717521227945813, 19.423048191104797, 15.965504918005209]","[432.42479930426873, 165.00936747109853, 247.04030822164532]","[528.7212354307172, 227.89939523303653, 298.5197320427746]","[true, true, true]","[96.2964361264485, 62.890027761938, 51.479423821129274]"
23,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[459.36866622961304, 185.21467936493383, 256.715115477728]","[28.98398229638121, 17.856521354713262, 16.626619932212684]","[412.64493307584047, 155.83765993105007, 229.44784495965857]","[507.57503690958725, 214.14858865320573, 284.7426688082211]","[true, true, true]","[94.93010383374678, 58.310928722155666, 55.294823848562515]"
24,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[492.809632315915, 209.89844470516556, 263.42861383482045]","[27.952558569761173, 18.90580970303194, 16.94722505854617]","[445.7519151074266, 177.5622552210469, 234.81713633450212]","[534.680172911138, 239.43565238571844, 291.39426739373107]","[true, true, true]","[88.9282578037114, 61.87339716467153, 56.57713105922895]"
25,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[445.430433736792, 202.02052693964364, 269.6305002181124]","[31.90027730439432, 21.89499897209043, 19.262993130756104]","[392.76539122280224, 163.5557382541664, 233.53156271220246]","[497.85387649236947, 236.17792961133276, 296.61378036240296]","[true, true, true]","[105.08848526956723, 72.62219135716634, 63.082217650200505]"
26,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[445.63697328408335, 179.86646042654402, 255.51471124764845]","[28.655315097668115, 17.29289823235585, 16.673919010564465]","[399.2844879980193, 151.4727857841101, 228.5403614713665]","[492.1566473415629, 208.49899107305424, 283.44278628106156]","[true, true, true]","[92.87215934354361, 57.02620528894414, 54.90242480969505]"
27,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[472.8976865582848, 195.21813486511653, 249.5795865633559]","[30.244801615293344, 18.782140968637915, 16.783836327122618]","[423.1698670582984, 164.4522564303104, 221.74768406029025]","[521.5549363584528, 226.15817521542326, 277.2204406690802]","[true, true, true]","[98.38506930015438, 61.70591878511286, 55.47275660878992]"
28,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[492.50511181798987, 199.90111169606797, 269.21432656709084]","[32.907015126795294, 27.238695857993953, 20.954219683780625]","[430.9120536575784, 149.9920948650924, 227.20858213523584]","[536.1892756392959, 236.2803707543498, 296.88081964040276]","[true, true, true]","[105.27722198171756, 86.28827588925739, 69.67223750516692]"
29,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[498.2399281587395, 196.33694316398993, 262.1736320503008]","[27.099366861847137, 17.395973955233895, 16.256521702615046]","[451.2042031195457, 166.50228987458485, 235.8342209239163]","[535.9040736423713, 224.08952296229148, 289.29541124989333]","[true, true, true]","[84.69987052282556, 57.587233087706636, 53.46119032597704]"
30,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[463.5597153811082, 200.97552529409205, 271.10981085924357]","[31.211156020665378, 20.35280333796737, 17.77954219888519]","[411.83880398573694, 165.65893666710664, 239.5538148594289]","[514.5387504200552, 232.60902042125673, 296.98295899765066]","[true, true, true]","[102.69994643431824, 66.95008375415009, 57.429144138221744]"
31,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[469.37962378312574, 218.57420689603217, 271.87229953540583]","[33.619415020188875, 20.271137843105123, 18.364291339170848]","[410.0380779286474, 179.82191883555709, 237.88995277607233]","[520.7302955753984, 246.72187382364262, 297.1800948377422]","[true, true, true]","[110.69221764675098, 66.89995498808554, 59.29014206166988]"
32,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[456.1711372107311, 202.03810364258862, 261.120206639331]","[30.940148241509945, 20.869388733181893, 18.07205406549]","[405.40778535570064, 166.70137298024474, 230.49987470913388]","[507.56455432915874, 234.6926464868274, 290.3416175855427]","[true, true, true]","[102.1567689734581, 67.99127350658267, 59.8417428764088]"
33,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[483.9966741450552, 210.38130531386636, 257.27209775353526]","[28.892947347806317, 18.398664682596003, 16.9643616677526]","[436.16817937001065, 178.90371337035265, 229.0252549562428]","[530.0757775483312, 239.9146995501575, 285.4195203946966]","[true, true, true]","[93.90759817832054, 61.01098617980486, 56.39426543845377]"
34,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[499.65463443620615, 197.36606179415776, 256.7950389038922]","[31.42952064322624, 23.64126445391814, 20.788888282713728]","[439.57565755868893, 154.36648372917026, 216.969482800167]","[538.1276107295148, 230.8106498929117, 287.2758583222104]","[true, true, true]","[98.55195317082587, 76.44416616374144, 70.30637552204342]"
35,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[501.7849875278068, 199.3949023742105, 245.2469271016944]","[29.983945760097214, 19.32542400401767, 17.43896631078853]","[447.5234060433668, 163.54251174544154, 216.06694153283178]","[538.1134703806166, 228.6273588846201, 274.0514794976887]","[true, true, true]","[90.59006433724983, 65.08484713917855, 57.98453796485694]"
36,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[496.06486356568786, 211.1451976612024, 251.7689170452867]","[30.752954664489927, 20.758008577600197, 18.867593206146445]","[439.5137077803289, 171.29037911048746, 217.6139443673266]","[537.1519456692902, 241.16829459324012, 281.0324356921928]","[true, true, true]","[97.63823788896127, 69.87791548275266, 63.41849132486618]"
37,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[422.1750140785834, 175.58587952425646, 247.13869364487738]","[27.381510996083577, 18.428509378009398, 16.4729368065578]","[378.52037790123677, 145.80276136168624, 220.27419135183493]","[468.8505266161576, 206.4467935069479, 274.0280720967913]","[false, true, true]","[90.33014871492082, 60.64403214526166, 53.75388074495635]"
38,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[481.628709885394, 203.59117629472408, 262.9782543808654]","[33.35200361406113, 23.356971231371688, 21.206444878366764]","[423.4064980170314, 160.81883816606734, 222.10566500363947]","[530.5023239019596, 237.67147175645786, 293.1229710973517]","[true, true, true]","[107.09582588492816, 76.85263359039052, 71.01730609371222]"
39,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[487.8071153484299, 189.74922940382487, 269.4769224097332]","[34.30854183517441, 25.8604766069419, 20.47081820797375]","[422.55321316963654, 142.49716373134456, 230.37448551154498]","[534.1772927153736, 225.16246902219186, 297.01093195323796]","[true, true, true]","[111.62407954573706, 82.6653052908473, 66.63644644169298]"
40,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[463.247303471409, 181.75276415043277, 248.9536632665661]","[29.143624864766736, 17.87302282059236, 16.182227118661558]","[416.92030702991894, 152.4368722809025, 222.8417396960839]","[511.3215686600221, 211.5179489293012, 275.7928562464754]","[true, true, true]","[94.40126163010314, 59.08107664839872, 52.95111655039153]"
41,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[437.4291450473483, 181.61611593696716, 245.3385214030487]","[26.454052653587617, 18.666533425499466, 15.772997568518077]","[394.8382593999243, 151.2816440617833, 220.3268227842361]","[481.3956361058363, 211.02058994024623, 270.6807600075909]","[true, true, true]","[86.55737670591196, 59.738945878462914, 50.35393722335479]"
42,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[480.8292506241655, 201.71723923436772, 268.98845680983493]","[33.595909696281836, 24.066371452444617, 21.2054461762387]","[421.139254145201, 157.71493908683607, 226.95146290848493]","[530.3496945726876, 236.6253612529926, 296.6357950667408]","[true, true, true]","[109.21044042748656, 78.91042216615654, 69.68433215825587]"
43,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[500.2302091147152, 195.70463046159506, 260.76627634716004]","[31.574791234548226, 24.226152656021316, 21.31197470777324]","[440.3524592117419, 151.7440501044688, 219.10684369850395]","[538.6260385461842, 229.2769435012108, 290.9735597280186]","[true, true, true]","[98.27357933444227, 77.532893396742, 71.86671602951463]"
44,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[449.50674465283043, 193.8584768223804, 268.4383012179994]","[31.329634675143527, 21.012181203034455, 18.407938059919058]","[398.7108671645816, 158.44558351132503, 235.31734427890902]","[502.89790885688706, 226.96274580548837, 295.82763104344764]","[true, true, true]","[104.18704169230546, 68.51716229416334, 60.51028676453862]"
45,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[435.5456886065257, 168.32344781032006, 231.9564068614948]","[27.57469106529111, 16.316731921355284, 15.082817363412095]","[391.0538079086945, 142.34585360464808, 208.30369251102854]","[481.0073911924803, 196.02565316114683, 257.9092286943799]","[true, false, false]","[89.9535832837858, 53.67979955649875, 49.605536183351376]"
46,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[476.25775210748566, 203.64199309910327, 264.8483307286378]","[30.69673390772676, 18.891860637459597, 17.752209342956284]","[425.95517159998235, 171.7610662435784, 234.71087302296814]","[523.2998319429634, 233.53724062262611, 292.7993523411699]","[true, true, true]","[97.344660342981, 61.77617437904772, 58.088479318201735]"
47,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[447.7496980186616, 168.22375337400604, 259.80341817261245]","[27.215429087041617, 18.036609946249875, 16.244754903244527]","[404.140384557421, 138.37433703653954, 233.53439019102382]","[494.190521396317, 197.27041815568163, 286.8490109390344]","[true, false, true]","[90.05013683889604, 58.89608111914208, 53.314620748010555]"
48,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[492.54333822232337, 206.372755601473, 262.648171167394]","[31.31734774017731, 22.525242451783374, 20.468054572885983]","[436.2206229379985, 162.2042763884198, 225.00388267219432]","[535.3734510965237, 238.2478481925937, 292.9516122560439]","[true, true, true]","[99.15282815852521, 76.0435718041739, 67.9477295838496]"
49,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[423.9206975883523, 203.46232100379564, 273.21042647139205]","[28.52275390594439, 19.01216190524354, 17.673423966227393]","[377.8022030211814, 170.7468014773728, 241.4921918579935]","[471.022193405978, 232.74794746017346, 297.9256126294759]","[false, true, true]","[93.21999038479657, 62.001145982800665, 56.43342077148239]"
50,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[490.4351261638917, 207.17622239414598, 257.1684432516765]","[30.548095953066003, 22.393932566724004, 17.5986079606431]","[436.4024078385339, 165.93217495042506, 227.79114456462304]","[534.4233779277012, 239.80441438804618, 285.95655189321826]","[true, true, true]","[98.02097008916724, 73.87223943762112, 58.16540732859522]"
51,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[462.9106983599725, 194.02908658656435, 261.68069241511927]","[32.79209233222046, 22.900992617155943, 19.199592623404705]","[409.39052677773776, 155.16401612627632, 228.17349386019922]","[516.3090020260338, 230.1916065576476, 291.89678316901274]","[true, true, true]","[106.91847524829603, 75.02759043137127, 63.72328930881352]"
52,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[476.0608743186767, 192.73142954363433, 237.18064004714893]","[34.76147928437285, 20.73440161167326, 18.228509556082198]","[415.26045480835893, 158.77069924021328, 207.03568318628976]","[530.0337578644081, 226.95942362828964, 266.6974326765914]","[true, true, true]","[114.7733030560492, 68.18872438807637, 59.661749490301645]"
53,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[442.89358398488497, 191.02303498442996, 244.87538221688374]","[30.229852886282934, 23.149164474820033, 18.306307920189155]","[392.1739026003378, 145.44770008026433, 212.71916188636638]","[492.3990452674922, 224.06123187616797, 273.29207824285373]","[true, true, true]","[100.22514266715444, 78.61353179590364, 60.572916356487355]"
54,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[411.4972750906444, 173.8412520700136, 261.5793924691261]","[27.27418540535685, 19.321193350126595, 17.745942117418053]","[367.56371176837945, 142.79318582097576, 232.4904513787776]","[457.6866416176844, 206.18887009368956, 290.14941533055105]","[false, true, true]","[90.12292984930497, 63.395684272713794, 57.658963951773444]"
55,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[503.4311063863851, 209.388399732337, 250.58580525196157]","[27.06199150663099, 19.410771285095766, 19.99925328853004]","[453.06089532663174, 176.18935917059045, 217.18816086301845]","[538.4258257112185, 240.29208105328692, 283.15411266334274]","[true, true, true]","[85.36493038458678, 64.10272188269647, 65.96595180032429]"
56,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[469.8906332474892, 194.93915842527883, 274.89354668525243]","[33.18213505406804, 21.759855964696563, 18.294233058041584]","[411.8775680846941, 154.35026700166966, 239.43245032891878]","[522.2794657869914, 226.74302644938294, 298.4377929649264]","[true, true, true]","[110.40189770229733, 72.39275944771327, 59.00534263600764]"
57,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[455.4260972342468, 195.74535893304522, 236.5449645417135]","[30.191244032805773, 17.31527259796294, 15.808786599904181]","[407.07908223812996, 166.98383278521305, 211.2174606573618]","[505.09080245297116, 224.11901282051278, 262.9170309544122]","[true, true, true]","[98.0117202148412, 57.135180035299726, 51.6995702970504]"
58,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[430.14516981887715, 166.5773657009614, 249.18415623671376]","[25.999335338124222, 16.148126184551707, 15.57947705224337]","[389.37686090319505, 140.28887527846874, 223.91275951602455]","[473.48744621891365, 193.52387933481236, 275.23900623694533]","[true, false, true]","[84.1105853157186, 53.23500405634363, 51.32624672092078]"
59,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[455.6308935375207, 199.09596549566356, 267.40575056906533]","[33.39460311013247, 23.16314555993056, 19.286239042715767]","[401.0239667974419, 158.96478967215293, 233.03700207858623]","[512.9706620996293, 236.62784037508453, 295.96829448437956]","[true, true, true]","[111.94669530218738, 77.6630507029316, 62.93129240579333]"
60,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[458.371057733511, 203.13249899388117, 268.65103833376105]","[30.02620343542547, 20.036682965885646, 17.324907766216434]","[409.5520373516329, 169.19384283352363, 238.52058862746716]","[508.28442109553407, 234.98598740927073, 294.96006247320173]","[true, true, true]","[98.73238374390115, 65.7921445757471, 56.43947384573457]"
61,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[492.05099389821925, 208.71768177110536, 264.7669049175878]","[28.870912980461437, 21.58175319697747, 17.52308493356899]","[441.4852050409831, 170.87786331738764, 235.67394625527407]","[535.4749221996526, 242.0574152697378, 293.063380219762]","[true, true, true]","[93.98971715866952, 71.17955195235015, 57.38943396448792]"
62,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[477.17882452213803, 198.08071027010834, 235.63272925533983]","[35.569107019625505, 20.739430868928288, 18.864102091839424]","[417.0559632999074, 163.20616240158478, 203.394525354589]","[530.9737632605163, 231.29509361262674, 265.6126631802386]","[true, true, true]","[113.91779996060893, 68.08893121104197, 62.21813782564959]"
63,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[478.3217901839486, 212.75172312569887, 263.03749675063693]","[32.672021574590254, 23.030245657113213, 23.05735700673245]","[421.3052649564924, 171.70345968039695, 218.18239720984434]","[527.7667909582545, 246.16041607512213, 294.7670164622955]","[true, true, true]","[106.46152600176214, 74.45695639472518, 76.58461925245115]"
