method,step,stage,train_loss,val_loss_raw,val_loss_ema,best_val_loss,best_source,lr_model,lr_gate,lr_rho,grad_norm
linear CS beta-conditioned DeepSets FSM,4800,joint,45.02594757080078,41.11883325195313,41.06264599609375,41.0618115234375,raw,0.0001,,,53.088924407958984
linear CS beta-conditioned DeepSets FSM,4900,joint,37.79607009887695,41.07466662597656,41.05342639160156,41.05342639160156,ema,0.0001,,,25.423208236694336
linear CS beta-conditioned DeepSets FSM,5000,joint,43.8111572265625,41.024896484375,41.046806640625,41.024896484375,raw,0.0001,,,49.16853713989258
linear CS beta-conditioned DeepSets FSM,5100,joint,43.53212356567383,41.09307312011719,41.04222387695312,41.024896484375,raw,0.0001,,,14.019786834716797
linear CS beta-conditioned DeepSets FSM,5200,joint,40.69078826904297,41.00826000976563,41.030714965820316,41.00826000976563,raw,0.0001,,,23.99456214904785
linear CS beta-conditioned DeepSets FSM,5300,joint,43.07231521606445,41.0433203125,41.01650769042969,41.00826000976563,raw,0.0001,,,59.04457473754883
linear CS beta-conditioned DeepSets FSM,5400,joint,41.248268127441406,41.08732470703125,41.01026123046875,41.00826000976563,raw,0.0001,,,30.055740356445312
linear CS beta-conditioned DeepSets FSM,5500,joint,42.56568908691406,40.990782470703124,41.003642822265626,40.990782470703124,raw,0.0001,,,46.96528625488281
linear CS beta-conditioned DeepSets FSM,5600,joint,45.617393493652344,41.023706787109376,40.99591796875,40.990782470703124,raw,0.0001,,,24.94099235534668
linear CS beta-conditioned DeepSets FSM,5700,joint,42.182899475097656,40.99700537109375,40.989503173828126,40.989503173828126,ema,0.0001,,,45.07410430908203
linear CS beta-conditioned DeepSets FSM,5800,joint,40.064125061035156,41.08904614257813,40.98653356933594,40.98653356933594,ema,0.0001,,,52.71297073364258
linear CS beta-conditioned DeepSets FSM,5900,joint,43.249595642089844,40.9776005859375,40.97173706054687,40.97173706054687,ema,0.0001,,,20.655916213989258
linear CS beta-conditioned DeepSets FSM,6000,joint,43.4041748046875,40.98475366210938,40.96336767578125,40.96336767578125,ema,0.0001,,,14.026541709899902
linear CS beta-conditioned DeepSets FSM,6100,joint,41.198646545410156,40.98486767578125,40.96061535644531,40.96061535644531,ema,0.0001,,,59.505699157714844
linear CS beta-conditioned DeepSets FSM,6200,joint,44.765724182128906,40.927400268554685,40.94964770507813,40.927400268554685,raw,0.0001,,,28.556360244750977
linear CS beta-conditioned DeepSets FSM,6300,joint,39.88705825805664,40.955186401367186,40.94282104492188,40.927400268554685,raw,0.0001,,,68.37812042236328
linear CS beta-conditioned DeepSets FSM,6400,joint,47.36151123046875,41.033067138671875,40.94221435546875,40.927400268554685,raw,0.0001,,,54.950164794921875
linear CS beta-conditioned DeepSets FSM,6500,joint,42.64331817626953,40.95115893554687,40.941980346679685,40.927400268554685,raw,0.0001,,,38.119815826416016
linear CS beta-conditioned DeepSets FSM,6600,joint,45.029502868652344,40.92793774414063,40.94531079101562,40.927400268554685,raw,0.0001,,,29.65709114074707
linear CS beta-conditioned DeepSets FSM,6700,joint,36.399139404296875,40.909715454101566,40.93643432617188,40.909715454101566,raw,0.0001,,,41.50313186645508
linear CS beta-conditioned DeepSets FSM,6800,joint,40.06524658203125,40.92055419921875,40.926380859375,40.909715454101566,raw,0.0001,,,26.03775978088379
linear CS beta-conditioned DeepSets FSM,6900,joint,43.73762512207031,41.06680249023437,40.92365490722656,40.909715454101566,raw,0.0001,,,30.54578971862793
linear CS beta-conditioned DeepSets FSM,7000,joint,36.19622039794922,40.88476599121094,40.9231689453125,40.88476599121094,raw,0.0001,,,15.568503379821777
linear CS beta-conditioned DeepSets FSM,7100,joint,39.752349853515625,40.90191064453125,40.9054736328125,40.88476599121094,raw,0.0001,,,26.233474731445312
linear CS beta-conditioned DeepSets FSM,7200,joint,42.0274658203125,40.88531469726563,40.895506958007815,40.88476599121094,raw,0.0001,,,29.76800537109375
linear CS beta-conditioned DeepSets FSM,7300,joint,43.18861389160156,40.89030065917969,40.8906806640625,40.88476599121094,raw,0.0001,,,34.462799072265625
linear CS beta-conditioned DeepSets FSM,7400,joint,38.527137756347656,41.00860803222656,40.88994018554688,40.88476599121094,raw,0.0001,,,94.82572174072266
linear CS beta-conditioned DeepSets FSM,7500,joint,38.451412200927734,40.8673095703125,40.8838798828125,40.8673095703125,raw,0.0001,,,51.2405891418457
linear CS beta-conditioned DeepSets FSM,7600,joint,40.687686920166016,40.88047985839844,40.87586547851563,40.8673095703125,raw,0.0001,,,26.17089080810547
linear CS beta-conditioned DeepSets FSM,7700,joint,41.14839172363281,40.87964990234375,40.871780883789064,40.8673095703125,raw,0.0001,,,19.558433532714844
linear CS beta-conditioned DeepSets FSM,7800,joint,38.26638412475586,40.97815966796875,40.867843139648436,40.8673095703125,raw,0.0001,,,34.058372497558594
linear CS beta-conditioned DeepSets FSM,7900,joint,42.78435516357422,40.843083374023436,40.86165405273437,40.843083374023436,raw,0.0001,,,28.70162582397461
linear CS beta-conditioned DeepSets FSM,8000,joint,41.08814239501953,40.86666723632813,40.855867065429685,40.843083374023436,raw,0.0001,,,17.994827270507812
linear CS beta-conditioned DeepSets FSM,8100,joint,40.87025451660156,40.90045837402344,40.85488110351562,40.843083374023436,raw,0.0001,,,28.923891067504883
linear CS beta-conditioned DeepSets FSM,8200,joint,43.91737365722656,40.84725329589844,40.85180493164062,40.843083374023436,raw,0.0001,,,26.340124130249023
linear CS beta-conditioned DeepSets FSM,8300,joint,46.95374298095703,40.85080749511719,40.84743408203125,40.843083374023436,raw,0.0001,,,35.73555374145508
linear CS beta-conditioned DeepSets FSM,8400,joint,37.06489562988281,40.83523461914063,40.84970739746094,40.83523461914063,raw,0.0001,,,98.29241943359375
linear CS beta-conditioned DeepSets FSM,8500,joint,39.23817443847656,40.83364721679688,40.84108068847656,40.83364721679688,raw,0.0001,,,15.57514476776123
linear CS beta-conditioned DeepSets FSM,8600,joint,44.64845657348633,40.82900219726562,40.846021484375,40.82900219726562,raw,0.0001,,,18.06879997253418
linear CS beta-conditioned DeepSets FSM,8700,joint,37.15843963623047,41.03188989257813,40.83789001464844,40.82900219726562,raw,0.0001,,,25.602956771850586
linear CS beta-conditioned DeepSets FSM,8800,joint,43.316829681396484,40.84962890625,40.8290888671875,40.82900219726562,raw,0.0001,,,48.25967788696289
linear CS beta-conditioned DeepSets FSM,8900,joint,42.47584533691406,40.821766967773435,40.8235888671875,40.821766967773435,raw,0.0001,,,15.71690559387207
linear CS beta-conditioned DeepSets FSM,9000,joint,40.056983947753906,40.80264379882812,40.816458740234374,40.80264379882812,raw,0.0001,,,54.94220733642578
linear CS beta-conditioned DeepSets FSM,9100,joint,38.84552764892578,40.81448852539062,40.81256042480469,40.80264379882812,raw,0.0001,,,27.891857147216797
linear CS beta-conditioned DeepSets FSM,9200,joint,40.442962646484375,40.82554467773438,40.805781616210936,40.80264379882812,raw,0.0001,,,30.640268325805664
linear CS beta-conditioned DeepSets FSM,9300,joint,39.02433776855469,40.800795166015625,40.80145629882813,40.800795166015625,raw,0.0001,,,62.48356246948242
linear CS beta-conditioned DeepSets FSM,9400,joint,41.48776626586914,40.8666279296875,40.800575317382815,40.800575317382815,ema,0.0001,,,59.91786193847656
linear CS beta-conditioned DeepSets FSM,9500,joint,39.057777404785156,40.86224328613281,40.806085205078126,40.800575317382815,ema,0.0001,,,45.9891357421875
linear CS beta-conditioned DeepSets FSM,9600,joint,44.911582946777344,40.8155888671875,40.79595629882812,40.79595629882812,ema,0.0001,,,25.746925354003906
linear CS beta-conditioned DeepSets FSM,9700,joint,47.939918518066406,40.79975891113281,40.78570043945312,40.78570043945312,ema,0.0001,,,51.372711181640625
linear CS beta-conditioned DeepSets FSM,9800,joint,37.86129379272461,40.78665014648438,40.783997314453124,40.783997314453124,ema,0.0001,,,17.967016220092773
linear CS beta-conditioned DeepSets FSM,9900,joint,42.2247314453125,40.76890234375,40.78124206542969,40.76890234375,raw,0.0001,,,61.0429573059082
linear CS beta-conditioned DeepSets FSM,10000,joint,39.36103057861328,40.772813598632816,40.778490234375,40.76890234375,raw,0.0001,,,47.951114654541016
linear CS beta-conditioned DeepSets FSM,10100,joint,36.85907745361328,40.797723266601565,40.7695,40.76890234375,raw,0.0001,,,85.66425323486328
linear CS beta-conditioned DeepSets FSM,10200,joint,48.65818786621094,40.80534008789063,40.770794921875,40.76890234375,raw,0.0001,,,53.09758758544922
linear CS beta-conditioned DeepSets FSM,10300,joint,43.493736267089844,40.780706787109374,40.76853784179688,40.76853784179688,ema,0.0001,,,65.68326568603516
linear CS beta-conditioned DeepSets FSM,10400,joint,41.12743377685547,40.75783081054688,40.76886303710938,40.75783081054688,raw,0.0001,,,24.240234375
linear CS beta-conditioned DeepSets FSM,10500,joint,47.46199417114258,40.76239221191406,40.77028466796875,40.75783081054688,raw,0.0001,,,13.816466331481934
linear CS beta-conditioned DeepSets FSM,10600,joint,48.20026397705078,40.797793579101565,40.77301794433594,40.75783081054688,raw,0.0001,,,87.5141830444336
linear CS beta-conditioned DeepSets FSM,10700,joint,43.333984375,40.77938525390625,40.76634020996094,40.75783081054688,raw,0.0001,,,49.64613723754883
linear CS beta-conditioned DeepSets FSM,10800,joint,38.03369903564453,40.8968720703125,40.76120495605469,40.75783081054688,raw,0.0001,,,21.677576065063477
linear CS beta-conditioned DeepSets FSM,10900,joint,40.28125762939453,40.77310607910156,40.7592099609375,40.75783081054688,raw,0.0001,,,72.77079772949219
linear CS beta-conditioned DeepSets FSM,11000,joint,37.12299346923828,40.87487585449219,40.75648999023438,40.75648999023438,ema,0.0001,,,35.615779876708984
linear CS beta-conditioned DeepSets FSM,11100,joint,44.479671478271484,40.74461279296875,40.749544067382814,40.74461279296875,raw,0.0001,,,35.69411087036133
linear CS beta-conditioned DeepSets FSM,11200,joint,36.87937927246094,40.7571796875,40.74431774902344,40.74431774902344,ema,0.0001,,,52.589454650878906
linear CS beta-conditioned DeepSets FSM,11300,joint,38.023319244384766,40.830212890625,40.73910375976563,40.73910375976563,ema,0.0001,,,43.67551040649414
linear CS beta-conditioned DeepSets FSM,11400,joint,41.54584503173828,40.73863110351562,40.74419091796875,40.73863110351562,raw,0.0001,,,29.926454544067383
linear CS beta-conditioned DeepSets FSM,11500,joint,39.9776611328125,40.7511181640625,40.74712573242188,40.73863110351562,raw,0.0001,,,47.743377685546875
linear CS beta-conditioned DeepSets FSM,11600,joint,39.41307830810547,40.74109558105469,40.73826049804688,40.73826049804688,ema,0.0001,,,26.63100242614746
linear CS beta-conditioned DeepSets FSM,11700,joint,43.22418975830078,40.77236157226562,40.731464965820315,40.731464965820315,ema,0.0001,,,59.376708984375
linear CS beta-conditioned DeepSets FSM,11800,joint,39.312896728515625,40.711365234375,40.73270361328125,40.711365234375,raw,0.0001,,,81.13359069824219
linear CS beta-conditioned DeepSets FSM,11900,joint,45.170936584472656,40.735371215820315,40.72807775878906,40.711365234375,raw,0.0001,,,43.15211868286133
linear CS beta-conditioned DeepSets FSM,12000,joint,40.45020294189453,40.72630029296875,40.73055151367188,40.711365234375,raw,0.0001,,,41.978179931640625
linear CS beta-conditioned DeepSets FSM,12100,joint,42.28076934814453,40.742895141601565,40.72959204101563,40.711365234375,raw,0.0001,,,50.98072052001953
linear CS beta-conditioned DeepSets FSM,12200,joint,39.919918060302734,40.77025646972656,40.732356323242186,40.711365234375,raw,0.0001,,,15.760560035705566
linear CS beta-conditioned DeepSets FSM,12300,joint,34.60850524902344,40.784896728515626,40.71856176757812,40.711365234375,raw,0.0001,,,71.34371948242188
linear CS beta-conditioned DeepSets FSM,12400,joint,42.51164245605469,40.70751171875,40.71551220703125,40.70751171875,raw,0.0001,,,13.303065299987793
linear CS beta-conditioned DeepSets FSM,12500,joint,42.96900177001953,40.818095703125,40.71816040039062,40.70751171875,raw,0.0001,,,39.876441955566406
linear CS beta-conditioned DeepSets FSM,12600,joint,45.87342834472656,40.767251342773434,40.717043701171875,40.70751171875,raw,0.0001,,,12.516585350036621
linear CS beta-conditioned DeepSets FSM,12700,joint,39.293304443359375,40.72853051757812,40.72171850585938,40.70751171875,raw,0.0001,,,32.73942565917969
linear CS beta-conditioned DeepSets FSM,12800,joint,38.27484130859375,40.779636474609376,40.71491235351562,40.70751171875,raw,0.0001,,,28.663280487060547
linear CS beta-conditioned DeepSets FSM,12900,joint,41.771461486816406,40.80433813476562,40.71206384277344,40.70751171875,raw,0.0001,,,48.9337272644043
linear CS beta-conditioned DeepSets FSM,13000,joint,38.278324127197266,40.71341064453125,40.711979858398436,40.70751171875,raw,0.0001,,,56.22044372558594
linear CS beta-conditioned DeepSets FSM,13100,joint,38.22053909301758,40.7086845703125,40.715271850585935,40.70751171875,raw,0.0001,,,34.681522369384766
linear CS beta-conditioned DeepSets FSM,13200,joint,38.57646560668945,40.70228137207031,40.707578247070316,40.70228137207031,raw,0.0001,,,17.652679443359375
linear CS beta-conditioned DeepSets FSM,13300,joint,48.4400749206543,40.72712451171875,40.702480224609374,40.70228137207031,raw,0.0001,,,32.083614349365234
linear CS beta-conditioned DeepSets FSM,13400,joint,45.30708312988281,40.77037121582031,40.70127673339844,40.70127673339844,ema,0.0001,,,53.443214416503906
linear CS beta-conditioned DeepSets FSM,13500,joint,41.446022033691406,40.798228515625,40.69775061035156,40.69775061035156,ema,0.0001,,,8.386724472045898
linear CS beta-conditioned DeepSets FSM,13600,joint,40.2001953125,40.6881943359375,40.697778930664064,40.6881943359375,raw,0.0001,,,27.8718204498291
linear CS beta-conditioned DeepSets FSM,13700,joint,43.20514678955078,40.7331806640625,40.688823486328126,40.6881943359375,raw,0.0001,,,39.71772384643555
linear CS beta-conditioned DeepSets FSM,13800,joint,43.079017639160156,40.717359375,40.6830654296875,40.6830654296875,ema,0.0001,,,7.675070285797119
linear CS beta-conditioned DeepSets FSM,13900,joint,38.48237228393555,40.77476708984375,40.68503271484375,40.6830654296875,ema,0.0001,,,67.28803253173828
linear CS beta-conditioned DeepSets FSM,14000,joint,42.874324798583984,40.77232043457031,40.68851123046875,40.6830654296875,ema,0.0001,,,32.54152297973633
linear CS beta-conditioned DeepSets FSM,14100,joint,42.73755645751953,40.77969152832031,40.68671350097656,40.6830654296875,ema,0.0001,,,28.261653900146484
linear CS beta-conditioned DeepSets FSM,14200,joint,37.906166076660156,40.72249682617188,40.68045483398438,40.68045483398438,ema,0.0001,,,65.8649673461914
linear CS beta-conditioned DeepSets FSM,14300,joint,46.24201202392578,40.77669775390625,40.68360119628906,40.68045483398438,ema,0.0001,,,23.487550735473633
linear CS beta-conditioned DeepSets FSM,14400,joint,40.10441589355469,40.746233642578126,40.68369970703125,40.68045483398438,ema,0.0001,,,44.286922454833984
linear CS beta-conditioned DeepSets FSM,14500,joint,38.94269561767578,40.70366845703125,40.67372302246094,40.67372302246094,ema,0.0001,,,25.466079711914062
linear CS beta-conditioned DeepSets FSM,14600,joint,37.1132926940918,40.65885229492188,40.67328125,40.65885229492188,raw,0.0001,,,52.38331985473633
linear CS beta-conditioned DeepSets FSM,14700,joint,37.11030197143555,40.69703051757813,40.670666015625,40.65885229492188,raw,0.0001,,,31.38079071044922
linear CS beta-conditioned DeepSets FSM,14800,joint,49.787872314453125,40.76487036132813,40.662173095703125,40.65885229492188,raw,0.0001,,,76.33377838134766
linear CS beta-conditioned DeepSets FSM,14900,joint,40.16411209106445,40.6798486328125,40.66379614257813,40.65885229492188,raw,0.0001,,,46.84141159057617
linear CS beta-conditioned DeepSets FSM,15000,joint,37.99181365966797,40.80404357910156,40.66880834960938,40.65885229492188,raw,0.0001,,,21.60820198059082
linear CS beta-conditioned DeepSets FSM,15100,joint,42.850162506103516,40.67182299804688,40.6680908203125,40.65885229492188,raw,0.0001,,,51.8203239440918
linear CS beta-conditioned DeepSets FSM,15200,joint,43.3224983215332,40.66076879882812,40.6620615234375,40.65885229492188,raw,0.0001,,,63.414363861083984
linear CS beta-conditioned DeepSets FSM,15300,joint,44.709014892578125,40.68622119140625,40.66104956054688,40.65885229492188,raw,0.0001,,,28.446809768676758
linear CS beta-conditioned DeepSets FSM,15400,joint,43.135353088378906,40.71520031738281,40.66293383789063,40.65885229492188,raw,0.0001,,,105.19740295410156
linear CS beta-conditioned DeepSets FSM,15500,joint,41.756996154785156,40.77530139160156,40.66279028320312,40.65885229492188,raw,0.0001,,,29.236425399780273
linear CS beta-conditioned DeepSets FSM,15600,joint,37.24201965332031,40.69459130859375,40.65808471679688,40.65808471679688,ema,0.0001,,,32.25867462158203
linear CS beta-conditioned DeepSets FSM,15700,joint,36.004669189453125,40.708720947265626,40.650883178710934,40.650883178710934,ema,0.0001,,,46.13173294067383
linear CS beta-conditioned DeepSets FSM,15800,joint,41.2369384765625,40.765903564453126,40.654882202148436,40.650883178710934,ema,0.0001,,,31.59684181213379
linear CS beta-conditioned DeepSets FSM,15900,joint,42.774513244628906,40.64920361328125,40.65198693847656,40.64920361328125,raw,0.0001,,,109.81673431396484
linear CS beta-conditioned DeepSets FSM,16000,joint,38.03246307373047,40.70964990234375,40.648101440429684,40.648101440429684,ema,0.0001,,,64.35281372070312
linear CS beta-conditioned DeepSets FSM,16100,joint,41.24058532714844,40.797012573242185,40.64191821289062,40.64191821289062,ema,0.0001,,,71.38106536865234
linear CS beta-conditioned DeepSets FSM,16200,joint,47.27583312988281,40.728302368164066,40.64514892578125,40.64191821289062,ema,0.0001,,,81.32144165039062
linear CS beta-conditioned DeepSets FSM,16300,joint,44.82036209106445,40.6500205078125,40.64451293945312,40.64191821289062,ema,0.0001,,,48.92428207397461
linear CS beta-conditioned DeepSets FSM,16400,joint,43.353946685791016,40.790469116210936,40.64585034179687,40.64191821289062,ema,0.0001,,,57.97902297973633
linear CS beta-conditioned DeepSets FSM,16500,joint,39.70893478393555,40.71240405273438,40.64446069335938,40.64191821289062,ema,0.0001,,,66.43778228759766
linear CS beta-conditioned DeepSets FSM,16600,joint,46.13904571533203,40.64886267089844,40.645928588867186,40.64191821289062,ema,0.0001,,,14.245872497558594
linear CS beta-conditioned DeepSets FSM,16700,joint,41.38330841064453,40.63272766113281,40.64352319335938,40.63272766113281,raw,0.0001,,,16.216445922851562
linear CS beta-conditioned DeepSets FSM,16800,joint,41.93600082397461,40.693426879882814,40.64168530273437,40.63272766113281,raw,0.0001,,,10.967019081115723
linear CS beta-conditioned DeepSets FSM,16900,joint,45.833885192871094,40.70943359375,40.65041357421875,40.63272766113281,raw,0.0001,,,61.42301559448242
linear CS beta-conditioned DeepSets FSM,17000,joint,41.31946563720703,40.80204089355469,40.6513466796875,40.63272766113281,raw,0.0001,,,60.09852981567383
linear CS beta-conditioned DeepSets FSM,17100,joint,40.37333679199219,40.6464296875,40.648449340820314,40.63272766113281,raw,0.0001,,,30.217205047607422
linear CS beta-conditioned DeepSets FSM,17200,joint,39.164459228515625,40.7056650390625,40.64628369140625,40.63272766113281,raw,0.0001,,,37.49898147583008
linear CS beta-conditioned DeepSets FSM,17300,joint,42.149879455566406,40.665708984375,40.647082763671875,40.63272766113281,raw,0.0001,,,74.07227325439453
linear CS beta-conditioned DeepSets FSM,17400,joint,40.38874435424805,40.633845336914064,40.64294470214844,40.63272766113281,raw,0.0001,,,48.52541732788086
linear CS beta-conditioned DeepSets FSM,17500,joint,46.54707336425781,40.63186376953125,40.644076171875,40.63186376953125,raw,0.0001,,,19.764766693115234
linear CS beta-conditioned DeepSets FSM,17600,joint,43.75187683105469,40.682510498046874,40.64380517578125,40.63186376953125,raw,0.0001,,,89.5474853515625
linear CS beta-conditioned DeepSets FSM,17700,joint,41.050559997558594,40.65086083984375,40.64598486328125,40.63186376953125,raw,0.0001,,,59.213985443115234
linear CS beta-conditioned DeepSets FSM,17800,joint,43.311668395996094,40.69699194335937,40.64349304199219,40.63186376953125,raw,0.0001,,,48.59579849243164
linear CS beta-conditioned DeepSets FSM,17900,joint,41.83800506591797,40.671002685546874,40.64224145507813,40.63186376953125,raw,0.0001,,,87.43550872802734
linear CS beta-conditioned DeepSets FSM,18000,joint,42.11619567871094,40.656768798828125,40.63810107421875,40.63186376953125,raw,0.0001,,,14.300643920898438
linear CS beta-conditioned DeepSets FSM,18100,joint,43.936073303222656,40.67890673828125,40.63963403320312,40.63186376953125,raw,0.0001,,,56.41640090942383
