mse,rmse,std_mse,std_rmse,corr,cosine,target_mean,target_sd,pred_mean,pred_sd,method,pi,n
0.3188051052000921,0.5646282894082549,0.19937852956670768,0.44651822982573475,0.9004846675691212,0.8959237902993046,-0.021611614170923183,1.2645134099641107,-0.14241707606762646,1.1810729933897757,linear CS beta-conditioned DeepSets FSM,0.07,5000
0.2761903364057974,0.5255381398203154,0.17272754499511794,0.41560503485294537,0.925879344373252,0.9165186423129493,-0.021611614170923183,1.2645134099641107,-0.2085738243728876,1.284730453275431,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],0.07,5000
0.3574272049453786,0.5978521597731153,0.15865041612241135,0.3983094476941406,0.9247543033894194,0.9179383163495612,-0.014994173640422832,1.500974087443865,-0.17485105303376913,1.3133108334453285,linear CS beta-conditioned DeepSets FSM,0.1,5000
0.31012904060561,0.5568923061109841,0.13765628542808656,0.3710205997354952,0.9402439260441378,0.9295174229120169,-0.014994173640422832,1.500974087443865,-0.2346652554050088,1.4371018464308432,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],0.1,5000
0.4634640072932636,0.6807819087587915,0.08735116895971048,0.29555231171437396,0.9649633670020178,0.964850201292967,0.02885180018750162,2.3034227166412586,0.05478540913760662,1.9104478996779053,linear CS beta-conditioned DeepSets FSM,0.3,5000
0.30901068649530217,0.5558872965766551,0.058240649244909765,0.24133099520142406,0.9796089200202415,0.9789759385922353,0.02885180018750162,2.3034227166412586,0.09557436152994633,1.9558129555905654,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],0.3,5000
0.5982373051109291,0.7734580176783541,0.10479100474038266,0.32371438760176025,0.9480986863739108,0.948036840235583,0.026336910506062843,2.389322338770464,-0.0008061457961797714,2.122891502359549,linear CS beta-conditioned DeepSets FSM,0.5,5000
0.3544819377550388,0.5953838574861086,0.06209328322107955,0.2491852387704367,0.9727928803761576,0.9724390951390912,0.026336910506062843,2.389322338770464,0.08120288905501366,2.112056069700512,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],0.5,5000
0.755843514173828,0.8693926122148888,0.16631989587210447,0.4078233635682297,0.9161013771583548,0.9136325263081458,-0.012444719209006763,2.1317871654239884,-0.14987699908316135,1.8730126739427382,linear CS beta-conditioned DeepSets FSM,0.65,5000
0.46089769281666687,0.6788944636809663,0.10141842172284866,0.31846259077456596,0.9483694693673862,0.9483105050746439,-0.012444719209006763,2.1317871654239884,0.010149547502398491,1.9648890897770683,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],0.65,5000
0.9055065530570311,0.9515810806531575,0.21788946711668575,0.46678631847632995,0.9040692862532054,0.8844353562601261,-0.030878729050417577,2.038579630523803,-0.3997806364834309,1.7414124013936245,linear CS beta-conditioned DeepSets FSM,0.68,5000
0.4905465354033977,0.7003902736356336,0.1180388179788809,0.3435677778530474,0.9396027224877493,0.9394957059854987,-0.030878729050417577,2.038579630523803,-0.05995520000755787,1.8619579653177862,shared-raw-gate CS beta-conditioned gate+DeepSets FSM [matched_random],0.68,5000
