pi_true,seed,method,pilot_u_context,pilot_pi_context,pilot_status,score_context,pi_post_mean,pi_post_sd,q05,q50,q95,pi_sq_err,mean_sq_err_to_exact,w1_to_exact,coverage90
0.1,104,shared-raw-gate FSM pilot+score NPE,-2.944438934326172,0.050000002129912804,left_boundary,0.26199233531951904,0.11661894619464874,0.053896479308605194,0.05681307800114155,0.10171567648649216,0.222911635786295,0.00027618937262062975,0.00048788986042618834,0.02215478969930256,1.0
0.1,105,exact likelihood grid,-2.9444389791664403,0.05000000000000002,left_boundary,nan,0.08354993845211786,0.03265792438233137,0.05164456755267191,0.07361926699970214,0.14907108445202147,0.0002706045249291107,0.0,0.0,1.0
0.1,105,pilot-only NPE,-2.944438934326172,0.050000002129912804,left_boundary,nan,0.12492804229259491,0.06610608845949173,0.05761354323476553,0.10559789836406708,0.2601813599467278,0.0006214072925414002,0.0017121474774333015,0.04144463128256321,1.0
0.1,105,linear FSM pilot+score NPE,-2.944438934326172,0.050000002129912804,left_boundary,-1.0804078578948975,0.09058768302202225,0.037546735256910324,0.05367796234786511,0.07911449670791626,0.16757609322667127,8.859171089392837e-05,4.9529848631218676e-05,0.007116931614202571,1.0
0.1,105,shared-raw-gate FSM pilot+score NPE,-2.944438934326172,0.050000002129912804,left_boundary,-1.5061695575714111,0.08380196243524551,0.034860759973526,0.052943700924515724,0.07085463032126427,0.15650656297802926,0.00026237642094919763,6.351608807152739e-08,0.0024964388022301357,1.0
0.1,106,exact likelihood grid,-1.8802535947633714,0.13235974784059226,interior,nan,0.18599383849482193,0.07018734380865448,0.08464488858550913,0.17818026535211048,0.3134810729578741,0.007394940259073517,0.0,0.0,1.0
0.1,106,pilot-only NPE,-1.880253553390503,0.13235975259187924,interior,nan,0.2027241736650467,0.0989692285656929,0.07270222939550877,0.18326694518327713,0.38966115117073075,0.010552255855166672,0.00027990411490805967,0.022301500425811416,1.0
0.1,106,linear FSM pilot+score NPE,-1.880253553390503,0.13235975259187924,interior,0.26564890146255493,0.1719989776611328,0.07112009823322296,0.07460336051881314,0.16247785836458206,0.30272366255521777,0.005183852784248301,0.00019585612975432561,0.013992803942055588,1.0
0.1,106,shared-raw-gate FSM pilot+score NPE,-1.880253553390503,0.13235975259187924,interior,0.09905868768692017,0.16378673911094666,0.06998144090175629,0.07086389809846878,0.1538628786802292,0.29353069961071027,0.004068748086407971,0.0004931552630453135,0.022140476422817443,1.0
0.1,107,exact likelihood grid,-1.192993842581455,0.232723917062168,interior,nan,0.18884383142301794,0.07027294923240585,0.08741763507377459,0.18101751101588548,0.31647092586034453,0.00789322638192163,0.0,0.0,1.0
