run_dir,checkpoint,checkpoint_sha256,model,method,architecture,trainable_parameters,selection,checkpoint_source,checkpoint_step,n_blocks,block_size,tau,sigma_q,pi_min,pi_max,finite,deterministic_repeat_max_abs_error,permutation_invariance_required,block_permutation_max_abs_error,within_block_permutation_max_abs_error,passed
/root/autodl-tmp/direct_raw_fsm_20260820/model2/stage1,/root/autodl-tmp/direct_raw_fsm_20260820/model2/stage1/model_direct_raw_fsm.pt,ff1a9311b0e94d8e845a45d8eced4969f0e462879221e3f15d3ce7b03e249ae4,model2,direct_raw_fsm,direct_flat_mlp,106753,validation_best,ema,500,40,40,1.0,0.15,0.05,0.7,True,0.0,False,1.0344085097312927,0.9131572246551514,True
