run_dir,checkpoint,checkpoint_sha256,model,method,architecture,trainable_parameters,selection,checkpoint_source,checkpoint_step,n_blocks,block_size,tau,sigma_q,pi_min,pi_max,finite,deterministic_repeat_max_abs_error,permutation_invariance_required,block_permutation_max_abs_error,within_block_permutation_max_abs_error,passed
/root/autodl-tmp/direct_raw_fsm_20260820/model1/stage1,/root/autodl-tmp/direct_raw_fsm_20260820/model1/stage1/model_direct_raw_fsm.pt,c8af15f2cecd0d08ec9293cf781c445770a630f17af306995778b3dcdf39ecad,model1,direct_raw_fsm,direct_flat_mlp,29953,validation_best,raw,1700,20,20,0.5,0.2,0.05,0.7,True,0.0,False,2.190457344055176,1.8976625800132751,True
