method,seed,pi_true,pilot_u_context,pilot_pi_context,pilot_status,score_context,pi_post_mean,pi_post_std,pi_q05,pi_q50,pi_q95,pi_sq_err,pi_coverage90,exact_pi_post_mean,exact_pi_post_std,exact_pi_q05,exact_pi_q50,exact_pi_q95,mean_abs_err_to_exact,mean_sq_err_to_exact,sd_abs_err_to_exact,q05_abs_err_to_exact,q50_abs_err_to_exact,q95_abs_err_to_exact,w1_to_exact,cdf_at_true,exact_cdf_at_true,cdf_at_true_abs_err_to_exact
radial FSM pilot+score NPE,102,0.1,-2.9308411090321433,0.05064986537117036,interior,0.11017599701881409,0.1613275408744812,0.08204218000173569,0.06113710217177868,0.14404433965682983,0.31693951189517977,0.0037610672697111617,1.0,0.14692857247650776,0.07766250760999388,0.05704457270444448,0.12863089776681266,0.2995968242542583,0.014398968397973444,0.00020733029092583793,0.004379672391741807,0.004092529467334204,0.015413441890017171,0.01734268764092145,0.014467254959379781,0.26,0.3364876467277958,0.07648764672779579
exact likelihood grid,103,0.1,-1.7587538615694356,0.14694647854098628,interior,nan,0.13679283591987473,0.07681269091332749,0.055008324569272404,0.11549183571765223,0.2911855480801427,0.001353712775026824,1.0,0.13679283591987473,0.07681269091332749,0.055008324569272404,0.11549183571765223,0.2911855480801427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40664077494306655,0.40664077494306655,0.0
pilot-only NPE,103,0.1,-1.7587538615694356,0.14694647854098628,interior,nan,0.21074038743972778,0.11070511490106583,0.06585951372981072,0.192839615046978,0.4171946689486504,0.012263433410301018,1.0,0.13679283591987473,0.07681269091332749,0.055008324569272404,0.11549183571765223,0.2911855480801427,0.07394755151985305,0.005468240375781321,0.03389242398773834,0.010851189160538316,0.07734777932932577,0.12600912086850774,0.07401436801628362,0.17,0.40664077494306655,0.23664077494306654
linear FSM pilot+score NPE,103,0.1,-1.7587538615694356,0.14694647854098628,interior,-0.5692213773727417,0.14781659841537476,0.07632379233837128,0.06157253682613373,0.12985113263130188,0.3053250223398209,0.002286427084017219,1.0,0.13679283591987473,0.07681269091332749,0.055008324569272404,0.11549183571765223,0.2911855480801427,0.011023762495500022,0.00012152333955719288,0.0004888985749562091,0.006564212256861324,0.01435929691364965,0.014139474259678209,0.011555057423901737,0.3204,0.40664077494306655,0.08624077494306653
radial FSM pilot+score NPE,103,0.1,-1.7587538615694356,0.14694647854098628,interior,-0.8794437646865845,0.14532290399074554,0.07825816422700882,0.05983052421361208,0.12470266222953796,0.29755718261003494,0.0020541656261543377,1.0,0.13679283591987473,0.07681269091332749,0.055008324569272404,0.11549183571765223,0.2911855480801427,0.008530068070870811,7.276206129368968e-05,0.0014454733136813336,0.004822199644339678,0.009210826511885734,0.006371634529892256,0.00865887381010733,0.3656,0.40664077494306655,0.04104077494306657
exact likelihood grid,104,0.1,-2.7367487840372196,0.060839406179522056,interior,nan,0.1307958910428947,0.0719893627567532,0.05461090538238299,0.11066410480971355,0.27558492951867936,0.0009483869051258425,1.0,0.1307958910428947,0.0719893627567532,0.05461090538238299,0.11066410480971355,0.27558492951867936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43216778766210684,0.43216778766210684,0.0
pilot-only NPE,104,0.1,-2.7367487840372196,0.060839406179522056,interior,nan,0.16159960627555847,0.08877219259738922,0.059296724200248715,0.14153456687927246,0.3312485232949257,0.003794511493303822,1.0,0.1307958910428947,0.0719893627567532,0.05461090538238299,0.11066410480971355,0.27558492951867936,0.03080371523266376,0.0009488688721350413,0.016782829840636018,0.004685818817865728,0.030870462069558915,0.055663593776246356,0.030870700386802435,0.3068,0.43216778766210684,0.12536778766210682
linear FSM pilot+score NPE,104,0.1,-2.7367487840372196,0.060839406179522056,interior,0.2321564257144928,0.1495606154203415,0.08095713704824448,0.05974248852580786,0.12837973982095718,0.3150332659482956,0.00245625460084299,1.0,0.1307958910428947,0.0719893627567532,0.05461090538238299,0.11066410480971355,0.27558492951867936,0.01876472437744678,0.0003521148809615454,0.008967774291491273,0.005131583143424871,0.01771563501124364,0.03944833642961626,0.018831698422769785,0.3306,0.43216778766210684,0.10156778766210683
radial FSM pilot+score NPE,104,0.1,-2.7367487840372196,0.060839406179522056,interior,-0.09402668476104736,0.14296361804008484,0.0758129432797432,0.05808729082345963,0.12325336039066315,0.2893749579787255,0.001845872475094303,1.0,0.1307958910428947,0.0719893627567532,0.05461090538238299,0.11066410480971355,0.27558492951867936,0.012167726997190126,0.00014805358027814944,0.0038235805229899916,0.003476385441076639,0.012589255580949602,0.013790028460046122,0.012255181644282924,0.3696,0.43216778766210684,0.06256778766210686
exact likelihood grid,105,0.1,-1.6757964289625658,0.157652893640706,interior,nan,0.16540370617496497,0.0905391005398556,0.058590138216714986,0.1449393213352827,0.34260945076213684,0.004277644781421151,1.0,0.16540370617496497,0.0905391005398556,0.058590138216714986,0.1449393213352827,0.34260945076213684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2808753783792908,0.2808753783792908,0.0
pilot-only NPE,105,0.1,-1.6757964289625658,0.157652893640706,interior,nan,0.21905234456062317,0.11247368156909943,0.0680777158588171,0.20233628898859024,0.4253483623266221,0.01417346074538134,1.0,0.16540370617496497,0.0905391005398556,0.058590138216714986,0.1449393213352827,0.34260945076213684,0.0536486383856582,0.0028781764006351185,0.021934581029243824,0.009487577642102112,0.05739696765330754,0.08273891156448526,0.053714904728633585,0.1512,0.2808753783792908,0.12967537837929077
linear FSM pilot+score NPE,105,0.1,-1.6757964289625658,0.157652893640706,interior,-0.509648323059082,0.1614590287208557,0.0840906947851181,0.06357605233788491,0.14287451654672623,0.32975425720214846,0.003777212211310967,1.0,0.16540370617496497,0.0905391005398556,0.058590138216714986,0.1449393213352827,0.34260945076213684,0.003944677454109258,1.5560480216957894e-05,0.006448405754737499,0.004985914121169922,0.0020648047885564735,0.012855193559988376,0.0067645574435185405,0.2584,0.2808753783792908,0.022475378379290756
radial FSM pilot+score NPE,105,0.1,-1.6757964289625658,0.157652893640706,interior,-0.7610820531845093,0.1590225249528885,0.08373591303825378,0.061338421888649464,0.1398850679397583,0.31742428690195085,0.0034836584518143435,1.0,0.16540370617496497,0.0905391005398556,0.058590138216714986,0.1449393213352827,0.34260945076213684,0.006381181222076482,4.0719473788981505e-05,0.006803187501601818,0.0027482836719344775,0.0050542533955243996,0.02518516386018599,0.006852441406361645,0.2922,0.2808753783792908,0.011324621620709241
exact likelihood grid,106,0.1,-1.4797289849791466,0.18546835800051473,interior,nan,0.24697251245635096,0.1182618892341895,0.07888195355535195,0.23296963747730423,0.4637504980247935,0.021600919417732237,1.0,0.24697251245635096,0.1182618892341895,0.07888195355535195,0.23296963747730423,0.4637504980247935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09674801178210195,0.09674801178210195,0.0
pilot-only NPE,106,0.1,-1.4797289849791466,0.18546835800051473,interior,nan,0.23587597906589508,0.11501017957925797,0.07380911707878113,0.22085627913475037,0.44907000958919524,0.018462281687115556,1.0,0.24697251245635096,0.1182618892341895,0.07888195355535195,0.23296963747730423,0.4637504980247935,0.011096533390455882,0.0001231330532855023,0.003251709654931531,0.005072836476570822,0.012113358342553865,0.014680488435598271,0.011065993253913678,0.1078,0.09674801178210195,0.01105198821789806
linear FSM pilot+score NPE,106,0.1,-1.4797289849791466,0.18546835800051473,interior,0.16637060046195984,0.2573932707309723,0.1141069084405899,0.0906247053295374,0.24379650503396988,0.4686407923698425,0.024772641671393137,1.0,0.24697251245635096,0.1182618892341895,0.07888195355535195,0.23296963747730423,0.4637504980247935,0.010420758274621328,0.00010859220301808888,0.004154980793599591,0.011742751774185448,0.010826867556665648,0.004890294345049007,0.010584523591391969,0.0644,0.09674801178210195,0.03234801178210195
radial FSM pilot+score NPE,106,0.1,-1.4797289849791466,0.18546835800051473,interior,0.14058798551559448,0.25214454531669617,0.11362797021865845,0.08780572488904,0.2409142330288887,0.46407121121883393,0.02314796266962421,1.0,0.24697251245635096,0.1182618892341895,0.07888195355535195,0.23296963747730423,0.4637504980247935,0.005172032860345205,2.67499239084906e-05,0.004633919015531049,0.008923771333688046,0.007944595551584471,0.00032071319404042287,0.0063477186957034614,0.0788,0.09674801178210195,0.017948011782101952
exact likelihood grid,107,0.1,-1.6243569927096362,0.16460486382732928,interior,nan,0.21512125132135626,0.09180351671360974,0.08461520152293014,0.20391729175585502,0.38351510892795754,0.01325290250579487,1.0,0.21512125132135626,0.09180351671360974,0.08461520152293014,0.20391729175585502,0.38351510892795754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08784164122508428,0.08784164122508428,0.0
pilot-only NPE,107,0.1,-1.6243569927096362,0.16460486382732928,interior,nan,0.21966376900672913,0.11283183842897415,0.0699210986495018,0.20311710983514786,0.42704657912254335,0.014319417612895825,1.0,0.21512125132135626,0.09180351671360974,0.08461520152293014,0.20391729175585502,0.38351510892795754,0.0045425176853728655,2.0634466921925257e-05,0.02102832171536441,0.014694102873428344,0.0008001819207071603,0.04353147019458581,0.017546753437589407,0.147,0.08784164122508428,0.05915835877491571
linear FSM pilot+score NPE,107,0.1,-1.6243569927096362,0.16460486382732928,interior,0.11360462009906769,0.24173995852470398,0.11298470944166183,0.08331191316246986,0.2252996489405632,0.4595661371946336,0.020090215842584802,1.0,0.21512125132135626,0.09180351671360974,0.08461520152293014,0.20391729175585502,0.38351510892795754,0.02661870720334772,0.0007085555731775557,0.021181192728052092,0.0013032883604602863,0.021382357184708184,0.07605102826667604,0.02676830156355187,0.0808,0.08784164122508428,0.007041641225084286
radial FSM pilot+score NPE,107,0.1,-1.6243569927096362,0.16460486382732928,interior,0.10859870910644531,0.23463822901248932,0.11159271746873856,0.07966606020927429,0.21891271322965622,0.4386478528380394,0.01812745271161952,1.0,0.21512125132135626,0.09180351671360974,0.08461520152293014,0.20391729175585502,0.38351510892795754,0.01951697769113306,0.0003809124181961855,0.019789200755128813,0.004949141313655855,0.014995421473801201,0.05513274391008188,0.020556903014906765,0.1004,0.08784164122508428,0.01255835877491572
exact likelihood grid,108,0.1,-1.419377001621663,0.19475926866163112,interior,nan,0.17893486263643124,0.09919539889972874,0.06007121096686273,0.15725514870960955,0.37255307265399507,0.006230712539432268,1.0,0.17893486263643124,0.09919539889972874,0.06007121096686273,0.15725514870960955,0.37255307265399507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2463898150880795,0.2463898150880795,0.0
pilot-only NPE,108,0.1,-1.419377001621663,0.19475926866163112,interior,nan,0.2429724782705307,0.11689653992652893,0.07777507044374943,0.2289041057229042,0.46207679063081747,0.020441129542817373,1.0,0.17893486263643124,0.09919539889972874,0.06007121096686273,0.15725514870960955,0.37255307265399507,0.06403761563409946,0.004100816216100659,0.01770114102680019,0.0177038594768867,0.07164895701329466,0.0895237179768224,0.06410327583986657,0.1042,0.2463898150880795,0.14218981508807949
linear FSM pilot+score NPE,108,0.1,-1.419377001621663,0.19475926866163112,interior,-0.4268283247947693,0.19897760450839996,0.09994660317897797,0.0671664010733366,0.18213099986314774,0.3906091704964638,0.009796566194221236,1.0,0.17893486263643124,0.09919539889972874,0.06007121096686273,0.15725514870960955,0.37255307265399507,0.020042741871968722,0.00040171150174636827,0.0007512042792492263,0.007095190106473873,0.024875851153538187,0.018056097842468755,0.020248001621094983,0.1604,0.2463898150880795,0.08598981508807951
radial FSM pilot+score NPE,108,0.1,-1.419377001621663,0.19475926866163112,interior,-0.7129389643669128,0.18964652717113495,0.09651011973619461,0.06540946289896965,0.1755225583910942,0.37051222473382955,0.008036499833845035,1.0,0.17893486263643124,0.09919539889972874,0.06007121096686273,0.15725514870960955,0.37255307265399507,0.010711664534703708,0.0001147397571040292,0.0026852791635341294,0.005338251932106922,0.01826740968148466,0.0020408479201655116,0.011452808284253407,0.1938,0.2463898150880795,0.0525898150880795
exact likelihood grid,109,0.1,-2.9444389791664403,0.05000000000000002,left_boundary,nan,0.13708526761454617,0.074577607492677,0.055344223342857254,0.11741462966401366,0.28590915987662563,0.001375317074042507,1.0,0.13708526761454617,0.074577607492677,0.055344223342857254,0.11741462966401366,0.28590915987662563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3946773603202891,0.3946773603202891,0.0
pilot-only NPE,109,0.1,-2.9444389791664403,0.05000000000000002,left_boundary,nan,0.15006402134895325,0.0827026292681694,0.05865441840142012,0.12934641540050507,0.30651920884847644,0.002506406233628446,1.0,0.13708526761454617,0.074577607492677,0.055344223342857254,0.11741462966401366,0.28590915987662563,0.012978753734407072,0.00016844804849838553,0.008125021775492403,0.0033101950585628648,0.01193178573649141,0.020610048971850814,0.013045677158649844,0.362,0.3946773603202891,0.03267736032028912
linear FSM pilot+score NPE,109,0.1,-2.9444389791664403,0.05000000000000002,left_boundary,0.2512272000312805,0.12920038402080536,0.07107774168252945,0.056293122842907904,0.10863839462399483,0.27228565216064454,0.0008526624269625046,1.0,0.13708526761454617,0.074577607492677,0.055344223342857254,0.11741462966401366,0.28590915987662563,0.007884883593740816,6.217138928684307e-05,0.003499865810147551,0.0009488995000506498,0.008776235040018829,0.013623507715981087,0.008249945385621458,0.4336,0.3946773603202891,0.03892263967971088
radial FSM pilot+score NPE,109,0.1,-2.9444389791664403,0.05000000000000002,left_boundary,-0.15204575657844543,0.12904267013072968,0.06870683282613754,0.0559848815202713,0.10876943171024323,0.2609980598092079,0.0008434766883223773,1.0,0.13708526761454617,0.074577607492677,0.055344223342857254,0.11741462966401366,0.28590915987662563,0.0080425974838165,6.468337428669149e-05,0.005870774666539458,0.0006406581774140441,0.008645197953770431,0.024911100067417702,0.008143605929516465,0.446,0.3946773603202891,0.0513226396797109
exact likelihood grid,100,0.3,-0.6905444102304925,0.3339119774261599,interior,nan,0.3347434078544596,0.12437321564844875,0.14001821455866992,0.32829555686119133,0.5518483385897563,0.0012071043893413262,1.0,0.3347434078544596,0.12437321564844875,0.14001821455866992,0.32829555686119133,0.5518483385897563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4139575690241386,0.4139575690241386,0.0
pilot-only NPE,100,0.3,-0.6905444102304925,0.3339119774261599,interior,nan,0.3477090299129486,0.12871931493282318,0.14028842151165008,0.34223243594169617,0.5661583751440048,0.0022761515352346263,1.0,0.3347434078544596,0.12437321564844875,0.14001821455866992,0.32829555686119133,0.5518483385897563,0.012965622058489001,0.00016810735536357656,0.004346099284374433,0.00027020695298016206,0.013936879080504838,0.014310036554248451,0.01305032138384634,0.3714,0.4139575690241386,0.0425575690241386
linear FSM pilot+score NPE,100,0.3,-0.6905444102304925,0.3339119774261599,interior,-0.14601659774780273,0.32639461755752563,0.12445761263370514,0.1263919033110142,0.3197634816169739,0.544124248623848,0.0006966758360080411,1.0,0.3347434078544596,0.12437321564844875,0.14001821455866992,0.32829555686119133,0.5518483385897563,0.008348790296933972,6.970229942217884e-05,8.439698525639083e-05,0.013626311247655731,0.008532075244217452,0.007724089965908343,0.008288983023566123,0.4292,0.4139575690241386,0.01524243097586142
radial FSM pilot+score NPE,100,0.3,-0.6905444102304925,0.3339119774261599,interior,-0.21400082111358643,0.33273622393608093,0.12543730437755585,0.13468942716717722,0.32647518813610077,0.5569125652313233,0.001071660357593239,1.0,0.3347434078544596,0.12437321564844875,0.14001821455866992,0.32829555686119133,0.5518483385897563,0.0020071839183786744,4.028787282197969e-06,0.0010640887291070988,0.005328787391492701,0.0018203687250905598,0.005064226641566916,0.002351434850887401,0.4214,0.4139575690241386,0.007442430975861392
exact likelihood grid,101,0.3,-1.0375790978597474,0.26161737864560486,interior,nan,0.28919810895027853,0.12161258519214292,0.1055501272115213,0.27941901994727986,0.5062409215365784,0.00011668085025005252,1.0,0.28919810895027853,0.12161258519214292,0.1055501272115213,0.27941901994727986,0.5062409215365784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5628282796989453,0.5628282796989453,0.0
pilot-only NPE,101,0.3,-1.0375790978597474,0.26161737864560486,interior,nan,0.2956119775772095,0.12487401068210602,0.10114989764988423,0.2873843312263489,0.5218653321266175,1.9254740782912353e-05,1.0,0.28919810895027853,0.12161258519214292,0.1055501272115213,0.27941901994727986,0.5062409215365784,0.006413868626930941,4.1137710763528995e-05,0.0032614254899630962,0.004400229561637062,0.00796531127906902,0.01562441059003905,0.007020602604932697,0.5354,0.5628282796989453,0.027428279698945346
linear FSM pilot+score NPE,101,0.3,-1.0375790978597474,0.26161737864560486,interior,0.07142879068851471,0.2868950068950653,0.11970309168100357,0.10921091549098491,0.27295146882534027,0.5056685298681259,0.00017174084428038555,1.0,0.28919810895027853,0.12161258519214292,0.1055501272115213,0.27941901994727986,0.5062409215365784,0.002303102055213224,5.304279076727377e-06,0.0019094935111393513,0.003660788279463617,0.006467551121939585,0.0005723916684524655,0.005132606286662487,0.5902,0.5628282796989453,0.027371720301054614
radial FSM pilot+score NPE,101,0.3,-1.0375790978597474,0.26161737864560486,interior,-0.014049604535102844,0.29363778233528137,0.12198765575885773,0.11034831628203393,0.28075486421585083,0.5131004303693772,4.047781361325761e-05,1.0,0.28919810895027853,0.12161258519214292,0.1055501272115213,0.27941901994727986,0.5062409215365784,0.00443967338500284,1.971069976550258e-05,0.0003750705667148052,0.004798189070512632,0.0013358442685709737,0.006859508832798844,0.004529354449097201,0.5594,0.5628282796989453,0.0034282796989453246
exact likelihood grid,102,0.3,-1.1116535720218292,0.24756274016320934,interior,nan,0.2999603979571129,0.12062439960443208,0.1145225228072276,0.2919451890716785,0.5126200122536336,1.5683218008325173e-09,1.0,0.2999603979571129,0.12062439960443208,0.1145225228072276,0.2919451890716785,0.5126200122536336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5250829303517363,0.5250829303517363,0.0
pilot-only NPE,102,0.3,-1.1116535720218292,0.24756274016320934,interior,nan,0.28316566348075867,0.1247551292181015,0.09275664612650872,0.27399972081184387,0.5035622626543046,0.000283394886043062,1.0,0.2999603979571129,0.12062439960443208,0.1145225228072276,0.2919451890716785,0.5126200122536336,0.01679473447635421,0.00028206310613124077,0.0041307296136694205,0.021765876680718887,0.017945468259834618,0.009057749599329035,0.01685233318269822,0.5704,0.5250829303517363,0.045317069648263764
linear FSM pilot+score NPE,102,0.3,-1.1116535720218292,0.24756274016320934,interior,0.17306146025657654,0.2847185432910919,0.11771409213542938,0.10867522805929185,0.273501381278038,0.4965650737285614,0.00023352291914623146,1.0,0.2999603979571129,0.12062439960443208,0.1145225228072276,0.2919451890716785,0.5126200122536336,0.01524185466602096,0.00023231413366010491,0.0029103074690026987,0.005847294747935758,0.018443807793640465,0.016054938525072227,0.015297447541424944,0.5878,0.5250829303517363,0.06271706964826373
radial FSM pilot+score NPE,102,0.3,-1.1116535720218292,0.24756274016320934,interior,0.15257591009140015,0.29204943776130676,0.11738162487745285,0.11429501920938492,0.281479611992836,0.5043962478637696,6.321143991133464e-05,1.0,0.2999603979571129,0.12062439960443208,0.1145225228072276,0.2919451890716785,0.5126200122536336,0.007910960195806116,6.258329121962874e-05,0.0032427747269792306,0.00022750359784268204,0.010465577078842492,0.008223764389864052,0.008103034084842937,0.562,0.5250829303517363,0.0369170696482638
exact likelihood grid,103,0.3,-0.6213220411736307,0.3494808335464057,interior,nan,0.34406635074167735,0.1329401316730173,0.1328321497456121,0.33856296177667006,0.5745556061627219,0.001941843267688529,1.0,0.34406635074167735,0.1329401316730173,0.1328321497456121,0.33856296177667006,0.5745556061627219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3923149857753284,0.3923149857753284,0.0
pilot-only NPE,103,0.3,-0.6213220411736307,0.3494808335464057,interior,nan,0.36629700660705566,0.1293974071741104,0.15743209198117256,0.3619915395975113,0.5838923037052155,0.004395293085055984,1.0,0.34406635074167735,0.1329401316730173,0.1328321497456121,0.33856296177667006,0.5745556061627219,0.022230655865378313,0.0004942020602048792,0.003542724498906885,0.024599942235560446,0.023428577820841234,0.009336697542493555,0.022465586403615834,0.32,0.3923149857753284,0.07231498577532841
linear FSM pilot+score NPE,103,0.3,-0.6213220411736307,0.3494808335464057,interior,-0.03441739082336426,0.3512907922267914,0.12452949583530426,0.15270580351352692,0.34636954963207245,0.5718378216028214,0.0026307453672518846,1.0,0.34406635074167735,0.1329401316730173,0.1328321497456121,0.33856296177667006,0.5745556061627219,0.00722444148511403,5.2192554771836615e-05,0.008410635837713037,0.019873653767914806,0.0078065878554023915,0.0027177845599005712,0.010053295232851683,0.3512,0.3923149857753284,0.041114985775328405
radial FSM pilot+score NPE,103,0.3,-0.6213220411736307,0.3494808335464057,interior,-0.23675280809402466,0.34555768966674805,0.1274310201406479,0.14200292602181436,0.34162670373916626,0.5647395312786103,0.002075503087771723,1.0,0.34406635074167735,0.1329401316730173,0.1328321497456121,0.33856296177667006,0.5745556061627219,0.0014913389250706954,2.224091789431017e-06,0.0055091115323694095,0.009170776276202247,0.0030637419624962026,0.009816074884111625,0.005111298910725724,0.3794,0.3923149857753284,0.012914985775328403
exact likelihood grid,104,0.3,-0.4190754252926201,0.3967380138965188,interior,nan,0.4077288280134753,0.1211153590051979,0.20921403683520093,0.406444381379947,0.6114422878661465,0.011605500385156947,1.0,0.4077288280134753,0.1211153590051979,0.20921403683520093,0.406444381379947,0.6114422878661465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19867214925948234,0.19867214925948234,0.0
pilot-only NPE,104,0.3,-0.4190754252926201,0.3967380138965188,interior,nan,0.4001866281032562,0.12647265195846558,0.1945719875395298,0.40209047496318817,0.6127242326736451,0.010037360450700172,1.0,0.4077288280134753,0.1211153590051979,0.20921403683520093,0.406444381379947,0.6114422878661465,0.007542199910219094,5.688477948570891e-05,0.005357292953267673,0.014642049295671117,0.004353906416758813,0.0012819448074985473,0.008081495294903337,0.2338,0.19867214925948234,0.03512785074051766
linear FSM pilot+score NPE,104,0.3,-0.4190754252926201,0.3967380138965188,interior,-0.012212872505187988,0.398043155670166,0.12421638518571854,0.1917065426707268,0.39842619001865387,0.6150902658700943,0.009612460373764408,1.0,0.4077288280134753,0.1211153590051979,0.20921403683520093,0.406444381379947,0.6114422878661465,0.009685672343309304,9.381224874194675e-05,0.003101026180520633,0.01750749416447414,0.008018191361293114,0.0036479780039477827,0.009713156345676351,0.227,0.19867214925948234,0.028327850740517663
radial FSM pilot+score NPE,104,0.3,-0.4190754252926201,0.3967380138965188,interior,0.00852292776107788,0.40660062432289124,0.12598973512649536,0.20147325992584228,0.40614260733127594,0.6198484182357789,0.011363693106030193,1.0,0.4077288280134753,0.1211153590051979,0.20921403683520093,0.406444381379947,0.6114422878661465,0.0011282036905840842,1.272843567447548e-06,0.004874376121297458,0.007740776909358649,0.00030177404867104407,0.008406130369632336,0.004806936840379751,0.2156,0.19867214925948234,0.01692785074051767
exact likelihood grid,105,0.3,-0.784491583252671,0.3133526553290022,interior,nan,0.28589801121336006,0.11342283050008187,0.11563180763813426,0.2763562922511925,0.48858692216375876,0.00019886608773851832,1.0,0.28589801121336006,0.11342283050008187,0.11563180763813426,0.2763562922511925,0.48858692216375876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5781062958015905,0.5781062958015905,0.0
pilot-only NPE,105,0.3,-0.784491583252671,0.3133526553290022,interior,nan,0.3317463994026184,0.12890344858169556,0.12445302605628968,0.32563546299934387,0.5519911140203476,0.001007833875030571,1.0,0.28589801121336006,0.11342283050008187,0.11563180763813426,0.2763562922511925,0.48858692216375876,0.04584838818925835,0.0021020746995529245,0.01548061808161369,0.008821218418155419,0.04927917074815136,0.06340419185658885,0.045913511100018206,0.423,0.5781062958015905,0.15510629580159047
linear FSM pilot+score NPE,105,0.3,-0.784491583252671,0.3133526553290022,interior,-0.6689115762710571,0.26838621497154236,0.11531814187765121,0.09490553326904774,0.2547749727964401,0.4815024077892304,0.0009994314038255319,1.0,0.28589801121336006,0.11342283050008187,0.11563180763813426,0.2763562922511925,0.48858692216375876,0.0175117962418177,0.00030666300761494057,0.0018953113775693475,0.020726274369086514,0.02158131945475239,0.007084514374528339,0.017456576078098997,0.6438,0.5781062958015905,0.06569370419840959
radial FSM pilot+score NPE,105,0.3,-0.784491583252671,0.3133526553290022,interior,-0.76152503490448,0.27227434515953064,0.118216872215271,0.09518253542482853,0.262197881937027,0.484722113609314,0.0007687119363328415,1.0,0.28589801121336006,0.11342283050008187,0.11563180763813426,0.2763562922511925,0.48858692216375876,0.01362366605382942,0.00018560427674626408,0.004794041715189129,0.020449272213305725,0.014158410314165537,0.0038648085544447652,0.013558572250009499,0.625,0.5781062958015905,0.04689370419840955
exact likelihood grid,106,0.3,-1.2055958204996677,0.2304812472914526,interior,nan,0.25404509721295604,0.12118515904055083,0.08075690046303591,0.24012893056130058,0.4757942591106003,0.0021118530901666596,1.0,0.25404509721295604,0.12118515904055083,0.08075690046303591,0.24012893056130058,0.4757942591106003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6709028868177052,0.6709028868177052,0.0
pilot-only NPE,106,0.3,-1.2055958204996677,0.2304812472914526,interior,nan,0.2691638767719269,0.12234506011009216,0.08587628230452538,0.25718913972377777,0.4929479032754898,0.0009508664957369099,1.0,0.25404509721295604,0.12118515904055083,0.08075690046303591,0.24012893056130058,0.4757942591106003,0.01511877955897084,0.00022857749535275452,0.0011599010695413359,0.005119381841489468,0.01706020916247719,0.017153644164889514,0.015186466370692119,0.618,0.6709028868177052,0.052902886817705164
linear FSM pilot+score NPE,106,0.3,-1.2055958204996677,0.2304812472914526,interior,-0.03050556778907776,0.2594509422779083,0.11645933985710144,0.08962109684944153,0.24552534520626068,0.4738630756735802,0.0016442260821495215,1.0,0.25404509721295604,0.12118515904055083,0.08075690046303591,0.24012893056130058,0.4757942591106003,0.005405845064952286,2.9223160866268986e-05,0.004725819183449387,0.00886419638640562,0.005396414644960101,0.0019311834370200898,0.006203073072105363,0.6628,0.6709028868177052,0.008102886817705213
radial FSM pilot+score NPE,106,0.3,-1.2055958204996677,0.2304812472914526,interior,-0.1860308051109314,0.25413432717323303,0.11526313424110413,0.08714127093553543,0.24247411638498306,0.46868560016155253,0.002103659943852029,1.0,0.25404509721295604,0.12118515904055083,0.08075690046303591,0.24012893056130058,0.4757942591106003,8.922996027699304e-05,7.961985811033755e-09,0.005922024799446701,0.006384370472499526,0.002345185823682483,0.007108658949047775,0.0055420859310770995,0.6806,0.6709028868177052,0.009697113182294825
exact likelihood grid,107,0.3,-0.8262231161040471,0.30444426415538234,interior,nan,0.3209558260321384,0.1139875923895738,0.14441103384052367,0.3142485546547446,0.5204332750397843,0.00043914664468925,1.0,0.3209558260321384,0.1139875923895738,0.14441103384052367,0.3142485546547446,0.5204332750397843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45201290412431877,0.45201290412431877,0.0
pilot-only NPE,107,0.3,-0.8262231161040471,0.30444426415538234,interior,nan,0.32185590267181396,0.1263411045074463,0.12399403825402261,0.31444665789604187,0.5470922350883484,0.0004776804815998053,1.0,0.3209558260321384,0.1139875923895738,0.14441103384052367,0.3142485546547446,0.5204332750397843,0.0009000766396755622,8.101379572896517e-07,0.012353512117872487,0.020416995586501063,0.00019810324129726498,0.02665896004856405,0.011164524416796094,0.457,0.45201290412431877,0.004987095875681247
linear FSM pilot+score NPE,107,0.3,-0.8262231161040471,0.30444426415538234,interior,-0.22672441601753235,0.2992013096809387,0.12351221591234207,0.11474282294511796,0.28568190336227417,0.5268918186426164,6.379062257621904e-07,1.0,0.3209558260321384,0.1139875923895738,0.14441103384052367,0.3142485546547446,0.5204332750397843,0.021754516351199682,0.0004732589816746143,0.009524623522768269,0.02966821089540571,0.028566651292470435,0.006458543602832045,0.022840275176933888,0.5418,0.45201290412431877,0.08978709587568118
