method,seed,pi_true,pilot_u_context,pilot_pi_context,pilot_status,score_context,pi_post_mean,pi_post_std,pi_q05,pi_q50,pi_q95,pi_sq_err,pi_coverage90,exact_pi_post_mean,exact_pi_post_std,exact_pi_q05,exact_pi_q50,exact_pi_q95,mean_abs_err_to_exact,mean_sq_err_to_exact,sd_abs_err_to_exact,q05_abs_err_to_exact,q50_abs_err_to_exact,q95_abs_err_to_exact,w1_to_exact,cdf_at_true,exact_cdf_at_true,cdf_at_true_abs_err_to_exact
radial FSM pilot+score NPE,102,0.65,-0.4213955516899669,0.3961828551470424,interior,0.13993169367313385,0.41339120268821716,0.12344521284103394,0.20517562553286553,0.41330893337726593,0.6210491865873338,0.055983722965328345,0.0,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.0020642676307575103,4.261200851393225e-06,0.0021526641450958783,0.010005325674105725,0.00172006133337127,0.003149468139418743,0.0026515451364167897,0.9786,0.9764610160373147,0.0021389839626853036
exact likelihood grid,103,0.65,0.8168788209039679,0.6935733990493748,interior,nan,0.5828322603144509,0.08300837306947924,0.4252445191621709,0.5972750288416604,0.6895224971071224,0.0045115052544656906,1.0,0.5828322603144509,0.08300837306947924,0.4252445191621709,0.5972750288416604,0.6895224971071224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7535383908412143,0.7535383908412143,0.0
pilot-only NPE,103,0.65,0.8168788209039679,0.6935733990493748,interior,nan,0.5943782329559326,0.08256561309099197,0.43074614703655245,0.6129036545753479,0.6894172102212905,0.0030937809691045028,1.0,0.5828322603144509,0.08300837306947924,0.4252445191621709,0.5972750288416604,0.6895224971071224,0.011545972641481717,0.0001333094842378443,0.00044275997848726434,0.005501627874381576,0.015628625733687507,0.00010528688583189005,0.012202604876864406,0.7006,0.7535383908412143,0.05293839084121432
linear FSM pilot+score NPE,103,0.65,0.8168788209039679,0.6935733990493748,interior,0.16533485054969788,0.5776717066764832,0.08790744841098785,0.402070851624012,0.5967411994934082,0.6837972640991211,0.005231382015092695,1.0,0.5828322603144509,0.08300837306947924,0.4252445191621709,0.5972750288416604,0.6895224971071224,0.005160553637967746,2.663131385034214e-05,0.004899075341508616,0.02317366753815886,0.0005338293482521905,0.005725233008001318,0.005101742514608642,0.7732,0.7535383908412143,0.019661609158785676
radial FSM pilot+score NPE,103,0.65,0.8168788209039679,0.6935733990493748,interior,0.030840367078781128,0.5829431414604187,0.08855943381786346,0.412125526368618,0.6063130497932434,0.6881908655166626,0.00449662227719742,1.0,0.5828322603144509,0.08300837306947924,0.4252445191621709,0.5972750288416604,0.6895224971071224,0.00011088114596780052,1.2294628531132685e-08,0.005551060748384226,0.013118992793552886,0.009038020951583015,0.001331631590459792,0.005480170660333324,0.7486,0.7535383908412143,0.00493839084121428
exact likelihood grid,104,0.65,0.5962072123250135,0.6447880975829705,interior,nan,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.009060030728627079,1.0,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125378214113255,0.8125378214113255,0.0
pilot-only NPE,104,0.65,0.5962072123250135,0.6447880975829705,interior,nan,0.5629604458808899,0.09664826840162277,0.37325928807258607,0.5804138779640198,0.6853948950767517,0.0075758839812535015,1.0,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.008144639572001622,6.633515375781476e-05,0.0021112886848473483,0.0034736748690356034,0.01042684356404755,0.00062274348926461,0.00862234600361469,0.799,0.8125378214113255,0.013537821411325424
linear FSM pilot+score NPE,104,0.65,0.5962072123250135,0.6447880975829705,interior,-0.2677410840988159,0.5515868663787842,0.10087253898382187,0.3619223922491074,0.5675686299800873,0.6838074952363968,0.009685144869147283,1.0,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.003228939930104091,1.0426053072220612e-05,0.0021129818973517484,0.007863220954443084,0.0024184044198849453,0.0022101433296194406,0.0032768022589714087,0.8182,0.8125378214113255,0.005662178588674571
radial FSM pilot+score NPE,104,0.65,0.5962072123250135,0.6447880975829705,interior,-0.2662326693534851,0.5545585751533508,0.09994129836559296,0.3618594229221344,0.5756826400756836,0.6836693465709687,0.009109065576758587,1.0,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.0002572311555374407,6.6167867379127e-08,0.001181741279122836,0.007926190281416057,0.005695605675711368,0.0023482919950476022,0.003443797338453635,0.825,0.8125378214113255,0.012462178588674488
exact likelihood grid,105,0.65,0.8472978603872034,0.7,right_boundary,nan,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,3.740916555959905e-05,1.0,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43209284201422393,0.43209284201422393,0.0
pilot-only NPE,105,0.65,0.8472978603872034,0.7,right_boundary,nan,0.6008471250534058,0.07841028273105621,0.4390093952417374,0.6177664399147034,0.6900048166513443,0.002416005115515534,1.0,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.04303657168730446,0.0018521465025964957,0.02746080175761411,0.1021414754645737,0.040558927769116515,0.006779243997498741,0.0429732769448098,0.6856,0.43209284201422393,0.25350715798577605
linear FSM pilot+score NPE,105,0.65,0.8472978603872034,0.7,right_boundary,2.674323320388794,0.6288342475891113,0.05947135016322136,0.5125829935073852,0.6429980397224426,0.6922558665275573,0.0004479890751190406,1.0,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.015049449151598893,0.00022648591976656064,0.008521869189779256,0.02856787719892584,0.015327327961377257,0.004528194121285689,0.014986133708411098,0.5442,0.43209284201422393,0.11210715798577608
radial FSM pilot+score NPE,105,0.65,0.8472978603872034,0.7,right_boundary,2.744413375854492,0.6403315663337708,0.055851563811302185,0.5256237417459488,0.6556876003742218,0.6960478097200393,9.347860955827557e-05,1.0,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.003552130406939469,1.2617630427903957e-05,0.004902082837860082,0.015527128960362235,0.0026377673095980825,0.0007362509288036945,0.0034888104099568117,0.4478,0.43209284201422393,0.015707157985776043
exact likelihood grid,106,0.65,0.8472978603872034,0.7,right_boundary,nan,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.0023468565854281895,1.0,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6795085712353937,0.6795085712353937,0.0
pilot-only NPE,106,0.65,0.8472978603872034,0.7,right_boundary,nan,0.6002126932144165,0.0799909457564354,0.436979578435421,0.6188681125640869,0.6897667139768601,0.0024787759169618106,1.0,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.0013429409064826814,1.803490278304526e-06,0.004536242422849876,0.017828586921953937,0.0012725843217402666,0.0027536531242482454,0.0036801843705592603,0.6866,0.6795085712353937,0.007091428764606333
linear FSM pilot+score NPE,106,0.65,0.8472978603872034,0.7,right_boundary,0.6827255487442017,0.5905612111091614,0.07862680405378342,0.4392225295305252,0.6021296381950378,0.6871692448854446,0.0035329696248096835,1.0,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.010994423011737808,0.00012087733736102986,0.0031721007201978985,0.015585635826849742,0.015465890047308806,0.005351122215663695,0.010930849711298261,0.7264,0.6795085712353937,0.04689142876460639
radial FSM pilot+score NPE,106,0.65,0.8472978603872034,0.7,right_boundary,0.4262382388114929,0.5943354368209839,0.07969194650650024,0.4396995469927788,0.6127212345600128,0.6895380198955536,0.003098543593910679,1.0,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.007220197299915299,5.2131249049704165e-05,0.004237243172914726,0.01510861836459615,0.00487429368233383,0.0029823472055546807,0.007156615362762723,0.7118,0.6795085712353937,0.032291428764606334
exact likelihood grid,107,0.65,0.8472978603872034,0.7,right_boundary,nan,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.001465334697286653,1.0,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6191745571746017,0.6191745571746017,0.0
pilot-only NPE,107,0.65,0.8472978603872034,0.7,right_boundary,nan,0.5991086959838867,0.08157221972942352,0.4300587624311447,0.6187114715576172,0.69040667116642,0.00258992482446047,1.0,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.012611613613934591,0.00015905279794718033,0.008203268673335026,0.035792047650745895,0.01137438976958105,0.003809683386546192,0.012548230311622421,0.685,0.6191745571746017,0.06582544282539837
linear FSM pilot+score NPE,107,0.65,0.8472978603872034,0.7,right_boundary,0.9663400053977966,0.6000329256057739,0.07555528730154037,0.45372331142425537,0.6135245263576508,0.6895450443029404,0.0024967085235181254,1.0,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.011687383992047384,0.00013659494457756544,0.002186336245451878,0.012127498657635238,0.01656133496954748,0.004671310250025762,0.011648104006796015,0.6888,0.6191745571746017,0.06962544282539829
radial FSM pilot+score NPE,107,0.65,0.8472978603872034,0.7,right_boundary,1.1258599758148193,0.6138994097709656,0.06963220983743668,0.47325789332389834,0.631129652261734,0.6927715241909027,0.0013032526148846573,1.0,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.002179100173144266,4.748477564597371e-06,0.0037367412186518206,0.007407083242007728,0.001043790934535771,0.0014448303620634428,0.0031101920455993484,0.63,0.6191745571746017,0.010825442825398324
exact likelihood grid,108,0.65,0.8472978603872034,0.7,right_boundary,nan,0.6373756379496304,0.056592960640506076,0.5232028880548241,0.6533631942729254,0.696395648710675,0.00015937451717881347,1.0,0.6373756379496304,0.056592960640506076,0.5232028880548241,0.6533631942729254,0.696395648710675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4744296913806546,0.4744296913806546,0.0
pilot-only NPE,108,0.65,0.8472978603872034,0.7,right_boundary,nan,0.5996137857437134,0.07975100725889206,0.4337342843413353,0.6180020570755005,0.6910405427217483,0.0025387705870804234,1.0,0.6373756379496304,0.056592960640506076,0.5232028880548241,0.6533631942729254,0.696395648710675,0.03776185220591699,0.0014259574820215178,0.023158046618385983,0.08946860371348875,0.03536113719742495,0.005355105988926745,0.03769864853596205,0.6898,0.4744296913806546,0.21537030861934536
linear FSM pilot+score NPE,108,0.65,0.8472978603872034,0.7,right_boundary,1.9825503826141357,0.6210406422615051,0.0658951997756958,0.4846141546964645,0.6375845372676849,0.6919215321540833,0.0008386444006261242,1.0,0.6373756379496304,0.056592960640506076,0.5232028880548241,0.6533631942729254,0.696395648710675,0.016334995688125242,0.00026683208413107027,0.009302239135189724,0.03858873335835955,0.015778657005240504,0.004474116556591801,0.01627560331922847,0.5876,0.4744296913806546,0.1131703086193454
radial FSM pilot+score NPE,108,0.65,0.8472978603872034,0.7,right_boundary,1.983783483505249,0.6325646042823792,0.05861324071884155,0.5133533209562302,0.6481740176677704,0.6951711207628251,0.00030399302383003225,1.0,0.6373756379496304,0.056592960640506076,0.5232028880548241,0.6533631942729254,0.696395648710675,0.004811033667251219,2.314604494742471e-05,0.0020202800783354763,0.009849567098593859,0.005189176605155055,0.001224527947849996,0.004761481126838927,0.515,0.4744296913806546,0.04057030861934541
exact likelihood grid,109,0.65,-0.33582381461979127,0.4168242777474754,interior,nan,0.40168630521521664,0.12186191127542215,0.20378720739286904,0.39935767396082483,0.6084282524764592,0.061659691017670555,0.0,0.40168630521521664,0.12186191127542215,0.20378720739286904,0.39935767396082483,0.6084282524764592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804978323866057,0.9804978323866057,0.0
pilot-only NPE,109,0.65,-0.33582381461979127,0.4168242777474754,interior,nan,0.4106217920780182,0.12432189285755157,0.20641940757632254,0.413005992770195,0.6180677831172944,0.05730192642793957,0.0,0.40168630521521664,0.12186191127542215,0.20378720739286904,0.39935767396082483,0.6084282524764592,0.008935486862801545,7.984292547529899e-05,0.002459981582129428,0.0026322001834535036,0.013648318809370175,0.009639530640835225,0.009773801321374058,0.9814,0.9804978323866057,0.0009021676133943446
linear FSM pilot+score NPE,109,0.65,-0.33582381461979127,0.4168242777474754,interior,-0.37882304191589355,0.3918779790401459,0.1247287169098854,0.1856074810028076,0.3893052339553833,0.6040210723876953,0.06662697770439939,0.0,0.40168630521521664,0.12186191127542215,0.20378720739286904,0.39935767396082483,0.6084282524764592,0.00980832617507077,9.62032623565784e-05,0.0028668056344632598,0.018179726390061435,0.010052440005441532,0.00440718008876384,0.009748150285239775,0.987,0.9804978323866057,0.006502167613394283
radial FSM pilot+score NPE,109,0.65,-0.33582381461979127,0.4168242777474754,interior,-0.33205145597457886,0.39956849813461304,0.1267230063676834,0.18934463039040567,0.40102119743824005,0.610749962925911,0.06271593712655332,0.0,0.40168630521521664,0.12186191127542215,0.20378720739286904,0.39935767396082483,0.6084282524764592,0.0021178070806036065,4.48510683065477e-06,0.004861095092261264,0.014442577002463375,0.0016635234774152186,0.0023217104494518415,0.0049382779108228195,0.983,0.9804978323866057,0.0025021676133942794
exact likelihood grid,100,0.68,0.3503874877909888,0.5867115405424143,interior,nan,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.012802259072822016,1.0,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9149425286959412,0.9149425286959412,0.0
pilot-only NPE,100,0.68,0.3503874877909888,0.5867115405424143,interior,nan,0.5288293361663818,0.10736746340990067,0.3283852696418762,0.5439331531524658,0.6780304908752441,0.022852569603896807,0.0,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.03802359549854373,0.0014457938146368748,0.012861018835196261,0.0587765450593965,0.039510158536484985,0.010110975153870827,0.037959946797562205,0.9572,0.9149425286959412,0.04225747130405888
linear FSM pilot+score NPE,100,0.68,0.3503874877909888,0.5867115405424143,interior,0.42139336466789246,0.5527933835983276,0.09515430778265,0.37143123149871826,0.5653771460056305,0.6812926828861237,0.016181523256362233,1.0,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.014059548066597927,0.0001976708918369775,0.0006478632079455898,0.015730583202554438,0.018066165683320312,0.00684878314299131,0.014009053550216248,0.9448,0.9149425286959412,0.029857471304058802
radial FSM pilot+score NPE,100,0.68,0.3503874877909888,0.5867115405424143,interior,0.6380938291549683,0.5670657157897949,0.09240265190601349,0.3871112123131752,0.5840059220790863,0.6836510062217712,0.012754152550071387,1.0,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.0002127841248693585,4.527708379641875e-08,0.0021037926686909153,5.0602388097509277e-05,0.0005626103901354984,0.00449045980734375,0.0029106354442148493,0.9312,0.9149425286959412,0.016257471304058857
exact likelihood grid,101,0.68,0.028554725282601525,0.5071381963032586,interior,nan,0.5130912706351298,0.10951901843771436,0.3169460167927478,0.522848311789456,0.6739365810875575,0.027858523938195493,0.0,0.5130912706351298,0.10951901843771436,0.3169460167927478,0.522848311789456,0.6739365810875575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962604449965362,0.962604449965362,0.0
pilot-only NPE,101,0.68,0.028554725282601525,0.5071381963032586,interior,nan,0.48410001397132874,0.11875253915786743,0.2724587097764015,0.49495595693588257,0.6600808888673783,0.03837680452603361,0.0,0.5130912706351298,0.10951901843771436,0.3169460167927478,0.522848311789456,0.6739365810875575,0.02899125666380109,0.0008404929629463911,0.009233520720153071,0.04448730701634629,0.027892354853573442,0.013855692220179239,0.028927228542247087,0.9818,0.962604449965362,0.01919555003463802
linear FSM pilot+score NPE,101,0.68,0.028554725282601525,0.5071381963032586,interior,0.26703739166259766,0.5048955082893372,0.10804633796215057,0.31545403599739075,0.5139019191265106,0.6697448760271072,0.03066158301724961,0.0,0.5130912706351298,0.10951901843771436,0.3169460167927478,0.522848311789456,0.6739365810875575,0.008195762345792668,6.717052042871292e-05,0.0014726804755637868,0.0014919807953570619,0.00894639266294539,0.0041917050604503014,0.008161939279073084,0.9736,0.962604449965362,0.010995550034638035
radial FSM pilot+score NPE,101,0.68,0.028554725282601525,0.5071381963032586,interior,0.3712180256843567,0.5160793662071228,0.11067763715982437,0.3145379960536957,0.527729332447052,0.6737497121095658,0.02686997418305857,0.0,0.5130912706351298,0.10951901843771436,0.3169460167927478,0.522848311789456,0.6739365810875575,0.002988095571992977,8.928715147364037e-06,0.0011586187221100108,0.002408020739052108,0.004881020657595991,0.00018686897799169433,0.003861221715965302,0.9674,0.962604449965362,0.004795550034638052
exact likelihood grid,102,0.68,-0.4213955516899669,0.3961828551470424,interior,nan,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.06998380818415492,0.0,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992708028524906,0.992708028524906,0.0
pilot-only NPE,102,0.68,-0.4213955516899669,0.3961828551470424,interior,nan,0.40331873297691345,0.12572744488716125,0.1961348533630371,0.4018099009990692,0.6172594964504242,0.07655252352150055,0.0,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.012136737342061221,0.00014730039331018328,0.004434896191223198,0.019046097843934157,0.013219093711567986,0.0006402219974908085,0.012073661723008326,0.9944,0.992708028524906,0.001691971475093923
linear FSM pilot+score NPE,102,0.68,-0.4213955516899669,0.3961828551470424,interior,-0.014350071549415588,0.398402601480484,0.12124990671873093,0.19882415980100632,0.39745041728019714,0.611742326617241,0.07929709485295913,0.0,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.017052868838490665,0.00029080033562276593,4.26419772071307e-05,0.016356791405964938,0.017578577430440057,0.006157391830673986,0.016988158577999245,0.9972,0.992708028524906,0.004491971475093948
radial FSM pilot+score NPE,102,0.68,-0.4213955516899669,0.3961828551470424,interior,0.13993169367313385,0.41339120268821716,0.12344521284103394,0.20517562553286553,0.41330893337726593,0.6210491865873338,0.07108025080403534,0.0,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.0020642676307575103,4.261200851393225e-06,0.0021526641450958783,0.010005325674105725,0.00172006133337127,0.003149468139418743,0.0026515451364167897,0.9964,0.992708028524906,0.0036919714750939248
exact likelihood grid,103,0.68,0.8472978603872034,0.7,right_boundary,nan,0.5964647614724545,0.07801068458760448,0.4455163371694125,0.6123979284246437,0.6918810085101789,0.006978136075853925,1.0,0.5964647614724545,0.07801068458760448,0.4455163371694125,0.6123979284246437,0.6918810085101789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8772519114386467,0.8772519114386467,0.0
pilot-only NPE,103,0.68,0.8472978603872034,0.7,right_boundary,nan,0.5989825129508972,0.08075357228517532,0.4365508362650871,0.6178719103336334,0.6900340169668198,0.006563833207751545,1.0,0.5964647614724545,0.07801068458760448,0.4455163371694125,0.6123979284246437,0.6918810085101789,0.002517751478442687,6.3390725072003355e-06,0.0027428876975708477,0.008965500904325407,0.0054739819089897335,0.0018469915433591,0.004938967971453845,0.8608,0.8772519114386467,0.01645191143864666
linear FSM pilot+score NPE,103,0.68,0.8472978603872034,0.7,right_boundary,0.7011699080467224,0.5915785431861877,0.07952070981264114,0.43675326704978945,0.6061971485614777,0.6871015846729278,0.007818354025076874,1.0,0.5964647614724545,0.07801068458760448,0.4455163371694125,0.6123979284246437,0.6918810085101789,0.004886218286266786,2.3875129141047923e-05,0.001510025225036668,0.008763070119623073,0.006200779863166028,0.004779423837251051,0.0048298523517755305,0.8968,0.8772519114386467,0.01954808856135337
radial FSM pilot+score NPE,103,0.68,0.8472978603872034,0.7,right_boundary,0.5676132440567017,0.5959312915802002,0.08101940900087357,0.43565748184919356,0.6161745488643646,0.6900801151990891,0.007067547735373327,1.0,0.5964647614724545,0.07801068458760448,0.4455163371694125,0.6123979284246437,0.6918810085101789,0.0005334698922543346,2.8459012594185136e-07,0.00300872441326909,0.009858855320218962,0.0037766204397209346,0.0018008933110897907,0.0031294920090141837,0.8714,0.8772519114386467,0.0058519114386467175
exact likelihood grid,104,0.68,0.5962072123250135,0.6447880975829705,interior,nan,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.01567108235009379,1.0,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9277970425516963,0.9277970425516963,0.0
pilot-only NPE,104,0.68,0.5962072123250135,0.6447880975829705,interior,nan,0.5629604458808899,0.09664826840162277,0.37325928807258607,0.5804138779640198,0.6853948950767517,0.013698257228400115,1.0,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.008144639572001622,6.633515375781476e-05,0.0021112886848473483,0.0034736748690356034,0.01042684356404755,0.00062274348926461,0.00862234600361469,0.9234,0.9277970425516963,0.004397042551696262
linear FSM pilot+score NPE,104,0.68,0.5962072123250135,0.6447880975829705,interior,-0.2677410840988159,0.5515868663787842,0.10087253898382187,0.3619223922491074,0.5675686299800873,0.6838074952363968,0.01648993288642024,1.0,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.003228939930104091,1.0426053072220612e-05,0.0021129818973517484,0.007863220954443084,0.0024184044198849453,0.0022101433296194406,0.0032768022589714087,0.9304,0.9277970425516963,0.0026029574483037443
radial FSM pilot+score NPE,104,0.68,0.5962072123250135,0.6447880975829705,interior,-0.2662326693534851,0.5545585751533508,0.09994129836559296,0.3618594229221344,0.5756826400756836,0.6836693465709687,0.015735551067557543,1.0,0.5548158063088883,0.09875955708647012,0.36978561320355047,0.5699870343999722,0.6860176385660163,0.0002572311555374407,6.6167867379127e-08,0.001181741279122836,0.007926190281416057,0.005695605675711368,0.0023482919950476022,0.003443797338453635,0.935,0.9277970425516963,0.007202957448303793
exact likelihood grid,105,0.68,0.8472978603872034,0.7,right_boundary,nan,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.0013043873611169891,1.0,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72258688448288,0.72258688448288,0.0
pilot-only NPE,105,0.68,0.8472978603872034,0.7,right_boundary,nan,0.6008471250534058,0.07841028273105621,0.4390093952417374,0.6177664399147034,0.6900048166513443,0.006265177612311193,1.0,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.04303657168730446,0.0018521465025964957,0.02746080175761411,0.1021414754645737,0.040558927769116515,0.006779243997498741,0.0429732769448098,0.8714,0.72258688448288,0.14881311551711995
linear FSM pilot+score NPE,105,0.68,0.8472978603872034,0.7,right_boundary,2.674323320388794,0.6288342475891113,0.05947135016322136,0.5125829935073852,0.6429980397224426,0.6922558665275573,0.002617934219772365,1.0,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.015049449151598893,0.00022648591976656064,0.008521869189779256,0.02856787719892584,0.015327327961377257,0.004528194121285689,0.014986133708411098,0.8052,0.72258688448288,0.08261311551712003
radial FSM pilot+score NPE,105,0.68,0.8472978603872034,0.7,right_boundary,2.744413375854492,0.6403315663337708,0.055851563811302185,0.5256237417459488,0.6556876003742218,0.6960478097200393,0.001573584629532034,1.0,0.6438836967407102,0.0509494809734421,0.5411508707063111,0.6583253676838199,0.696784060648843,0.003552130406939469,1.2617630427903957e-05,0.004902082837860082,0.015527128960362235,0.0026377673095980825,0.0007362509288036945,0.0034888104099568117,0.7454,0.72258688448288,0.022813115517119953
exact likelihood grid,106,0.68,0.8472978603872034,0.7,right_boundary,nan,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.006153518538174244,1.0,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8674345839733726,0.8674345839733726,0.0
pilot-only NPE,106,0.68,0.8472978603872034,0.7,right_boundary,nan,0.6002126932144165,0.0799909457564354,0.436979578435421,0.6188681125640869,0.6897667139768601,0.006366014324096826,1.0,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.0013429409064826814,1.803490278304526e-06,0.004536242422849876,0.017828586921953937,0.0012725843217402666,0.0027536531242482454,0.0036801843705592603,0.8714,0.8674345839733726,0.003965416026627366
linear FSM pilot+score NPE,106,0.68,0.8472978603872034,0.7,right_boundary,0.6827255487442017,0.5905612111091614,0.07862680405378342,0.4392225295305252,0.6021296381950378,0.6871692448854446,0.007999296958260007,1.0,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.010994423011737808,0.00012087733736102986,0.0031721007201978985,0.015585635826849742,0.015465890047308806,0.005351122215663695,0.010930849711298261,0.897,0.8674345839733726,0.029565416026627434
radial FSM pilot+score NPE,106,0.68,0.8472978603872034,0.7,right_boundary,0.4262382388114929,0.5943354368209839,0.07969194650650024,0.4396995469927788,0.6127212345600128,0.6895380198955536,0.0073384173846516515,1.0,0.6015556341208992,0.07545470333358552,0.45480816535737495,0.6175955282423466,0.6925203671011083,0.007220197299915299,5.2131249049704165e-05,0.004237243172914726,0.01510861836459615,0.00487429368233383,0.0029823472055546807,0.007156615362762723,0.8852,0.8674345839733726,0.0177654160266274
exact likelihood grid,107,0.68,0.8472978603872034,0.7,right_boundary,nan,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.00466211612141738,1.0,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8336186805514024,0.8336186805514024,0.0
pilot-only NPE,107,0.68,0.8472978603872034,0.7,right_boundary,nan,0.5991086959838867,0.08157221972942352,0.4300587624311447,0.6187114715576172,0.69040667116642,0.006543403065427273,1.0,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.012611613613934591,0.00015905279794718033,0.008203268673335026,0.035792047650745895,0.01137438976958105,0.003809683386546192,0.012548230311622421,0.8648,0.8336186805514024,0.03118131944859759
linear FSM pilot+score NPE,107,0.68,0.8472978603872034,0.7,right_boundary,0.9663400053977966,0.6000329256057739,0.07555528730154037,0.45372331142425537,0.6135245263576508,0.6895450443029404,0.006394732987171695,1.0,0.6117203095978213,0.0733689510560885,0.4658508100818906,0.6300858613271982,0.6942163545529662,0.011687383992047384,0.00013659494457756544,0.002186336245451878,0.012127498657635238,0.01656133496954748,0.004671310250025762,0.011648104006796015,0.8672,0.8336186805514024,0.033581319448597546
