mse,rmse,std_mse,std_rmse,corr,cosine,target_mean,target_sd,pred_mean,pred_sd,method,pi,n
1.6582895136867137,1.2877459041622745,1.0129172694741684,1.00643791138558,0.07094564723565659,0.07135355114337515,-0.02434131158438194,1.2795085415542622,-0.006040282949060202,0.26122403100845154,direct amortized raw-observation MLP FSM,0.07,5000
2.2851662887972517,1.5116766482278052,1.0062660541519308,1.003128134463355,0.07533663152730417,0.0760181956055003,0.03004322276574969,1.506962666375793,0.010429379794746637,0.27703500621316873,direct amortized raw-observation MLP FSM,0.1,5000
5.0537214982374135,2.248048375421982,0.9853420141540693,0.9926439513511727,0.12678198593841453,0.12437965153058425,-0.002316446433016074,2.264707675256321,0.06438627306222916,0.3401492337641338,direct amortized raw-observation MLP FSM,0.3,5000
5.669403744068841,2.3810509746892947,1.0040565845860014,1.0020262394698063,0.07997251444732606,0.07342041383003839,-0.026047304503102275,2.376236151209922,0.11637073204517365,0.38684659301826846,direct amortized raw-observation MLP FSM,0.5,5000
4.667696769705754,2.160485308838214,1.0215492865321911,1.0107172139288967,0.06822593053460865,0.05800031175892335,-0.04221264567260457,2.137576444789795,0.1500765663087368,0.4335138883416397,direct amortized raw-observation MLP FSM,0.65,5000
4.412714864796628,2.1006462969278354,1.0150844550442548,1.0075139974433382,0.08084775102388707,0.07572398636635314,0.003697285622903527,2.084979764309163,0.17035101078003645,0.42588917321821296,direct amortized raw-observation MLP FSM,0.68,5000
