mse,rmse,std_mse,std_rmse,corr,cosine,target_mean,target_sd,pred_mean,pred_sd,method,pi,n
0.3311504032093375,0.5754566909936294,0.24646300754677428,0.49645040794300316,0.8964943317878071,0.8710378216013241,0.02058237696969413,1.1591423469219562,-0.20162164347171782,0.9048971051441665,linear CS beta-conditioned DeepSets FSM,0.07,5000
0.2359880584111689,0.4857860212183641,0.17563719100886338,0.4190909101959423,0.9135570462919524,0.9126357515454971,0.02058237696969413,1.1591423469219562,-0.024890801729261874,0.9509203351259615,radial CS beta-conditioned gate+DeepSets FSM,0.07,5000
0.31090753916603636,0.5575908349013965,0.17350397543967674,0.4165380840207492,0.919583599579175,0.9179198759378402,-0.03463480788791869,1.3386311031129277,-0.09452565716356039,1.0557489244004414,linear CS beta-conditioned DeepSets FSM,0.1,5000
0.2532989188673806,0.5032881072183015,0.14135510999812903,0.3759722197159373,0.9339933403324701,0.9331873094320089,-0.03463480788791869,1.3386311031129277,0.01655004828646779,1.1021941369992065,radial CS beta-conditioned gate+DeepSets FSM,0.1,5000
0.4632457272773567,0.6806215742079857,0.10977783707079329,0.3313273865390443,0.9585916140265736,0.9546675404469219,0.03272775189635249,2.0542267312023097,0.17798569841980935,1.653083371008611,linear CS beta-conditioned DeepSets FSM,0.3,5000
0.32380489831556614,0.5690385736622484,0.07673379219044232,0.27700865002819375,0.971375793556592,0.969269512110999,0.03272775189635249,2.0542267312023097,0.1423467551201582,1.7240103620508933,radial CS beta-conditioned gate+DeepSets FSM,0.3,5000
0.580509858640906,0.7619119756513255,0.12441394699741988,0.3527236127585165,0.9488539378803107,0.9427878479503771,0.013264388172701572,2.1600821382289146,0.21335927537083627,1.775035101121531,linear CS beta-conditioned DeepSets FSM,0.5,5000
0.4076408952295437,0.6384676148635448,0.0873649464830906,0.29557561889149553,0.9621423209984592,0.9598829620328365,0.013264388172701572,2.1600821382289146,0.14013952131271362,1.8663007371976188,radial CS beta-conditioned gate+DeepSets FSM,0.5,5000
0.6376648157293721,0.7985391760767734,0.17964813631301868,0.42384919053009723,0.9178161723880578,0.909659196601278,0.0030925603498956236,1.8840172257447243,0.20958084694445134,1.540567897388056,linear CS beta-conditioned DeepSets FSM,0.65,5000
0.47997680036423734,0.6928035799302984,0.13522298162286592,0.36772677577634444,0.9331162919453271,0.9328345960615786,0.0030925603498956236,1.8840172257447243,0.042638887088000774,1.6184321591228912,radial CS beta-conditioned gate+DeepSets FSM,0.65,5000
0.6042256411165771,0.7773195231798679,0.18416890588517404,0.4291490485660827,0.9121126682274833,0.9088848431914837,-0.01692805503796943,1.8113043143798404,0.10819452213943005,1.4591730848599451,linear CS beta-conditioned DeepSets FSM,0.68,5000
0.48518841732368545,0.6965546764782256,0.14788617676260157,0.3845597180706809,0.9279510235805273,0.9265493846019007,-0.01692805503796943,1.8113043143798404,-0.0998852509766817,1.5305434770106956,radial CS beta-conditioned gate+DeepSets FSM,0.68,5000
