mse,rmse,std_mse,std_rmse,corr,cosine,target_mean,target_sd,pred_mean,pred_sd,method,pi,n
0.301265189545986,0.548876297125305,0.2300983416311298,0.4796856696120177,0.8827167958047211,0.8774460755343659,-0.007104050695063475,1.1442415979802791,-0.11648377744406462,0.9960480068705592,linear CS beta-conditioned DeepSets FSM,0.07,5000
0.33960962429297975,0.5827603489368334,0.2593848013756585,0.5092983422078443,0.8970309184802251,0.8626342218890283,-0.007104050695063475,1.1442415979802791,-0.2963494443714619,1.0124166484268475,radial CS beta-conditioned gate+DeepSets FSM,0.07,5000
0.3143803453707279,0.560696304045896,0.1769220008760539,0.42062097056144726,0.9075049699439365,0.9074988938759012,0.00032065932213896247,1.3330203277723354,-0.004009343992173672,1.1806175114378008,linear CS beta-conditioned DeepSets FSM,0.1,5000
0.32634685145192505,0.5712677581064112,0.1836563219955382,0.42855142281357345,0.9220031179491236,0.9035415427052667,0.00032065932213896247,1.3330203277723354,-0.24126177010536193,1.1890141400606054,radial CS beta-conditioned gate+DeepSets FSM,0.1,5000
0.40297194232742983,0.6348007107174896,0.09494362440157093,0.30812923327975705,0.9588414892244315,0.9587819512279974,-0.011081422121307659,2.0601768419066744,-0.029174302005767823,1.7295088969176284,linear CS beta-conditioned DeepSets FSM,0.3,5000
0.31128111679826104,0.5579257269549962,0.073340484366978,0.27081448330356706,0.9735446225892367,0.9711130744187818,-0.011081422121307659,2.0601768419066744,-0.1322697230130434,1.731822973309615,radial CS beta-conditioned gate+DeepSets FSM,0.3,5000
0.5048107891815972,0.7105003794380388,0.1072055216467489,0.3274225429727601,0.9505892441842895,0.9505713309678071,-0.024532911513301628,2.1699800294357665,-0.03501527750194073,1.8372268352716747,linear CS beta-conditioned DeepSets FSM,0.5,5000
0.3926786681711283,0.6266407808075758,0.08339227758797489,0.2887772109914058,0.96271292256317,0.9626926284821691,-0.024532911513301628,2.1699800294357665,-0.00844385755956173,1.8704109561318343,radial CS beta-conditioned gate+DeepSets FSM,0.5,5000
0.6328193599617176,0.7954994405791356,0.16971105592179142,0.4119600173825021,0.9168029307414727,0.9153720983251652,0.02660246282417823,1.9310112802534742,-0.0658385202407837,1.598215396647901,linear CS beta-conditioned DeepSets FSM,0.65,5000
0.5389346222593283,0.7341216672046456,0.14453281552886668,0.3801747171089454,0.9296561396492226,0.9282092892420613,0.02660246282417823,1.9310112802534742,-0.06770784672051668,1.6405988024300098,radial CS beta-conditioned gate+DeepSets FSM,0.65,5000
0.671888509853708,0.8196880564298274,0.20122975256685482,0.4485863936488208,0.9047397883805725,0.8963876965085038,-0.025363741376825646,1.8272691014150633,-0.22828244809508325,1.4954675303646239,linear CS beta-conditioned DeepSets FSM,0.68,5000
0.5834307238298634,0.7638263702110993,0.17473675836746638,0.41801526092651975,0.9203616701891352,0.9102324886150022,-0.025363741376825646,1.8272691014150633,-0.2541606164187193,1.538751353990638,radial CS beta-conditioned gate+DeepSets FSM,0.68,5000
