mse,rmse,std_mse,std_rmse,corr,cosine,target_mean,target_sd,pred_mean,pred_sd,method,pi,n
0.2873489118090398,0.5360493557584411,0.22240944028959603,0.4716030537322633,0.8924457012054207,0.8818472899395176,0.019151719312344676,1.1366536995804901,0.17313399301618337,0.9885644574075358,linear CS beta-conditioned DeepSets FSM,0.07,5000
0.2353945501947714,0.4851747625286907,0.18219651442714563,0.42684483647708055,0.9101925086489271,0.9045172589584962,0.019151719312344676,1.1366536995804901,0.13126259498670698,1.000124109580408,radial CS beta-conditioned gate+DeepSets FSM,0.07,5000
0.3304975986043139,0.5748892055033855,0.1763150803560811,0.41989889301602246,0.9194015243393333,0.9077994767281229,0.020678062151291175,1.3691134105497527,0.21251059053316712,1.197809523678886,linear CS beta-conditioned DeepSets FSM,0.1,5000
0.25537008227499436,0.5053415501173383,0.13623577528852568,0.369101307622346,0.9349370396948637,0.9305984205289007,0.020678062151291175,1.3691134105497527,0.13604858370125295,1.2020772652989384,radial CS beta-conditioned gate+DeepSets FSM,0.1,5000
0.3930454716862191,0.626933386960863,0.09033207667407858,0.300552951531138,0.9611824608613229,0.9605793674356008,-0.007904727988106043,2.085933223303712,-0.06951687006652355,1.764117365870997,linear CS beta-conditioned DeepSets FSM,0.3,5000
0.30768004687627626,0.5546891443649102,0.07071288079283669,0.2659189365066668,0.9732666659804836,0.9708293936714975,-0.007904727988106043,2.085933223303712,-0.13320606371611357,1.7802703142301057,radial CS beta-conditioned gate+DeepSets FSM,0.3,5000
0.5197584548814728,0.7209427542332836,0.1129748732615104,0.33611735043212276,0.9499528779641788,0.9487990276049821,0.0015694116855547605,2.144913832345576,-0.08675976843386889,1.7866076702685563,linear CS beta-conditioned DeepSets FSM,0.5,5000
0.40086838849458417,0.6331416812172329,0.08713288828567335,0.29518280486111204,0.9603395289931647,0.9603141013548011,0.0015694116855547605,2.144913832345576,0.014898137417435646,1.8524834602219091,radial CS beta-conditioned gate+DeepSets FSM,0.5,5000
0.6080767199561751,0.7797927416667682,0.16927583018090298,0.41143144043801877,0.917121218979413,0.9168178259997607,-0.025037478106567403,1.895316363855119,-0.0631644021987915,1.5488692127467067,linear CS beta-conditioned DeepSets FSM,0.65,5000
0.5358934167569354,0.7320474142819817,0.14918150955778858,0.38624022260477814,0.9283145036783477,0.9241675822390041,-0.025037478106567403,1.895316363855119,0.13214410274326802,1.6385100638416454,radial CS beta-conditioned gate+DeepSets FSM,0.65,5000
0.6067066059925562,0.7789137346282682,0.18010079118092806,0.4243828356342043,0.9148738624714626,0.9113566524100487,-0.019763114387701352,1.835403482952207,-0.14751780788451432,1.476020645489946,linear CS beta-conditioned DeepSets FSM,0.68,5000
0.5049322112935711,0.7105858226094658,0.14988907298600182,0.3871551019759417,0.9255707287099639,0.9246181694840275,-0.019763114387701352,1.835403482952207,0.05329884670078754,1.5691995224183686,radial CS beta-conditioned gate+DeepSets FSM,0.68,5000
