mse,rmse,std_mse,std_rmse,corr,cosine,target_mean,target_sd,pred_mean,pred_sd,method,pi,n
0.40645712861261785,0.6375399035453528,0.32418895330917746,0.5693759332015865,0.8982673612793762,0.8322614452879177,-0.011769324355714724,1.119716985507673,0.3936011312574148,1.0026525723534336,linear CS beta-conditioned DeepSets FSM,0.07,5000
0.21964975512767643,0.46866806497528335,0.17519196785283794,0.41855939584823315,0.9153874880030027,0.9096729946224894,-0.011769324355714724,1.119716985507673,0.10791678989231586,1.0711533268697504,radial CS beta-conditioned gate+DeepSets FSM,0.07,5000
0.36445473927830846,0.6037008690388879,0.20031527429451138,0.4475659440736207,0.9246610553662146,0.8942979076949127,-0.019456454717539602,1.3488534528431824,0.29055684888511896,1.179933244457595,linear CS beta-conditioned DeepSets FSM,0.1,5000
0.21445340112498598,0.4630911369536087,0.11787003224270932,0.34332205324259224,0.9400610781235853,0.9393313805563713,-0.019456454717539602,1.3488534528431824,0.03047095071822405,1.2482369154585664,radial CS beta-conditioned gate+DeepSets FSM,0.1,5000
0.3950141993498107,0.6285015507934811,0.09024340777066109,0.30040540569480617,0.9650298232351451,0.9640806252979659,-0.016260091959517924,2.0921778998608604,0.06264175973534584,1.7223692596967604,linear CS beta-conditioned DeepSets FSM,0.3,5000
0.2833288985555213,0.532286481657689,0.06472821829606068,0.25441740957737286,0.9772379583461538,0.9736990862983266,-0.016260091959517924,2.0921778998608604,0.1388383712351322,1.795010383279472,radial CS beta-conditioned gate+DeepSets FSM,0.3,5000
0.4949118333209152,0.7034997038527558,0.10718262114386613,0.3273875702342197,0.9543489642664394,0.9515655364593222,0.01635416122774023,2.148828385113649,-0.12333582975268365,1.7988642490699822,linear CS beta-conditioned DeepSets FSM,0.5,5000
0.3414107000448349,0.5843036026286633,0.07393901550468587,0.2719172953393842,0.9663896289283486,0.9660296621969974,0.01635416122774023,2.148828385113649,0.06674816079288722,1.8930353798037771,radial CS beta-conditioned gate+DeepSets FSM,0.5,5000
0.5747007413801689,0.7580901934335841,0.1616725417088733,0.40208524184415584,0.922792713898594,0.9192440134014224,-0.001141430155557056,1.8853967132852527,-0.13937875358313323,1.5728571079372833,linear CS beta-conditioned DeepSets FSM,0.65,5000
0.4389870607085163,0.6625609864069241,0.12349410531750937,0.35141728090335766,0.9385724728957645,0.938379207695856,-0.001141430155557056,1.8853967132852527,0.03240557112544775,1.6489190303112577,radial CS beta-conditioned gate+DeepSets FSM,0.65,5000
0.5921645667061235,0.7695222977316015,0.18773716154621023,0.4332864659162691,0.9130432034953588,0.9038634345049102,0.029716449637516962,1.776012772760335,-0.18328104105740786,1.4729652879580142,linear CS beta-conditioned DeepSets FSM,0.68,5000
0.4444767964458073,0.6666909302261486,0.1409149024266089,0.375386337559865,0.9292976187306013,0.92883806656068,0.029716449637516962,1.776012772760335,-0.021820951956510543,1.542898287424016,radial CS beta-conditioned gate+DeepSets FSM,0.68,5000
